      Diff_Coef       Frequency         Real(c)         Imag(c)
          cm2/s              Hz                                
    1.00000E-05     1.00000E-05     8.85455E+04    -2.86922E+04
    1.00000E-05     1.25893E-05     8.32277E+04    -3.34128E+04
    1.00000E-05     1.58489E-05     7.62784E+04    -3.76100E+04
    1.00000E-05     1.99526E-05     6.78794E+04    -4.05756E+04
    1.00000E-05     2.51189E-05     5.86327E+04    -4.17071E+04
    1.00000E-05     3.16228E-05     4.94358E+04    -4.07965E+04
    1.00000E-05     3.98107E-05     4.11530E+04    -3.81485E+04
    1.00000E-05     5.01187E-05     3.43082E+04    -3.44207E+04
    1.00000E-05     6.30957E-05     2.89980E+04    -3.03249E+04
    1.00000E-05     7.94328E-05     2.50095E+04    -2.64037E+04
    1.00000E-05     1.00000E-04     2.19973E+04    -2.29584E+04
    1.00000E-05     1.25893E-04     1.96182E+04    -2.00798E+04
    1.00000E-05     1.58489E-04     1.76059E+04    -1.77163E+04
    1.00000E-05     1.99526E-04     1.57997E+04    -1.57470E+04
    1.00000E-05     2.51189E-04     1.41367E+04    -1.40478E+04
    1.00000E-05     3.16228E-04     1.26150E+04    -1.25353E+04
    1.00000E-05     3.98107E-04     1.12458E+04    -1.11732E+04
    1.00000E-05     5.01187E-04     1.00276E+04    -9.95034E+03
    1.00000E-05     6.30957E-04     8.94566E+03    -8.85835E+03
    1.00000E-05     7.94328E-04     7.98320E+03    -7.88473E+03
    1.00000E-05     1.00000E-03     7.12653E+03    -7.01603E+03
    1.00000E-05     1.25893E-03     6.36438E+03    -6.24042E+03
    1.00000E-05     1.58489E-03     5.68672E+03    -5.54764E+03
    1.00000E-05     1.99526E-03     5.08456E+03    -4.92852E+03
    1.00000E-05     2.51189E-03     4.54994E+03    -4.37486E+03
    1.00000E-05     3.16228E-03     4.07577E+03    -3.87936E+03
    1.00000E-05     3.98107E-03     3.65581E+03    -3.43547E+03
    1.00000E-05     5.01187E-03     3.28453E+03    -3.03737E+03
    1.00000E-05     6.30957E-03     2.95705E+03    -2.67986E+03
    1.00000E-05     7.94328E-03     2.66911E+03    -2.35832E+03
    1.00000E-05     1.00000E-02     2.41701E+03    -2.06868E+03
    1.00000E-05     1.25893E-02     2.19750E+03    -1.80735E+03
    1.00000E-05     1.58489E-02     2.00782E+03    -1.57125E+03
    1.00000E-05     1.99526E-02     1.84557E+03    -1.35781E+03
    1.00000E-05     2.51189E-02     1.70869E+03    -1.16495E+03
    1.00000E-05     3.16228E-02     1.59526E+03    -9.91145E+02
    1.00000E-05     3.98107E-02     1.50345E+03    -8.35376E+02
    1.00000E-05     5.01187E-02     1.43122E+03    -6.97051E+02
    1.00000E-05     6.30957E-02     1.37624E+03    -5.75804E+02
    1.00000E-05     7.94328E-02     1.33586E+03    -4.71203E+02
    1.00000E-05     1.00000E-01     1.30721E+03    -3.82494E+02
    1.00000E-05     1.25893E-01     1.28750E+03    -3.08477E+02
    1.00000E-05     1.58489E-01     1.27428E+03    -2.47574E+02
    1.00000E-05     1.99526E-01     1.26559E+03    -1.98006E+02
    1.00000E-05     2.51189E-01     1.25994E+03    -1.57986E+02
    1.00000E-05     3.16228E-01     1.25632E+03    -1.25855E+02
    1.00000E-05     3.98107E-01     1.25401E+03    -1.00154E+02
    1.00000E-05     5.01187E-01     1.25254E+03    -7.96490E+01
    1.00000E-05     6.30957E-01     1.25160E+03    -6.33146E+01
    1.00000E-05     7.94328E-01     1.25101E+03    -5.03163E+01
    1.00000E-05     1.00000E+00     1.25064E+03    -3.99796E+01
    1.00000E-05     1.25893E+00     1.25040E+03    -3.17629E+01
    1.00000E-05     1.58489E+00     1.25025E+03    -2.52332E+01
    1.00000E-05     1.99526E+00     1.25016E+03    -2.00449E+01
    1.00000E-05     2.51189E+00     1.25010E+03    -1.59230E+01
    1.00000E-05     3.16228E+00     1.25006E+03    -1.26485E+01
    1.00000E-05     3.98107E+00     1.25004E+03    -1.00472E+01
    1.00000E-05     5.01187E+00     1.25003E+03    -7.98089E+00
    1.00000E-05     6.30957E+00     1.25002E+03    -6.33949E+00
    1.00000E-05     7.94328E+00     1.25001E+03    -5.03566E+00
    1.00000E-05     1.00000E+01     1.25001E+03    -3.99998E+00
    1.00000E-05     1.25893E+01     1.25000E+03    -3.17730E+00
    1.00000E-05     1.58489E+01     1.25000E+03    -2.52382E+00
    1.00000E-05     1.99526E+01     1.25000E+03    -2.00475E+00
    1.00000E-05     2.51189E+01     1.25000E+03    -1.59243E+00
    1.00000E-05     3.16228E+01     1.25000E+03    -1.26491E+00
    1.00000E-05     3.98107E+01     1.25000E+03    -1.00475E+00
    1.00000E-05     5.01187E+01     1.25000E+03    -7.98105E-01
    1.00000E-05     6.30957E+01     1.25000E+03    -6.33957E-01
    1.00000E-05     7.94328E+01     1.25000E+03    -5.03570E-01
    1.00000E-05     1.00000E+02     1.25000E+03    -4.00000E-01
    1.00000E-05     1.25893E+02     1.25000E+03    -3.17731E-01
    1.00000E-05     1.58489E+02     1.25000E+03    -2.52383E-01
    1.00000E-05     1.99526E+02     1.25000E+03    -2.00475E-01
    1.00000E-05     2.51189E+02     1.25000E+03    -1.59243E-01
    1.00000E-05     3.16228E+02     1.25000E+03    -1.26491E-01
    1.00000E-05     3.98107E+02     1.25000E+03    -1.00475E-01
    1.00000E-05     5.01187E+02     1.25000E+03    -7.98105E-02
    1.00000E-05     6.30957E+02     1.25000E+03    -6.33957E-02
    1.00000E-05     7.94328E+02     1.25000E+03    -5.03570E-02
    1.00000E-05     1.00000E+03     1.25000E+03    -4.00000E-02
    1.00000E-05     1.25893E+03     1.25000E+03    -3.17731E-02
    1.00000E-05     1.58489E+03     1.25000E+03    -2.52383E-02
    1.00000E-05     1.99526E+03     1.25000E+03    -2.00475E-02
    1.00000E-05     2.51189E+03     1.25000E+03    -1.59243E-02
    1.00000E-05     3.16228E+03     1.25000E+03    -1.26491E-02
    1.00000E-05     3.98107E+03     1.25000E+03    -1.00475E-02
    1.00000E-05     5.01187E+03     1.25000E+03    -7.98105E-03
    1.00000E-05     6.30957E+03     1.25000E+03    -6.33957E-03
    1.00000E-05     7.94328E+03     1.25000E+03    -5.03570E-03
    1.00000E-05     1.00000E+04     1.25000E+03    -4.00000E-03
    1.00000E-05     1.25893E+04     1.25000E+03    -3.17731E-03
    1.00000E-05     1.58489E+04     1.25000E+03    -2.52383E-03
    1.00000E-05     1.99526E+04     1.25000E+03    -2.00475E-03
    1.00000E-05     2.51189E+04     1.25000E+03    -1.59243E-03
    1.00000E-05     3.16228E+04     1.25000E+03    -1.26491E-03
    1.00000E-05     3.98107E+04     1.25000E+03    -1.00475E-03
    1.00000E-05     5.01187E+04     1.25000E+03    -7.98105E-04
    1.00000E-05     6.30957E+04     1.25000E+03    -6.33957E-04
    1.00000E-05     7.94328E+04     1.25000E+03    -5.03570E-04
    1.00000E-05     1.00000E+05     1.25000E+03    -4.00000E-04
    1.00000E-06     1.00000E-05     2.19973E+05    -2.29584E+05
    1.00000E-06     1.25893E-05     1.96182E+05    -2.00798E+05
    1.00000E-06     1.58489E-05     1.76059E+05    -1.77163E+05
    1.00000E-06     1.99526E-05     1.57997E+05    -1.57470E+05
    1.00000E-06     2.51189E-05     1.41367E+05    -1.40478E+05
    1.00000E-06     3.16228E-05     1.26150E+05    -1.25353E+05
    1.00000E-06     3.98107E-05     1.12458E+05    -1.11732E+05
    1.00000E-06     5.01187E-05     1.00276E+05    -9.95034E+04
    1.00000E-06     6.30957E-05     8.94566E+04    -8.85835E+04
    1.00000E-06     7.94328E-05     7.98320E+04    -7.88473E+04
    1.00000E-06     1.00000E-04     7.12653E+04    -7.01603E+04
    1.00000E-06     1.25893E-04     6.36438E+04    -6.24042E+04
    1.00000E-06     1.58489E-04     5.68672E+04    -5.54764E+04
    1.00000E-06     1.99526E-04     5.08456E+04    -4.92852E+04
    1.00000E-06     2.51189E-04     4.54994E+04    -4.37486E+04
    1.00000E-06     3.16228E-04     4.07577E+04    -3.87936E+04
    1.00000E-06     3.98107E-04     3.65581E+04    -3.43547E+04
    1.00000E-06     5.01187E-04     3.28453E+04    -3.03737E+04
    1.00000E-06     6.30957E-04     2.95705E+04    -2.67986E+04
    1.00000E-06     7.94328E-04     2.66911E+04    -2.35832E+04
    1.00000E-06     1.00000E-03     2.41701E+04    -2.06868E+04
    1.00000E-06     1.25893E-03     2.19750E+04    -1.80735E+04
    1.00000E-06     1.58489E-03     2.00782E+04    -1.57125E+04
    1.00000E-06     1.99526E-03     1.84557E+04    -1.35781E+04
    1.00000E-06     2.51189E-03     1.70869E+04    -1.16495E+04
    1.00000E-06     3.16228E-03     1.59526E+04    -9.91145E+03
    1.00000E-06     3.98107E-03     1.50345E+04    -8.35376E+03
    1.00000E-06     5.01187E-03     1.43122E+04    -6.97051E+03
    1.00000E-06     6.30957E-03     1.37624E+04    -5.75804E+03
    1.00000E-06     7.94328E-03     1.33586E+04    -4.71203E+03
    1.00000E-06     1.00000E-02     1.30721E+04    -3.82494E+03
    1.00000E-06     1.25893E-02     1.28750E+04    -3.08477E+03
    1.00000E-06     1.58489E-02     1.27428E+04    -2.47574E+03
    1.00000E-06     1.99526E-02     1.26559E+04    -1.98006E+03
    1.00000E-06     2.51189E-02     1.25994E+04    -1.57986E+03
    1.00000E-06     3.16228E-02     1.25632E+04    -1.25855E+03
    1.00000E-06     3.98107E-02     1.25401E+04    -1.00154E+03
    1.00000E-06     5.01187E-02     1.25254E+04    -7.96490E+02
    1.00000E-06     6.30957E-02     1.25160E+04    -6.33146E+02
    1.00000E-06     7.94328E-02     1.25101E+04    -5.03163E+02
    1.00000E-06     1.00000E-01     1.25064E+04    -3.99796E+02
    1.00000E-06     1.25893E-01     1.25040E+04    -3.17629E+02
    1.00000E-06     1.58489E-01     1.25025E+04    -2.52332E+02
    1.00000E-06     1.99526E-01     1.25016E+04    -2.00449E+02
    1.00000E-06     2.51189E-01     1.25010E+04    -1.59230E+02
    1.00000E-06     3.16228E-01     1.25006E+04    -1.26485E+02
    1.00000E-06     3.98107E-01     1.25004E+04    -1.00472E+02
    1.00000E-06     5.01187E-01     1.25003E+04    -7.98089E+01
    1.00000E-06     6.30957E-01     1.25002E+04    -6.33949E+01
    1.00000E-06     7.94328E-01     1.25001E+04    -5.03566E+01
    1.00000E-06     1.00000E+00     1.25001E+04    -3.99998E+01
    1.00000E-06     1.25893E+00     1.25000E+04    -3.17730E+01
    1.00000E-06     1.58489E+00     1.25000E+04    -2.52382E+01
    1.00000E-06     1.99526E+00     1.25000E+04    -2.00475E+01
    1.00000E-06     2.51189E+00     1.25000E+04    -1.59243E+01
    1.00000E-06     3.16228E+00     1.25000E+04    -1.26491E+01
    1.00000E-06     3.98107E+00     1.25000E+04    -1.00475E+01
    1.00000E-06     5.01187E+00     1.25000E+04    -7.98105E+00
    1.00000E-06     6.30957E+00     1.25000E+04    -6.33957E+00
    1.00000E-06     7.94328E+00     1.25000E+04    -5.03570E+00
    1.00000E-06     1.00000E+01     1.25000E+04    -4.00000E+00
    1.00000E-06     1.25893E+01     1.25000E+04    -3.17731E+00
    1.00000E-06     1.58489E+01     1.25000E+04    -2.52383E+00
    1.00000E-06     1.99526E+01     1.25000E+04    -2.00475E+00
    1.00000E-06     2.51189E+01     1.25000E+04    -1.59243E+00
    1.00000E-06     3.16228E+01     1.25000E+04    -1.26491E+00
    1.00000E-06     3.98107E+01     1.25000E+04    -1.00475E+00
    1.00000E-06     5.01187E+01     1.25000E+04    -7.98105E-01
    1.00000E-06     6.30957E+01     1.25000E+04    -6.33957E-01
    1.00000E-06     7.94328E+01     1.25000E+04    -5.03570E-01
    1.00000E-06     1.00000E+02     1.25000E+04    -4.00000E-01
    1.00000E-06     1.25893E+02     1.25000E+04    -3.17731E-01
    1.00000E-06     1.58489E+02     1.25000E+04    -2.52383E-01
    1.00000E-06     1.99526E+02     1.25000E+04    -2.00475E-01
    1.00000E-06     2.51189E+02     1.25000E+04    -1.59243E-01
    1.00000E-06     3.16228E+02     1.25000E+04    -1.26491E-01
    1.00000E-06     3.98107E+02     1.25000E+04    -1.00475E-01
    1.00000E-06     5.01187E+02     1.25000E+04    -7.98105E-02
    1.00000E-06     6.30957E+02     1.25000E+04    -6.33957E-02
    1.00000E-06     7.94328E+02     1.25000E+04    -5.03570E-02
    1.00000E-06     1.00000E+03     1.25000E+04    -4.00000E-02
    1.00000E-06     1.25893E+03     1.25000E+04    -3.17731E-02
    1.00000E-06     1.58489E+03     1.25000E+04    -2.52383E-02
    1.00000E-06     1.99526E+03     1.25000E+04    -2.00475E-02
    1.00000E-06     2.51189E+03     1.25000E+04    -1.59243E-02
    1.00000E-06     3.16228E+03     1.25000E+04    -1.26491E-02
    1.00000E-06     3.98107E+03     1.25000E+04    -1.00475E-02
    1.00000E-06     5.01187E+03     1.25000E+04    -7.98105E-03
    1.00000E-06     6.30957E+03     1.25000E+04    -6.33957E-03
    1.00000E-06     7.94328E+03     1.25000E+04    -5.03570E-03
    1.00000E-06     1.00000E+04     1.25000E+04    -4.00000E-03
    1.00000E-06     1.25893E+04     1.25000E+04    -3.17731E-03
    1.00000E-06     1.58489E+04     1.25000E+04    -2.52383E-03
    1.00000E-06     1.99526E+04     1.25000E+04    -2.00475E-03
    1.00000E-06     2.51189E+04     1.25000E+04    -1.59243E-03
    1.00000E-06     3.16228E+04     1.25000E+04    -1.26491E-03
    1.00000E-06     3.98107E+04     1.25000E+04    -1.00475E-03
    1.00000E-06     5.01187E+04     1.25000E+04    -7.98105E-04
    1.00000E-06     6.30957E+04     1.25000E+04    -6.33957E-04
    1.00000E-06     7.94328E+04     1.25000E+04    -5.03570E-04
    1.00000E-06     1.00000E+05     1.25000E+04    -4.00000E-04
