  diff                       freq                      real                     imag
  0.10000000000000001        6.3095734448019331E-002   3.3259832341503772       -15.988505406263856
  0.10000000000000001        7.9432823472428138E-002   3.3211060582600505       -12.764579161336279
  0.10000000000000001       0.10000000000000001        3.3134228134321000       -10.219952585779961
  0.10000000000000001       0.12589254117941673        3.3013612373994925       -8.2186674895418861
  0.10000000000000001       0.15848931924611134        3.2825297033397036       -6.6532781969168422
  0.10000000000000001       0.19952623149688797        3.2533780252664366       -5.4387562380692263
  0.10000000000000001       0.25118864315095801        3.2088402717868747       -4.5073082539586391
  0.10000000000000001       0.31622776601683794        3.1421423736533440       -3.8037120866058647
  0.10000000000000001       0.39810717055349720        3.0451802065556333       -3.2809144985461707
  0.10000000000000001       0.50118723362727224        2.9101052922340140       -2.8960524967492414
  0.10000000000000001       0.63095734448019325        2.7326036036110586       -2.6078838933438595
  0.10000000000000001       0.79432823472428149        2.5161461895154682       -2.3773717800062419
  0.10000000000000001        1.0000000000000000        2.2743272022666008       -2.1723124834474654
  0.10000000000000001        1.2589254117941673        2.0278075114817411       -1.9734099230238360
  0.10000000000000001        1.5848931924611136        1.7962643449428748       -1.7762503362988753
  0.10000000000000001        1.9952623149688795        1.5910230752105692       -1.5864197981237098
  0.10000000000000001        2.5118864315095801        1.4135908918483411       -1.4114166184916994
  0.10000000000000001        3.1622776601683795        1.2595896144298326       -1.2551268950944969
  0.10000000000000001        3.9810717055349722        1.1237764902366210       -1.1170963874295081
  0.10000000000000001        5.0118723362727220        1.0027066530087978      -0.99478946505006838
  0.10000000000000001        6.3095734448019334       0.89462104716245916      -0.88579981197952473
  0.10000000000000001        7.9432823472428158       0.79833071536635902      -0.78848393630048008
  0.10000000000000001        10.000000000000000       0.71265151835200979      -0.70160527762443692
  0.10000000000000001        12.589254117941675       0.63643795681518056      -0.62404185672579349
  0.10000000000000001        15.848931924611133       0.56867206798056180      -0.55476380675824788
  0.10000000000000001        19.952623149688797       0.50845635779668175      -0.49285177384232398
  0.10000000000000001        25.118864315095795       0.45499377970270322      -0.43748638779861232
  0.10000000000000001        31.622776601683793       0.40757732452462236      -0.38793591669713445
  0.10000000000000001        39.810717055349734       0.36558114326713920      -0.34354704526844687
  0.10000000000000001        50.118723362727224       0.32845250586026326      -0.30373680811828485
  0.10000000000000001        63.095734448019329       0.29570480921613429      -0.26798569774066366
  0.10000000000000001        79.432823472428140       0.26691147829265727      -0.23583201064395742
  0.10000000000000001        100.00000000000000       0.24170058143226020      -0.20686752056495639
  0.10000000000000001        125.89254117941675       0.21974987216065611      -0.18073462953906952
  0.10000000000000001        158.48931924611142       0.20078176372779369      -0.15712516235677712
  0.10000000000000001        199.52623149688787       0.18455741205072873      -0.13578084674526988
  0.10000000000000001        251.18864315095797       0.17086867022549451      -0.11649507485138071
  0.10000000000000001        316.22776601683796       0.15952645180158392       -9.9114523781346373E-002
  0.10000000000000001        398.10717055349733       0.15034469537633821       -8.3537580931003344E-002
  0.10000000000000001        501.18723362727246       0.14312164109961958       -6.9705122846519071E-002
  0.10000000000000001        630.95734448019300       0.13762447816893308       -5.7580352476093270E-002
  0.10000000000000001        794.32823472428129       0.13358637821274735       -4.7120276357415163E-002
  0.10000000000000001        1000.0000000000000       0.13072112989025492       -3.8249363390583296E-002
  0.10000000000000001        1258.9254117941675       0.12875006610352246       -3.0847682597910112E-002
  0.10000000000000001        1584.8931924611140       0.12742812842070173       -2.4757380976243266E-002
  0.10000000000000001        1995.2623149688789       0.12655854027172028       -1.9800608973176644E-002
  0.10000000000000001        2511.8864315095798       0.12599442778814529       -1.5798602269256657E-002
  0.10000000000000001        3162.2776601683795       0.12563197968405404       -1.2585480496769386E-002
  0.10000000000000001        3981.0717055349733       0.12540059493916156       -1.0015448621787753E-002
  0.10000000000000001        5011.8723362727251       0.12525350124525789       -7.9648963706889595E-003
  0.10000000000000001        6309.5734448019302       0.12516024662511444       -6.3314560141777970E-003
  0.10000000000000001        7943.2823472428136       0.12510122808899657       -5.0316269113624213E-003
  0.10000000000000001        10000.000000000000       0.12506391825570146       -3.9979556611821230E-003
  0.10000000000000001        12589.254117941662       0.12504034870128403       -3.1762876662392307E-003
  0.10000000000000001        15848.931924611141       0.12502546588657384       -2.5233153102289297E-003
  0.10000000000000001        19952.623149688789       0.12501607090714922       -2.0044912225705351E-003
  0.10000000000000001        25118.864315095823       0.12501014125939541       -1.5922994988359644E-003
  0.10000000000000001        31622.776601683792       0.12500639918097611       -1.2648463122236805E-003
  0.10000000000000001        39810.717055349691       0.12500403780091954       -1.0047221176607084E-003
  0.10000000000000001        50118.723362727251       0.12500254775606820       -7.9808865930575373E-004
  0.10000000000000001        63095.734448019299       0.12500160755563094       -6.3394912411657203E-004
  0.10000000000000001        79432.823472428208       0.12500101431106650       -5.0356607853649707E-004
  0.10000000000000001        100000.00000000000       0.12500063999180819       -3.9999795203669923E-004
