  diff                       freq                      real                     imag
  0.10000000000000001        1.0000000000000001E-005   3.3343749997883600       -100000.00002220485
  0.10000000000000001        1.2589254117941661E-005   3.3343749996645728       -79432.823500382481
  0.10000000000000001        1.5848931924611141E-005   3.3343749994683840       -63095.734483211629
  0.10000000000000001        1.9952623149688786E-005   3.3343749991574456       -50118.723407031779
  0.10000000000000001        2.5118864315095822E-005   3.3343749986646412       -39810.717111125785
  0.10000000000000001        3.1622776601683795E-005   3.3343749978835988       -31622.776671901731
  0.10000000000000001        3.9810717055349695E-005   3.3343749966457303       -25118.864403494972
  0.10000000000000001        5.0118723362727251E-005   3.3343749946838410       -19952.623260976725
  0.10000000000000001        6.3095734448019293E-005   3.3343749915744558       -15848.932064714358
  0.10000000000000001        7.9432823472428221E-005   3.3343749866464125       -12589.254294321157
  0.10000000000000001        1.0000000000000000E-004   3.3343749788359900       -10000.000222048629
  0.10000000000000001        1.2589254117941674E-004   3.3343749664573048       -7943.2826267854753
  0.10000000000000001        1.5848931924611142E-004   3.3343749468384112       -6309.5737967252871
  0.10000000000000001        1.9952623149688788E-004   3.3343749157445606       -5011.8727793179769
  0.10000000000000001        2.5118864315095795E-004   3.3343748664641311       -3981.0722632958873
  0.10000000000000001        3.1622776601683794E-004   3.3343747883599182       -3162.2783623477430
  0.10000000000000001        3.9810717055349735E-004   3.3343746645730952       -2511.8873155009751
  0.10000000000000001        5.0118723362727253E-004   3.3343744683842313       -1995.2634278480120
  0.10000000000000001        6.3095734448019298E-004   3.3343741574459127       -1584.8945934927392
  0.10000000000000001        7.9432823472428131E-004   3.3343736646420772       -1258.9271755880914
  0.10000000000000001        1.0000000000000000E-003   3.3343728836011084       -1000.0022204842105
  0.10000000000000001        1.2589254117941675E-003   3.3343716457357879       -794.33103014672133
  0.10000000000000001        1.5848931924611141E-003   3.3343696838544679       -630.96086370542844
  0.10000000000000001        1.9952623149688789E-003   3.3343665744896525       -501.19166406314400
  0.10000000000000001        2.5118864315095794E-003   3.3343616464974470       -398.11274812941633
  0.10000000000000001        3.1622776601683794E-003   3.3343538362036815       -316.23478774418737
  0.10000000000000001        3.9810717055349734E-003   3.3343414578416577       -251.19748293264806
  0.10000000000000001        5.0118723362727246E-003   3.3343218397598582       -199.53736002431776
  0.10000000000000001        6.3095734448019303E-003   3.3342907479488688       -158.50332903581059
  0.10000000000000001        7.9432823472428138E-003   3.3342414726414136       -125.91017806807177
  0.10000000000000001        1.0000000000000000E-002   3.3341633812945046       -100.02220274599395
  0.10000000000000001        1.2589254117941675E-002   3.3340396267865162       -79.460773514787675
  0.10000000000000001        1.5848931924611134E-002   3.3338435190856530       -63.130918356905049
  0.10000000000000001        1.9952623149688799E-002   3.3335327845998015       -50.163011076561034
  0.10000000000000001        2.5118864315095794E-002   3.3330404926171853       -39.866459611625373
  0.10000000000000001        3.1622776601683791E-002   3.3322607367587276       -31.692927651907578
  0.10000000000000001        3.9810717055349734E-002   3.3310260970795169       -25.207130078979294
  0.10000000000000001        5.0118723362727220E-002   3.3290723086261895       -20.063645195470560
