      Frequency        Position         Real(c)         Imag(c)
             Hz              um           mol/L           mol/L
   1.00000E+001    6.62500E-001    6.13536E-003    6.76037E-003
   1.00000E+001    6.87500E-001    6.01429E-003    4.67324E-003
   1.00000E+001    7.12500E-001    5.60114E-003    2.96199E-003
   1.00000E+001    7.37500E-001    5.00287E-003    1.60082E-003
   1.00000E+001    7.62500E-001    4.30455E-003    5.52334E-004
   1.00000E+001    7.87500E-001    3.57171E-003   -2.27123E-004
   1.00000E+001    8.12500E-001    2.85306E-003   -7.83347E-004
   1.00000E+001    8.37500E-001    2.18337E-003   -1.16126E-003
   1.00000E+001    8.62500E-001    1.58626E-003   -1.40270E-003
   1.00000E+001    8.87500E-001    1.07682E-003   -1.54501E-003
   1.00000E+001    9.12500E-001    6.63939E-004   -1.62002E-003
   1.00000E+001    9.37500E-001    3.52311E-004   -1.65352E-003
   1.00000E+001    9.62500E-001    1.44029E-004   -1.66501E-003
   1.00000E+001    9.87500E-001    3.98097E-005   -1.66750E-003
   1.00000E+001    1.00000E+000    3.98097E-005   -1.66750E-003
   1.25893E+001    0.00000E+000    6.36438E-001   -6.24042E-001
   1.25893E+001    1.25000E-002    5.11438E-001   -6.24042E-001
   1.25893E+001    3.75000E-002    3.10539E-001   -5.83800E-001
   1.25893E+001    6.25000E-002    1.55576E-001   -5.19125E-001
   1.25893E+001    8.75000E-002    4.14585E-002   -4.42208E-001
   1.25893E+001    1.12500E-001   -3.78646E-002   -3.62030E-001
   1.25893E+001    1.37500E-001   -8.87022E-002   -2.84830E-001
   1.25893E+001    1.62500E-001   -1.17129E-001   -2.14610E-001
   1.25893E+001    1.87500E-001   -1.28669E-001   -1.53606E-001
   1.25893E+001    2.12500E-001   -1.28123E-001   -1.02726E-001
   1.25893E+001    2.37500E-001   -1.19494E-001   -6.19269E-002
   1.25893E+001    2.62500E-001   -1.05993E-001   -3.05301E-002
   1.25893E+001    2.87500E-001   -9.00894E-002   -7.47307E-003
   1.25893E+001    3.12500E-001   -7.35979E-002    8.49548E-003
   1.25893E+001    3.37500E-001   -5.77748E-002    1.86731E-002
   1.25893E+001    3.62500E-001   -4.34210E-002    2.43049E-002
   1.25893E+001    3.87500E-001   -3.09796E-002    2.65202E-002
   1.25893E+001    4.12500E-001   -2.06249E-002    2.62979E-002
   1.25893E+001    4.37500E-001   -1.23394E-002    2.44528E-002
   1.25893E+001    4.62500E-001   -5.97787E-003    2.16368E-002
   1.25893E+001    4.87500E-001   -1.31879E-003    1.83504E-002
   1.25893E+001    5.12500E-001    1.89642E-003    1.49603E-002
   1.25893E+001    5.37500E-001    3.93452E-003    1.17193E-002
   1.25893E+001    5.62500E-001    5.05050E-003    8.78801E-003
   1.25893E+001    5.87500E-001    5.47502E-003    6.25406E-003
   1.25893E+001    6.12500E-001    5.40746E-003    4.15090E-003
   1.25893E+001    6.37500E-001    5.01329E-003    2.47321E-003
   1.25893E+001    6.62500E-001    4.42451E-003    1.18998E-003
   1.25893E+001    6.87500E-001    3.74211E-003    2.54890E-004
   1.25893E+001    7.12500E-001    3.03966E-003   -3.85763E-004
   1.25893E+001    7.37500E-001    2.36755E-003   -7.87248E-004
   1.25893E+001    7.62500E-001    1.75739E-003   -1.00245E-003
   1.25893E+001    7.87500E-001    1.22610E-003   -1.07937E-003
   1.25893E+001    8.12500E-001    7.79745E-004   -1.05982E-003
   1.25893E+001    8.37500E-001    4.16776E-004   -9.78915E-004
   1.25893E+001    8.62500E-001    1.30831E-004   -8.65219E-004
   1.25893E+001    8.87500E-001   -8.70362E-005   -7.41229E-004
   1.25893E+001    9.12500E-001   -2.46581E-004   -6.24086E-004
   1.25893E+001    9.37500E-001   -3.57022E-004   -5.26346E-004
   1.25893E+001    9.62500E-001   -4.26048E-004   -4.56697E-004
   1.25893E+001    9.87500E-001   -4.59139E-004   -4.20571E-004
   1.25893E+001    1.00000E+000   -4.59139E-004   -4.20571E-004
   1.58489E+001    0.00000E+000    5.68672E-001   -5.54764E-001
   1.58489E+001    1.25000E-002    4.43672E-001   -5.54764E-001
   1.58489E+001    3.75000E-002    2.48625E-001   -5.10816E-001
   1.58489E+001    6.25000E-002    1.04176E-001   -4.42239E-001
   1.58489E+001    8.75000E-002    3.53473E-003   -3.63344E-001
   1.58489E+001    1.12500E-001   -6.11157E-002   -2.84099E-001
   1.58489E+001    1.37500E-001   -9.76245E-002   -2.10907E-001
   1.58489E+001    1.62500E-001   -1.13242E-001   -1.47386E-001
   1.58489E+001    1.87500E-001   -1.14259E-001   -9.50818E-002
   1.58489E+001    2.12500E-001   -1.05859E-001   -5.40958E-002
   1.58489E+001    2.37500E-001   -9.20997E-002   -2.35957E-002
   1.58489E+001    2.62500E-001   -7.60032E-002   -2.21863E-003
   1.58489E+001    2.87500E-001   -5.96870E-002    1.16299E-002
   1.58489E+001    3.12500E-001   -4.45229E-002    1.95660E-002
   1.58489E+001    3.37500E-001   -3.12968E-002    2.30919E-002
   1.58489E+001    3.62500E-001   -2.03581E-002    2.35177E-002
   1.58489E+001    3.87500E-001   -1.17490E-002    2.19269E-002
   1.58489E+001    4.12500E-001   -5.31192E-003    1.91723E-002
   1.58489E+001    4.37500E-001   -7.73923E-004    1.58915E-002
   1.58489E+001    4.62500E-001    2.18993E-003    1.25340E-002
   1.58489E+001    4.87500E-001    3.91222E-003    9.39344E-003
   1.58489E+001    5.12500E-001    4.70403E-003    6.64043E-003
   1.58489E+001    5.37500E-001    4.83807E-003    4.35338E-003
   1.58489E+001    5.62500E-001    4.54088E-003    2.54557E-003
   1.58489E+001    5.87500E-001    3.99154E-003    1.18755E-003
   1.58489E+001    6.12500E-001    3.32456E-003    2.24926E-004
   1.58489E+001    6.37500E-001    2.63530E-003   -4.08385E-004
   1.58489E+001    6.62500E-001    1.98650E-003   -7.80653E-004
   1.58489E+001    6.87500E-001    1.41503E-003   -9.56146E-004
   1.58489E+001    7.12500E-001    9.38264E-004   -9.91473E-004
   1.58489E+001    7.37500E-001    5.59712E-004   -9.33860E-004
   1.58489E+001    7.62500E-001    2.73664E-004   -8.20803E-004
   1.58489E+001    7.87500E-001    6.89214E-005   -6.80639E-004
   1.58489E+001    8.12500E-001   -6.83997E-005   -5.33648E-004
   1.58489E+001    8.37500E-001   -1.52860E-004   -3.93432E-004
   1.58489E+001    8.62500E-001   -1.98348E-004   -2.68358E-004
   1.58489E+001    8.87500E-001   -2.17254E-004   -1.62931E-004
   1.58489E+001    9.12500E-001   -2.20021E-004   -7.90247E-005
   1.58489E+001    9.37500E-001   -2.14960E-004   -1.69127E-005
   1.58489E+001    9.62500E-001   -2.08224E-004    2.39062E-005
   1.58489E+001    9.87500E-001   -2.03856E-004    4.40993E-005
   1.58489E+001    1.00000E+000   -2.03856E-004    4.40993E-005
   1.99526E+001    0.00000E+000    5.08456E-001   -4.92852E-001
   1.99526E+001    1.25000E-002    3.83456E-001   -4.92852E-001
   1.99526E+001    3.75000E-002    1.94917E-001   -4.45033E-001
   1.99526E+001    6.25000E-002    6.18748E-002   -3.72908E-001
   1.99526E+001    8.75000E-002   -2.46642E-002   -2.93066E-001
   1.99526E+001    1.12500E-001   -7.46567E-002   -2.16301E-001
   1.99526E+001    1.37500E-001   -9.76756E-002   -1.48845E-001
   1.99526E+001    1.62500E-001   -1.02133E-001   -9.35698E-002
   1.99526E+001    1.87500E-001   -9.49219E-002   -5.10310E-002
   1.99526E+001    2.12500E-001   -8.13470E-002   -2.03294E-002
   1.99526E+001    2.37500E-001   -6.52370E-002    2.28033E-004
   1.99526E+001    2.62500E-001   -4.91553E-002    1.26501E-002
   1.99526E+001    2.87500E-001   -3.46512E-002    1.89423E-002
   1.99526E+001    3.12500E-001   -2.25093E-002    2.09134E-002
   1.99526E+001    3.37500E-001   -1.29754E-002    2.00775E-002
   1.99526E+001    3.62500E-001   -5.94523E-003    1.76235E-002
   1.99526E+001    3.87500E-001   -1.11276E-003    1.44281E-002
   1.99526E+001    4.12500E-001    1.92047E-003    1.10939E-002
   1.99526E+001    4.37500E-001    3.57025E-003    7.99922E-003
   1.99526E+001    4.62500E-001    4.22250E-003    5.34976E-003
   1.99526E+001    4.87500E-001    4.20761E-003    3.22687E-003
   1.99526E+001    5.12500E-001    3.79032E-003    1.62868E-003
   1.99526E+001    5.37500E-001    3.16993E-003    5.03157E-004
   1.99526E+001    5.62500E-001    2.48679E-003   -2.27060E-004
   1.99526E+001    5.87500E-001    1.83197E-003   -6.47166E-004
   1.99526E+001    6.12500E-001    1.25785E-003   -8.38817E-004
   1.99526E+001    6.37500E-001    7.88332E-004   -8.73611E-004
   1.99526E+001    6.62500E-001    4.27759E-004   -8.10096E-004
   1.99526E+001    6.87500E-001    1.68208E-004   -6.93238E-004
   1.99526E+001    7.12500E-001   -4.89356E-006   -5.55404E-004
   1.99526E+001    7.37500E-001   -1.08734E-004   -4.18180E-004
   1.99526E+001    7.62500E-001   -1.60426E-004   -2.94516E-004
   1.99526E+001    7.87500E-001   -1.75390E-004   -1.90857E-004
   1.99526E+001    8.12500E-001   -1.66554E-004   -1.09071E-004
   1.99526E+001    8.37500E-001   -1.44116E-004   -4.80536E-005
   1.99526E+001    8.62500E-001   -1.15685E-004   -5.00852E-006
   1.99526E+001    8.87500E-001   -8.66305E-005    2.36102E-005
   1.99526E+001    9.12500E-001   -6.05199E-005    4.14257E-005
   1.99526E+001    9.37500E-001   -3.95753E-005    5.16942E-005
   1.99526E+001    9.62500E-001   -2.50771E-005    5.70274E-005
   1.99526E+001    9.87500E-001   -1.76904E-005    5.92335E-005
   1.99526E+001    1.00000E+000   -1.76904E-005    5.92335E-005
   2.51189E+001    0.00000E+000    4.54994E-001   -4.37486E-001
   2.51189E+001    1.25000E-002    3.29994E-001   -4.37486E-001
   2.51189E+001    3.75000E-002    1.48676E-001   -3.85680E-001
   2.51189E+001    6.25000E-002    2.79073E-002   -3.10532E-001
   2.51189E+001    8.75000E-002   -4.41102E-002   -2.31003E-001
   2.51189E+001    1.12500E-001   -7.98618E-002   -1.58399E-001
   2.51189E+001    1.37500E-001   -9.07459E-002   -9.83326E-002
   2.51189E+001    1.62500E-001   -8.61925E-002   -5.25128E-002
   2.51189E+001    1.87500E-001   -7.33950E-002   -2.02246E-002
   2.51189E+001    2.12500E-001   -5.74224E-002    5.41075E-004
   2.51189E+001    2.37500E-001   -4.15346E-002    1.22919E-002
   2.51189E+001    2.62500E-001   -2.75767E-002    1.75220E-002
   2.51189E+001    2.87500E-001   -1.63695E-002    1.84228E-002
   2.51189E+001    3.12500E-001   -8.05463E-003    1.67538E-002
   2.51189E+001    3.37500E-001   -2.36996E-003    1.38201E-002
   2.51189E+001    3.62500E-001    1.14504E-003    1.05145E-002
   2.51189E+001    3.87500E-001    3.00935E-003    7.38856E-003
   2.51189E+001    4.12500E-001    3.71370E-003    4.73510E-003
   2.51189E+001    4.37500E-001    3.67468E-003    2.66466E-003
   2.51189E+001    4.62500E-001    3.21733E-003    1.17112E-003
   2.51189E+001    4.87500E-001    2.57612E-003    1.82675E-004
   2.51189E+001    5.12500E-001    1.90623E-003   -4.01335E-004
   2.51189E+001    5.37500E-001    1.29935E-003   -6.86079E-004
   2.51189E+001    5.62500E-001    8.00177E-004   -7.66835E-004
   2.51189E+001    5.87500E-001    4.21393E-004   -7.21969E-004
   2.51189E+001    6.12500E-001    1.55952E-004   -6.10947E-004
   2.51189E+001    6.37500E-001   -1.35737E-005   -4.75442E-004
   2.51189E+001    6.62500E-001   -1.08459E-004   -3.42068E-004
   2.51189E+001    6.87500E-001   -1.49641E-004   -2.25721E-004
   2.51189E+001    7.12500E-001   -1.55388E-004   -1.32866E-004
   2.51189E+001    7.37500E-001   -1.40275E-004   -6.44067E-005
   2.51189E+001    7.62500E-001   -1.15051E-004   -1.79692E-005
   2.51189E+001    7.87500E-001   -8.70055E-005    1.04062E-005
   2.51189E+001    8.12500E-001   -6.05939E-005    2.51223E-005
   2.51189E+001    8.37500E-001   -3.81264E-005    3.03256E-005
   2.51189E+001    8.62500E-001   -2.04197E-005    2.95433E-005
   2.51189E+001    8.87500E-001   -7.35116E-006    2.55552E-005
   2.51189E+001    9.12500E-001    1.70540E-006    2.04131E-005
   2.51189E+001    9.37500E-001    7.55725E-006    1.55388E-005
   2.51189E+001    9.62500E-001    1.09696E-005    1.18508E-005
   2.51189E+001    9.87500E-001    1.25215E-005    9.88503E-006
   2.51189E+001    1.00000E+000    1.25215E-005    9.88503E-006
   3.16228E+001    0.00000E+000    4.07577E-001   -3.87936E-001
   3.16228E+001    1.25000E-002    2.82577E-001   -3.87936E-001
   3.16228E+001    3.75000E-002    1.09250E-001   -3.32087E-001
   3.16228E+001    6.25000E-002    1.55685E-003   -2.54645E-001
   3.16228E+001    8.75000E-002   -5.58076E-002   -1.76896E-001
   3.16228E+001    1.12500E-001   -7.82099E-002   -1.10176E-001
   3.16228E+001    1.37500E-001   -7.88367E-002   -5.89144E-002
   3.16228E+001    1.62500E-001   -6.78196E-002   -2.32341E-002
   3.16228E+001    1.87500E-001   -5.22104E-002   -9.57708E-004
   3.16228E+001    2.12500E-001   -3.64119E-002    1.09997E-002
   3.16228E+001    2.37500E-001   -2.27874E-002    1.57605E-002
   3.16228E+001    2.62500E-001   -1.22779E-002    1.60175E-002
   3.16228E+001    2.87500E-001   -4.93413E-003    1.38480E-002
   3.16228E+001    3.12500E-001   -3.27285E-004    1.07032E-002
   3.16228E+001    3.37500E-001    2.16415E-003    7.49375E-003
   3.16228E+001    3.62500E-001    3.17451E-003    4.71202E-003
   3.16228E+001    3.87500E-001    3.25357E-003    2.55771E-003
   3.16228E+001    4.12500E-001    2.82712E-003    1.04645E-003
   3.16228E+001    4.37500E-001    2.19384E-003    9.39439E-005
   3.16228E+001    4.62500E-001    1.54200E-003   -4.24966E-004
   3.16228E+001    4.87500E-001    9.74149E-004   -6.39112E-004
   3.16228E+001    5.12500E-001    5.32614E-004   -6.60724E-004
   3.16228E+001    5.37500E-001    2.21665E-004   -5.77070E-004
   3.16228E+001    5.62500E-001    2.47707E-005   -4.49605E-004
   3.16228E+001    5.87500E-001   -8.32630E-005   -3.17244E-004
   3.16228E+001    6.12500E-001   -1.28596E-004   -2.01340E-004
   3.16228E+001    6.37500E-001   -1.34136E-004   -1.10851E-004
   3.16228E+001    6.62500E-001   -1.17766E-004   -4.68738E-005
   3.16228E+001    6.87500E-001   -9.21327E-005   -6.17188E-006
   3.16228E+001    7.12500E-001   -6.52793E-005    1.63207E-005
   3.16228E+001    7.37500E-001   -4.16516E-005    2.59114E-005
   3.16228E+001    7.62500E-001   -2.31450E-005    2.72700E-005
   3.16228E+001    7.87500E-001   -1.00282E-005    2.40541E-005
   3.16228E+001    8.12500E-001   -1.66551E-006    1.88562E-005
   3.16228E+001    8.37500E-001    2.97042E-006    1.33291E-005
   3.16228E+001    8.62500E-001    4.97195E-006    8.38915E-006
   3.16228E+001    8.87500E-001    5.31543E-006    4.43184E-006
   3.16228E+001    9.12500E-001    4.78299E-006    1.52509E-006
   3.16228E+001    9.37500E-001    3.94913E-006   -4.36348E-007
   3.16228E+001    9.62500E-001    3.20151E-006   -1.61727E-006
   3.16228E+001    9.87500E-001    2.77353E-006   -2.16543E-006
   3.16228E+001    1.00000E+000    2.77353E-006   -2.16543E-006
   3.98107E+001    0.00000E+000    3.65581E-001   -3.43547E-001
   3.98107E+001    1.25000E-002    2.40581E-001   -3.43547E-001
   3.98107E+001    3.75000E-002    7.60615E-002   -2.83686E-001
   3.98107E+001    6.25000E-002   -1.78722E-002   -2.04900E-001
   3.98107E+001    8.75000E-002   -6.08232E-002   -1.30561E-001
   3.98107E+001    1.12500E-001   -7.12884E-002   -7.13558E-002
   3.98107E+001    1.37500E-001   -6.39990E-002   -2.98883E-002
   3.98107E+001    1.62500E-001   -4.92729E-002   -4.34475E-003
   3.98107E+001    1.87500E-001   -3.34658E-002    8.93885E-003
   3.98107E+001    2.12500E-001   -1.98828E-002    1.38956E-002
   3.98107E+001    2.37500E-001   -9.75722E-003    1.39052E-002
   3.98107E+001    2.62500E-001   -3.09152E-003    1.14870E-002
   3.98107E+001    2.87500E-001    7.16010E-004    8.29959E-003
   3.98107E+001    3.12500E-001    2.45847E-003    5.29034E-003
   3.98107E+001    3.37500E-001    2.88460E-003    2.89280E-003
   3.98107E+001    3.62500E-001    2.59095E-003    1.21299E-003
   3.98107E+001    3.87500E-001    1.99549E-003    1.77860E-004
   3.98107E+001    4.12500E-001    1.35578E-003   -3.60760E-004
   3.98107E+001    4.37500E-001    8.05827E-004   -5.62040E-004
   3.98107E+001    4.62500E-001    3.95721E-004   -5.62816E-004
   3.98107E+001    4.87500E-001    1.25653E-004   -4.65130E-004
   3.98107E+001    5.12500E-001   -2.86822E-005   -3.36179E-004
   3.98107E+001    5.37500E-001   -9.93708E-005   -2.14365E-004
   3.98107E+001    5.62500E-001   -1.16722E-004   -1.17276E-004
   3.98107E+001    5.87500E-001   -1.04893E-004   -4.92290E-005
   3.98107E+001    6.12500E-001   -8.08145E-005   -7.28142E-006
   3.98107E+001    6.37500E-001   -5.49247E-005    1.45581E-005
   3.98107E+001    6.62500E-001   -3.26571E-005    2.27314E-005
   3.98107E+001    6.87500E-001   -1.60455E-005    2.27791E-005
   3.98107E+001    7.12500E-001   -5.10170E-006    1.88344E-005
   3.98107E+001    7.37500E-001    1.15576E-006    1.36203E-005
   3.98107E+001    7.62500E-001    4.02424E-006    8.69384E-006
   3.98107E+001    7.87500E-001    4.72954E-006    4.76863E-006
   3.98107E+001    8.12500E-001    4.24833E-006    2.02020E-006
   3.98107E+001    8.37500E-001    3.26446E-006    3.28839E-007
   3.98107E+001    8.62500E-001    2.19877E-006   -5.50272E-007
   3.98107E+001    8.87500E-001    1.27000E-006   -8.82291E-007
   3.98107E+001    9.12500E-001    5.60751E-007   -8.98314E-007
   3.98107E+001    9.37500E-001    7.50209E-008   -7.74812E-007
   3.98107E+001    9.62500E-001   -2.17922E-007   -6.32645E-007
   3.98107E+001    9.87500E-001   -3.53453E-007   -5.44700E-007
   3.98107E+001    1.00000E+000   -3.53453E-007   -5.44700E-007
   5.01187E+001    0.00000E+000    3.28453E-001   -3.03737E-001
   5.01187E+001    1.25000E-002    2.03453E-001   -3.03737E-001
   5.01187E+001    3.75000E-002    4.85956E-002   -2.40007E-001
   5.01187E+001    6.25000E-002   -3.10810E-002   -1.61055E-001
   5.01187E+001    8.75000E-002   -6.03084E-002   -9.18387E-002
   5.01187E+001    1.12500E-001   -6.07682E-002   -4.15136E-002
   5.01187E+001    1.37500E-001   -4.82241E-002   -1.02237E-002
   5.01187E+001    1.62500E-001   -3.24775E-002    5.96044E-003
   5.01187E+001    1.87500E-001   -1.85981E-002    1.19712E-002
   5.01187E+001    2.12500E-001   -8.46845E-003    1.21563E-002
   5.01187E+001    2.37500E-001   -2.14671E-003    9.68872E-003
   5.01187E+001    2.62500E-001    1.14011E-003    6.54870E-003
   5.01187E+001    2.87500E-001    2.37561E-003    3.76581E-003
   5.01187E+001    3.12500E-001    2.43150E-003    1.72706E-003
   5.01187E+001    3.37500E-001    1.94639E-003    4.49950E-004
   5.01187E+001    3.62500E-001    1.32035E-003   -2.17463E-004
   5.01187E+001    3.87500E-001    7.62426E-004   -4.71286E-004
   5.01187E+001    4.12500E-001    3.52128E-004   -4.86285E-004
   5.01187E+001    4.37500E-001    9.41543E-005   -3.90982E-004
   5.01187E+001    4.62500E-001   -4.13473E-005   -2.66187E-004
   5.01187E+001    4.87500E-001   -9.34679E-005   -1.54343E-004
   5.01187E+001    5.12500E-001   -9.72417E-005   -7.17777E-005
   5.01187E+001    5.37500E-001   -7.85317E-005   -1.96722E-005
   5.01187E+001    5.62500E-001   -5.36596E-005    7.83376E-006
   5.01187E+001    5.87500E-001   -3.12413E-005    1.85313E-005
   5.01187E+001    6.12500E-001   -1.46278E-005    1.94428E-005
   5.01187E+001    6.37500E-001   -4.10459E-006    1.57723E-005
   5.01187E+001    6.62500E-001    1.47805E-006    1.08160E-005
   5.01187E+001    6.87500E-001    3.67265E-006    6.32273E-006
   5.01187E+001    7.12500E-001    3.88672E-006    2.97988E-006
   5.01187E+001    7.37500E-001    3.16736E-006    8.54507E-007
   5.01187E+001    7.62500E-001    2.18033E-006   -2.78716E-007
   5.01187E+001    7.87500E-001    1.28061E-006   -7.28967E-007
   5.01187E+001    8.12500E-001    6.09229E-007   -7.78079E-007
   5.01187E+001    8.37500E-001    1.81577E-007   -6.36354E-007
   5.01187E+001    8.62500E-001   -4.67417E-008   -4.37752E-007
   5.01187E+001    8.87500E-001   -1.37939E-007   -2.53791E-007
   5.01187E+001    9.12500E-001   -1.49638E-007   -1.13038E-007
   5.01187E+001    9.37500E-001   -1.25928E-007   -1.91576E-008
   5.01187E+001    9.62500E-001   -9.62182E-008    3.52764E-008
   5.01187E+001    9.87500E-001   -7.75581E-008    5.95709E-008
   5.01187E+001    1.00000E+000   -7.75581E-008    5.95709E-008
   6.30957E+001    0.00000E+000    2.95705E-001   -2.67986E-001
   6.30957E+001    1.25000E-002    1.70705E-001   -2.67986E-001
   6.30957E+001    3.75000E-002    2.63845E-002   -2.00669E-001
   6.30957E+001    6.25000E-002   -3.88025E-002   -1.22947E-001
   6.30957E+001    8.75000E-002   -5.55056E-002   -6.05265E-002
   6.30957E+001    1.12500E-001   -4.83402E-002   -1.99949E-002
   6.30957E+001    1.37500E-001   -3.32899E-002    1.47383E-003
   6.30957E+001    1.62500E-001   -1.88208E-002    9.81474E-003
   6.30957E+001    1.87500E-001   -8.22208E-003    1.07337E-002
   6.30957E+001    2.12500E-001   -1.85620E-003    8.41032E-003
   6.30957E+001    2.37500E-001    1.19309E-003    5.35493E-003
   6.30957E+001    2.62500E-001    2.13066E-003    2.77004E-003
   6.30957E+001    2.87500E-001    1.97588E-003    1.02537E-003
   6.30957E+001    3.12500E-001    1.41674E-003    5.98867E-005
   6.30957E+001    3.37500E-001    8.33981E-004   -3.46911E-004
   6.30957E+001    3.62500E-001    3.88029E-004   -4.24830E-004
   6.30957E+001    3.87500E-001    1.09608E-004   -3.49731E-004
   6.30957E+001    4.12500E-001   -3.08966E-005   -2.31407E-004
   6.30957E+001    4.37500E-001   -8.01466E-005   -1.25267E-004
   6.30957E+001    4.62500E-001   -7.99977E-005   -5.07335E-005
   6.30957E+001    4.87500E-001   -5.98421E-005   -7.74663E-006
   6.30957E+001    5.12500E-001   -3.66317E-005    1.16416E-005
   6.30957E+001    5.37500E-001   -1.80120E-005    1.65842E-005
   6.30957E+001    5.62500E-001   -5.93239E-006    1.44238E-005
   6.30957E+001    5.87500E-001    4.59235E-007    9.92402E-006
   6.30957E+001    6.12500E-001    2.93734E-006    5.60530E-006
   6.30957E+001    6.37500E-001    3.20500E-006    2.44490E-006
   6.30957E+001    6.62500E-001    2.50853E-006    5.48400E-007
   6.30957E+001    6.87500E-001    1.59579E-006   -3.58871E-007
   6.30957E+001    7.12500E-001    8.24569E-007   -6.36845E-007
   6.30957E+001    7.37500E-001    3.04489E-007   -5.89652E-007
   6.30957E+001    7.62500E-001    1.69364E-008   -4.22384E-007
   6.30957E+001    7.87500E-001   -1.04049E-007   -2.48437E-007
   6.30957E+001    8.12500E-001   -1.27064E-007   -1.15523E-007
   6.30957E+001    8.37500E-001   -1.04523E-007   -3.27153E-008
   6.30957E+001    8.62500E-001   -6.90802E-008    8.87367E-009
   6.30957E+001    8.87500E-001   -3.71369E-008    2.32210E-008
   6.30957E+001    9.12500E-001   -1.43508E-008    2.29234E-008
   6.30957E+001    9.37500E-001   -6.04510E-010    1.69666E-008
   6.30957E+001    9.62500E-001    6.45103E-009    1.07714E-008
   6.30957E+001    9.87500E-001    9.25888E-009    7.12021E-009
   6.30957E+001    1.00000E+000    9.25888E-009    7.12021E-009
   7.94328E+001    0.00000E+000    2.66911E-001   -2.35832E-001
   7.94328E+001    1.25000E-002    1.41911E-001   -2.35832E-001
   7.94328E+001    3.75000E-002    8.99149E-003   -1.65379E-001
   7.94328E+001    6.25000E-002   -4.18251E-002   -9.04628E-002
   7.94328E+001    8.75000E-002   -4.77309E-002   -3.63105E-002
   7.94328E+001    1.12500E-001   -3.56103E-002   -5.85447E-003
   7.94328E+001    1.37500E-001   -2.05831E-002    6.92265E-003
   7.94328E+001    1.62500E-001   -8.99275E-003    9.48118E-003
   7.94328E+001    1.87500E-001   -2.10937E-003    7.57521E-003
   7.94328E+001    2.12500E-001    1.01327E-003    4.62203E-003
   7.94328E+001    2.37500E-001    1.84127E-003    2.17189E-003
   7.94328E+001    2.62500E-001    1.59103E-003    6.35861E-004
   7.94328E+001    2.87500E-001    1.02511E-003   -1.10294E-004
   7.94328E+001    3.12500E-001    5.13948E-004   -3.47528E-004
   7.94328E+001    3.37500E-001    1.75319E-004   -3.29610E-004
   7.94328E+001    3.62500E-001    3.25842E-007   -2.24654E-004
   7.94328E+001    3.87500E-001   -6.31366E-005   -1.19536E-004
   7.94328E+001    4.12500E-001   -6.72549E-005   -4.57622E-005
   7.94328E+001    4.37500E-001   -4.86544E-005   -5.37767E-006
   7.94328E+001    4.62500E-001   -2.73840E-005    1.08521E-005
   7.94328E+001    4.87500E-001   -1.15013E-005    1.34870E-005
   7.94328E+001    5.12500E-001   -2.31424E-006    1.04119E-005
   7.94328E+001    5.37500E-001    1.70376E-006    6.18800E-006
   7.94328E+001    5.62500E-001    2.64970E-006    2.80989E-006
   7.94328E+001    5.87500E-001    2.20065E-006    7.47251E-007
   7.94328E+001    6.12500E-001    1.38063E-006   -2.22869E-007
   7.94328E+001    6.37500E-001    6.71244E-007   -5.07570E-007
   7.94328E+001    6.62500E-001    2.13848E-007   -4.59029E-007
   7.94328E+001    6.87500E-001   -1.56600E-008   -3.04322E-007
   7.94328E+001    7.12500E-001   -9.40861E-008   -1.57389E-007
   7.94328E+001    7.37500E-001   -9.43755E-008   -5.71660E-008
   7.94328E+001    7.62500E-001   -6.62845E-008   -3.79599E-009
   7.94328E+001    7.87500E-001   -3.63090E-008    1.66667E-008
   7.94328E+001    8.12500E-001   -1.46077E-008    1.91037E-008
   7.94328E+001    8.37500E-001   -2.39063E-009    1.42885E-008
   7.94328E+001    8.62500E-001    2.73287E-009    8.28655E-009
   7.94328E+001    8.87500E-001    3.74247E-009    3.64131E-009
   7.94328E+001    9.12500E-001    2.94432E-009    8.54045E-010
   7.94328E+001    9.37500E-001    1.72217E-009   -4.71501E-010
   7.94328E+001    9.62500E-001    7.34109E-010   -9.42065E-010
   7.94328E+001    9.87500E-001    2.13737E-010   -1.04818E-009
   7.94328E+001    1.00000E+000    2.13737E-010   -1.04818E-009
   1.00000E+002    0.00000E+000    2.41701E-001   -2.06868E-001
   1.00000E+002    1.25000E-002    1.16701E-001   -2.06868E-001
   1.00000E+002    3.75000E-002   -4.00722E-003   -1.33930E-001
   1.00000E+002    6.25000E-002   -4.10090E-002   -6.34963E-002
   1.00000E+002    8.75000E-002   -3.83256E-002   -1.86936E-002
   1.00000E+002    1.12500E-001   -2.39586E-002    2.15570E-003
   1.00000E+002    1.37500E-001   -1.09391E-002    8.03081E-003
   1.00000E+002    1.62500E-001   -2.93872E-003    7.06901E-003
   1.00000E+002    1.87500E-001    6.43490E-004    4.27051E-003
   1.00000E+002    2.12500E-001    1.55663E-003    1.87420E-003
   1.00000E+002    2.37500E-001    1.29839E-003    4.50774E-004
   1.00000E+002    2.62500E-001    7.58416E-004   -1.61159E-004
   1.00000E+002    2.87500E-001    3.19168E-004   -2.99081E-004
   1.00000E+002    3.12500E-001    6.68470E-005   -2.37524E-004
   1.00000E+002    3.37500E-001   -3.70221E-005   -1.34187E-004
   1.00000E+002    3.62500E-001   -5.70245E-005   -5.39882E-005
