 Iter      Position             C_O2             C_OH             C_Na             C_Cl              Phi            C_H2O
    #            η            mol/L            mol/L            mol/L            mol/L            Volts            mol/L
    0       4.80000   1.60000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   5.34998400E+01
    0       4.86000   1.62000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   5.34998380E+01
    0       4.92000   1.64000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   5.34998360E+01
    0       4.98000   1.66000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   5.34998340E+01
    0       5.04000   1.68000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   5.34998320E+01
    0       5.10000   1.70000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   5.34998300E+01
    0       5.16000   1.72000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   5.34998280E+01
    0       5.22000   1.74000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   5.34998260E+01
    0       5.28000   1.76000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   5.34998240E+01
    0       5.34000   1.78000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   5.34998220E+01
    0       5.40000   1.80000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   5.34998200E+01
    0       5.46000   1.82000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   5.34998180E+01
    0       5.52000   1.84000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   5.34998160E+01
    0       5.58000   1.86000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   5.34998140E+01
    0       5.64000   1.88000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   5.34998120E+01
    0       5.70000   1.90000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   5.34998100E+01
    0       5.76000   1.92000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   5.34998080E+01
    0       5.82000   1.94000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   5.34998060E+01
    0       5.88000   1.96000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   5.34998040E+01
    0       5.94000   1.98000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   5.34998020E+01
    0       6.00000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   5.34998000E+01
    1       0.00000   0.00000000E+00   2.60647048E-03   1.00150789E+00   9.98901418E-01  -1.94670735E-01   5.34969842E+01
    1       0.06000  -3.64024217E-04   3.31126458E-04   1.00070249E+00   9.98818716E-01  -1.44691839E-01   5.34983626E+01
