        Time         Position             C_O2             C_OH             C_Na             C_Cl              Phi         Velocity               Xi             Zeta
       hours               cm          mol/cm3          mol/cm3          mol/cm3          mol/cm3            Volts             cm/s                                  
     0.55556   6.44380000E-03   1.99999499E-07   1.86878806E-09   1.00000066E-03   9.99998786E-04  -2.68995349E-05  -8.02694447E-02   2.05043979E+00   4.66274176E-01
     0.55556   6.57140000E-03   1.99999769E-07   1.45016778E-09   1.00000051E-03   9.99999058E-04  -2.63606458E-05  -8.34799078E-02   2.09104255E+00   4.75507328E-01
     0.55556   6.69900000E-03   1.99999898E-07   1.11467559E-09   1.00000039E-03   9.99999276E-04  -2.58195542E-05  -8.67533211E-02   2.13164532E+00   4.84740480E-01
     0.55556   6.82660000E-03   1.99999957E-07   8.48442634E-10   1.00000030E-03   9.99999449E-04  -2.52766275E-05  -9.00896846E-02   2.17224809E+00   4.93973632E-01
     0.55556   6.95420000E-03   1.99999983E-07   6.39305400E-10   1.00000022E-03   9.99999585E-04  -2.47321880E-05  -9.34889984E-02   2.21285086E+00   5.03206784E-01
     0.55556   7.08180000E-03   1.99999993E-07   4.76727873E-10   1.00000017E-03   9.99999690E-04  -2.41865149E-05  -9.69512625E-02   2.25345363E+00   5.12439936E-01
     0.55556   7.20940000E-03   1.99999998E-07   3.51697635E-10   1.00000012E-03   9.99999772E-04  -2.36398469E-05  -1.00476477E-01   2.29405640E+00   5.21673088E-01
     0.55556   7.33700000E-03   1.99999999E-07   2.56602798E-10   1.00000009E-03   9.99999833E-04  -2.30923859E-05  -1.04064641E-01   2.33465916E+00   5.30906240E-01
     0.55556   7.46460000E-03   2.00000000E-07   1.85096545E-10   1.00000006E-03   9.99999880E-04  -2.25442998E-05  -1.07715756E-01   2.37526193E+00   5.40139392E-01
     0.55556   7.59220000E-03   2.00000000E-07   1.31955525E-10   1.00000005E-03   9.99999914E-04  -2.19957272E-05  -1.11429821E-01   2.41586470E+00   5.49372544E-01
     0.55556   7.71980000E-03   2.00000000E-07   9.29376527E-11   1.00000003E-03   9.99999940E-04  -2.14467804E-05  -1.15206837E-01   2.45646747E+00   5.58605696E-01
     0.55556   7.84740000E-03   2.00000000E-07   6.46439771E-11   1.00000002E-03   9.99999958E-04  -2.08975494E-05  -1.19046802E-01   2.49707024E+00   5.67838849E-01
     0.55556   7.97500000E-03   2.00000000E-07   4.43883164E-11   1.00000002E-03   9.99999971E-04  -2.03481055E-05  -1.22949718E-01   2.53767300E+00   5.77072001E-01
     0.55556   8.10260000E-03   2.00000000E-07   3.00773644E-11   1.00000001E-03   9.99999980E-04  -1.97985041E-05  -1.26915584E-01   2.57827577E+00   5.86305153E-01
     0.55556   8.23020000E-03   2.00000000E-07   2.01030328E-11   1.00000001E-03   9.99999987E-04  -1.92487878E-05  -1.30944401E-01   2.61887854E+00   5.95538305E-01
     0.55556   8.35780000E-03   2.00000000E-07   1.32479244E-11   1.00000000E-03   9.99999991E-04  -1.86989888E-05  -1.35036167E-01   2.65948131E+00   6.04771457E-01
     0.55556   8.48540000E-03   2.00000000E-07   8.60410072E-12   1.00000000E-03   9.99999994E-04  -1.81491313E-05  -1.39190884E-01   2.70008408E+00   6.14004609E-01
     0.55556   8.61300000E-03   2.00000000E-07   5.50470645E-12   1.00000000E-03   9.99999996E-04  -1.75992328E-05  -1.43408551E-01   2.74068684E+00   6.23237761E-01
     0.55556   8.74060000E-03   2.00000000E-07   3.46757439E-12   1.00000000E-03   9.99999998E-04  -1.70493062E-05  -1.47689169E-01   2.78128961E+00   6.32470913E-01
     0.55556   8.86820000E-03   2.00000000E-07   2.14963144E-12   1.00000000E-03   9.99999999E-04  -1.64993605E-05  -1.52032736E-01   2.82189238E+00   6.41704065E-01
     0.55556   8.99580000E-03   2.00000000E-07   1.31076142E-12   1.00000000E-03   9.99999999E-04  -1.59494022E-05  -1.56439254E-01   2.86249515E+00   6.50937217E-01
     0.55556   9.12340000E-03   2.00000000E-07   7.85724203E-13   1.00000000E-03   9.99999999E-04  -1.53994355E-05  -1.60908722E-01   2.90309792E+00   6.60170369E-01
     0.55556   9.25100000E-03   2.00000000E-07   4.62763131E-13   1.00000000E-03   1.00000000E-03  -1.48494635E-05  -1.65441141E-01   2.94370068E+00   6.69403521E-01
     0.55556   9.37860000E-03   2.00000000E-07   2.67629503E-13   1.00000000E-03   1.00000000E-03  -1.42994880E-05  -1.70036509E-01   2.98430345E+00   6.78636673E-01
     0.55556   9.50620000E-03   2.00000000E-07   1.51889826E-13   1.00000000E-03   1.00000000E-03  -1.37495105E-05  -1.74694828E-01   3.02490622E+00   6.87869825E-01
     0.55556   9.63380000E-03   2.00000000E-07   8.45401788E-14   1.00000000E-03   1.00000000E-03  -1.31995317E-05  -1.79416097E-01   3.06550899E+00   6.97102977E-01
     0.55556   9.76140000E-03   2.00000000E-07   4.61152159E-14   1.00000000E-03   1.00000000E-03  -1.26495522E-05  -1.84200317E-01   3.10611176E+00   7.06336129E-01
     0.55556   9.88900000E-03   2.00000000E-07   2.46356591E-14   1.00000000E-03   1.00000000E-03  -1.20995722E-05  -1.89047487E-01   3.14671452E+00   7.15569281E-01
     0.55556   1.00166000E-02   2.00000000E-07   1.28795135E-14   1.00000000E-03   1.00000000E-03  -1.15495919E-05  -1.93957606E-01   3.18731729E+00   7.24802433E-01
     0.55556   1.01442000E-02   2.00000000E-07   6.58429741E-15   1.00000000E-03   1.00000000E-03  -1.09996115E-05  -1.98930677E-01   3.22792006E+00   7.34035585E-01
     0.55556   1.02718000E-02   2.00000000E-07   3.28878074E-15   1.00000000E-03   1.00000000E-03  -1.04496310E-05  -2.03966697E-01   3.26852283E+00   7.43268737E-01
     0.55556   1.03994000E-02   2.00000000E-07   1.60360148E-15   1.00000000E-03   1.00000000E-03  -9.89965044E-06  -2.09065668E-01   3.30912560E+00   7.52501889E-01
     0.55556   1.05270000E-02   2.00000000E-07   7.62592407E-16   1.00000000E-03   1.00000000E-03  -9.34966988E-06  -2.14227589E-01   3.34972836E+00   7.61735041E-01
     0.55556   1.06546000E-02   2.00000000E-07   3.53343627E-16   1.00000000E-03   1.00000000E-03  -8.79968931E-06  -2.19452460E-01   3.39033113E+00   7.70968193E-01
     0.55556   1.07822000E-02   2.00000000E-07   1.59352364E-16   1.00000000E-03   1.00000000E-03  -8.24970873E-06  -2.24740281E-01   3.43093390E+00   7.80201345E-01
     0.55556   1.09098000E-02   2.00000000E-07   6.98706353E-17   1.00000000E-03   1.00000000E-03  -7.69972815E-06  -2.30091053E-01   3.47153667E+00   7.89434497E-01
     0.55556   1.10374000E-02   2.00000000E-07   2.97503428E-17   1.00000000E-03   1.00000000E-03  -7.14974757E-06  -2.35504775E-01   3.51213944E+00   7.98667649E-01
     0.55556   1.11650000E-02   2.00000000E-07   1.22857226E-17   1.00000000E-03   1.00000000E-03  -6.59976699E-06  -2.40981447E-01   3.55274220E+00   8.07900801E-01
     0.55556   1.12926000E-02   2.00000000E-07   4.91395631E-18   1.00000000E-03   1.00000000E-03  -6.04978640E-06  -2.46521070E-01   3.59334497E+00   8.17133953E-01
     0.55556   1.14202000E-02   2.00000000E-07   1.90085616E-18   1.00000000E-03   1.00000000E-03  -5.49980582E-06  -2.52123643E-01   3.63394774E+00   8.26367105E-01
     0.55556   1.15478000E-02   2.00000000E-07   7.10017233E-19   1.00000000E-03   1.00000000E-03  -4.94982524E-06  -2.57789166E-01   3.67455051E+00   8.35600257E-01
     0.55556   1.16754000E-02   2.00000000E-07   2.55648939E-19   1.00000000E-03   1.00000000E-03  -4.39984466E-06  -2.63517639E-01   3.71515328E+00   8.44833409E-01
     0.55556   1.18030000E-02   2.00000000E-07   8.85627175E-20   1.00000000E-03   1.00000000E-03  -3.84986408E-06  -2.69309062E-01   3.75575604E+00   8.54066561E-01
     0.55556   1.19306000E-02   2.00000000E-07   2.94542606E-20   1.00000000E-03   1.00000000E-03  -3.29988349E-06  -2.75163436E-01   3.79635881E+00   8.63299713E-01
     0.55556   1.20582000E-02   2.00000000E-07   9.37897753E-21   1.00000000E-03   1.00000000E-03  -2.74990291E-06  -2.81080760E-01   3.83696158E+00   8.72532865E-01
     0.55556   1.21858000E-02   2.00000000E-07   2.84735409E-21   1.00000000E-03   1.00000000E-03  -2.19992233E-06  -2.87061035E-01   3.87756435E+00   8.81766017E-01
     0.55556   1.23134000E-02   2.00000000E-07   8.16505451E-22   1.00000000E-03   1.00000000E-03  -1.64994175E-06  -2.93104259E-01   3.91816712E+00   8.90999169E-01
     0.55556   1.24410000E-02   2.00000000E-07   2.14679871E-22   1.00000000E-03   1.00000000E-03  -1.09996116E-06  -2.99210434E-01   3.95876989E+00   9.00232321E-01
     0.55556   1.25686000E-02   2.00000000E-07   4.52024330E-23   1.00000000E-03   1.00000000E-03  -5.49980582E-07  -3.05379559E-01   3.99937265E+00   9.09465473E-01
     0.55556   1.26962000E-02   2.00000000E-07  -1.15003658E-42   1.00000000E-03   1.00000000E-03   0.00000000E+00  -3.11611634E-01   4.03997542E+00   9.18698625E-01
     0.55556   1.27600000E-02   2.00000000E-07  -5.68815580E-24   1.00001102E-03   9.99988979E-04  -8.00640415E-09  -3.14751278E-01   4.06027681E+00   9.23315201E-01
