State         Time     Position         c_LiPF6            Φ_2
  CDR        hours           um          mol/mL               V
  D        0.00528      0.52500    1.00000E-003    1.52774E-002
  D        0.00528      0.57500    1.00000E-003    1.37262E-002
  D        0.00528      0.62500    1.00000E-003    1.21749E-002
  D        0.00528      0.67500    1.00000E-003    1.06237E-002
  D        0.00528      0.72500    1.00000E-003    9.07242E-003
  D        0.00528      0.77500    1.00000E-003    7.52117E-003
  D        0.00528      0.82500    1.00000E-003    5.96993E-003
  D        0.00528      0.87500    1.00000E-003    4.41868E-003
  D        0.00528      0.92500    9.99975E-004    2.86717E-003
  D        0.00528      0.97500    9.97819E-004    1.29377E-003
  D        0.00528      1.00000    9.47546E-004    0.00000E+000
  D        0.00556      0.00000    1.05437E-003    3.20817E-002
  D        0.00556      0.02500    1.00229E-003    3.08133E-002
  D        0.00556      0.07500    1.00003E-003    2.92401E-002
  D        0.00556      0.12500    1.00000E-003    2.76886E-002
  D        0.00556      0.17500    1.00000E-003    2.61374E-002
  D        0.00556      0.22500    1.00000E-003    2.45861E-002
  D        0.00556      0.27500    1.00000E-003    2.30349E-002
  D        0.00556      0.32500    1.00000E-003    2.14836E-002
  D        0.00556      0.37500    1.00000E-003    1.99324E-002
  D        0.00556      0.42500    1.00000E-003    1.83811E-002
  D        0.00556      0.47500    1.00000E-003    1.68299E-002
  D        0.00556      0.52500    1.00000E-003    1.52786E-002
  D        0.00556      0.57500    1.00000E-003    1.37274E-002
  D        0.00556      0.62500    1.00000E-003    1.21761E-002
  D        0.00556      0.67500    1.00000E-003    1.06249E-002
  D        0.00556      0.72500    1.00000E-003    9.07365E-003
  D        0.00556      0.77500    1.00000E-003    7.52240E-003
  D        0.00556      0.82500    1.00000E-003    5.97115E-003
  D        0.00556      0.87500    1.00000E-003    4.41990E-003
  D        0.00556      0.92500    9.99973E-004    2.86837E-003
  D        0.00556      0.97500    9.97706E-004    1.29383E-003
  D        0.00556      1.00000    9.47436E-004    0.00000E+000
  D        0.00583      0.00000    1.05449E-003    3.20839E-002
  D        0.00583      0.02500    1.00241E-003    3.08156E-002
  D        0.00583      0.07500    1.00003E-003    2.92414E-002
  D        0.00583      0.12500    1.00000E-003    2.76899E-002
  D        0.00583      0.17500    1.00000E-003    2.61386E-002
  D        0.00583      0.22500    1.00000E-003    2.45874E-002
  D        0.00583      0.27500    1.00000E-003    2.30361E-002
  D        0.00583      0.32500    1.00000E-003    2.14849E-002
  D        0.00583      0.37500    1.00000E-003    1.99336E-002
  D        0.00583      0.42500    1.00000E-003    1.83824E-002
  D        0.00583      0.47500    1.00000E-003    1.68311E-002
  D        0.00583      0.52500    1.00000E-003    1.52799E-002
  D        0.00583      0.57500    1.00000E-003    1.37286E-002
