State         Time     Position         c_LiPF6        velocity            Φ_2         Density        ω_LiPF6
  CDR        hours           um          mol/mL            cm/s               V            g/mL               -
  D        0.00000      0.00000    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.01250    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.03750    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.06250    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.08750    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.11250    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.13750    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.16250    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.18750    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.21250    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.23750    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.26250    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.28750    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.31250    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.33750    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.36250    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.38750    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.41250    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.43750    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.46250    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.48750    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.51250    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.53750    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.56250    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.58750    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.61250    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.63750    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.66250    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.68750    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.71250    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.73750    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.76250    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.78750    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.81250    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.83750    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.86250    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.88750    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.91250    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.93750    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.96250    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      0.98750    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00000      1.00000    2.50000E-003    0.00000E+000    0.00000E+000    1.61075E+000    2.35767E-001
  D        0.00028      0.00000    2.53931E-003    1.33985E-008    6.79787E-002    1.61434E+000    2.38943E-001
  D        0.00028      0.01250    2.50016E-003   -2.19519E-007    7.03046E-002    1.61077E+000    2.35781E-001
  D        0.00028      0.03750    2.50000E-003   -2.20008E-007    6.84553E-002    1.61075E+000    2.35768E-001
  D        0.00028      0.06250    2.50000E-003   -2.20009E-007    6.65923E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.08750    2.50000E-003   -2.20009E-007    6.47292E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.11250    2.50000E-003   -2.20009E-007    6.28662E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.13750    2.50000E-003   -2.20009E-007    6.10032E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.16250    2.50000E-003   -2.20009E-007    5.91402E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.18750    2.50000E-003   -2.20009E-007    5.72771E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.21250    2.50000E-003   -2.20009E-007    5.54141E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.23750    2.50000E-003   -2.20009E-007    5.35511E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.26250    2.50000E-003   -2.20009E-007    5.16881E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.28750    2.50000E-003   -2.20009E-007    4.98250E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.31250    2.50000E-003   -2.20009E-007    4.79620E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.33750    2.50000E-003   -2.20009E-007    4.60990E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.36250    2.50000E-003   -2.20009E-007    4.42360E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.38750    2.50000E-003   -2.20009E-007    4.23730E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.41250    2.50000E-003   -2.20009E-007    4.05099E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.43750    2.50000E-003   -2.20009E-007    3.86469E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.46250    2.50000E-003   -2.20009E-007    3.67839E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.48750    2.50000E-003   -2.20009E-007    3.49209E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.51250    2.50000E-003   -2.20009E-007    3.30578E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.53750    2.50000E-003   -2.20009E-007    3.11948E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.56250    2.50000E-003   -2.20009E-007    2.93318E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.58750    2.50000E-003   -2.20009E-007    2.74688E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.61250    2.50000E-003   -2.20009E-007    2.56057E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.63750    2.50000E-003   -2.20009E-007    2.37427E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.66250    2.50000E-003   -2.20009E-007    2.18797E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.68750    2.50000E-003   -2.20009E-007    2.00167E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.71250    2.50000E-003   -2.20009E-007    1.81537E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.73750    2.50000E-003   -2.20009E-007    1.62906E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.76250    2.50000E-003   -2.20009E-007    1.44276E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.78750    2.50000E-003   -2.20009E-007    1.25646E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.81250    2.50000E-003   -2.20009E-007    1.07016E-002    1.61075E+000    2.35767E-001
  D        0.00028      0.83750    2.50000E-003   -2.20009E-007    8.83853E-003    1.61075E+000    2.35767E-001
  D        0.00028      0.86250    2.50000E-003   -2.20009E-007    6.97551E-003    1.61075E+000    2.35767E-001
  D        0.00028      0.88750    2.50000E-003   -2.20009E-007    5.11249E-003    1.61075E+000    2.35767E-001
  D        0.00028      0.91250    2.50000E-003   -2.20009E-007    3.24946E-003    1.61075E+000    2.35767E-001
  D        0.00028      0.93750    2.50000E-003   -2.20008E-007    1.38644E-003    1.61075E+000    2.35767E-001
  D        0.00028      0.96250    2.50000E-003   -2.19519E-007   -4.76553E-004    1.61075E+000    2.35767E-001
  D        0.00028      0.98750    2.49984E-003    1.33985E-008   -2.32591E-003    1.61073E+000    2.35754E-001
  D        0.00028      1.00000    2.46069E-003    1.33985E-008    0.00000E+000    1.60716E+000    2.32578E-001
  D        0.00056      0.00000    2.54055E-003    1.33678E-008    6.78747E-002    1.61445E+000    2.39043E-001
  D        0.00056      0.01250    2.50033E-003   -2.19035E-007    7.02785E-002    1.61078E+000    2.35794E-001
  D        0.00056      0.03750    2.50000E-003   -2.20006E-007    6.84423E-002    1.61075E+000    2.35768E-001
  D        0.00056      0.06250    2.50000E-003   -2.20009E-007    6.65793E-002    1.61075E+000    2.35767E-001
  D        0.00056      0.08750    2.50000E-003   -2.20009E-007    6.47163E-002    1.61075E+000    2.35767E-001
  D        0.00056      0.11250    2.50000E-003   -2.20009E-007    6.28533E-002    1.61075E+000    2.35767E-001
  D        0.00056      0.13750    2.50000E-003   -2.20009E-007    6.09903E-002    1.61075E+000    2.35767E-001
  D        0.00056      0.16250    2.50000E-003   -2.20009E-007    5.91273E-002    1.61075E+000    2.35767E-001
  D        0.00056      0.18750    2.50000E-003   -2.20009E-007    5.72642E-002    1.61075E+000    2.35767E-001
  D        0.00056      0.21250    2.50000E-003   -2.20009E-007    5.54012E-002    1.61075E+000    2.35767E-001
  D        0.00056      0.23750    2.50000E-003   -2.20009E-007    5.35382E-002    1.61075E+000    2.35767E-001
  D        0.00056      0.26250    2.50000E-003   -2.20009E-007    5.16752E-002    1.61075E+000    2.35767E-001
  D        0.00056      0.28750    2.50000E-003   -2.20009E-007    4.98121E-002    1.61075E+000    2.35767E-001
  D        0.00056      0.31250    2.50000E-003   -2.20009E-007    4.79491E-002    1.61075E+000    2.35767E-001
  D        0.00056      0.33750    2.50000E-003   -2.20009E-007    4.60861E-002    1.61075E+000    2.35767E-001
  D        0.00056      0.36250    2.50000E-003   -2.20009E-007    4.42231E-002    1.61075E+000    2.35767E-001
  D        0.00056      0.38750    2.50000E-003   -2.20009E-007    4.23600E-002    1.61075E+000    2.35767E-001
  D        0.00056      0.41250    2.50000E-003   -2.20009E-007    4.04970E-002    1.61075E+000    2.35767E-001
  D        0.00056      0.43750    2.50000E-003   -2.20009E-007    3.86340E-002    1.61075E+000    2.35767E-001
