State         Time     Position         ω_e        velocity            Φ_2          Peclet          flux_e          flux_0          flux_+          flux_-             i_2
  CDR        hours           um            -            cm/s            Φ_2               -       mol/cm2/s       mol/cm2/s       mol/cm2/s       mol/cm2/s         A/cm2/s
  D        0.00000      0.00000      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-07     1.10000E-07     3.30000E-07    -7.70000E-07     1.06134E-01
  D        0.00000      0.02500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-07     1.10000E-07     3.30000E-07    -7.70000E-07     1.06134E-01
  D        0.00000      0.07500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-07     1.10000E-07     3.30000E-07    -7.70000E-07     1.06134E-01
  D        0.00000      0.12500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-07     1.10000E-07     3.30000E-07    -7.70000E-07     1.06134E-01
  D        0.00000      0.17500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-07     1.10000E-07     3.30000E-07    -7.70000E-07     1.06134E-01
  D        0.00000      0.22500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-07     1.10000E-07     3.30000E-07    -7.70000E-07     1.06134E-01
  D        0.00000      0.27500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-07     1.10000E-07     3.30000E-07    -7.70000E-07     1.06134E-01
  D        0.00000      0.32500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-07     1.10000E-07     3.30000E-07    -7.70000E-07     1.06134E-01
  D        0.00000      0.37500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-07     1.10000E-07     3.30000E-07    -7.70000E-07     1.06134E-01
  D        0.00000      0.42500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-07     1.10000E-07     3.30000E-07    -7.70000E-07     1.06134E-01
  D        0.00000      0.47500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-07     1.10000E-07     3.30000E-07    -7.70000E-07     1.06134E-01
  D        0.00000      0.52500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-07     1.10000E-07     3.30000E-07    -7.70000E-07     1.06134E-01
  D        0.00000      0.57500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-07     1.10000E-07     3.30000E-07    -7.70000E-07     1.06134E-01
  D        0.00000      0.62500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-07     1.10000E-07     3.30000E-07    -7.70000E-07     1.06134E-01
  D        0.00000      0.67500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-07     1.10000E-07     3.30000E-07    -7.70000E-07     1.06134E-01
  D        0.00000      0.72500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-07     1.10000E-07     3.30000E-07    -7.70000E-07     1.06134E-01
  D        0.00000      0.77500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-07     1.10000E-07     3.30000E-07    -7.70000E-07     1.06134E-01
  D        0.00000      0.82500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-07     1.10000E-07     3.30000E-07    -7.70000E-07     1.06134E-01
  D        0.00000      0.87500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-07     1.10000E-07     3.30000E-07    -7.70000E-07     1.06134E-01
  D        0.00000      0.92500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-07     1.10000E-07     3.30000E-07    -7.70000E-07     1.06134E-01
  D        0.00000      0.97500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-07     1.10000E-07     3.30000E-07    -7.70000E-07     1.06134E-01
  D        0.00000      1.00000      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-07     1.10000E-07     3.30000E-07    -7.70000E-07     1.06134E-01
  D        0.00028      0.00000      0.41376     5.50000E-07     0.00000E+00     0.00000E+00     1.10757E-06    -3.78341E-09     1.10757E-06     7.56682E-09     1.06134E-01
  D        0.00028      0.02500      0.40001     9.42745E-07     0.00000E+00     0.00000E+00     7.07262E-07     3.92741E-07     7.07262E-07    -3.92738E-07     1.06133E-01
  D        0.00028      0.07500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00028      0.12500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00028      0.17500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00028      0.22500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00028      0.27500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00028      0.32500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00028      0.37500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00028      0.42500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00028      0.47500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00028      0.52500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00028      0.57500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00028      0.62500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00028      0.67500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00028      0.72500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00028      0.77500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00028      0.82500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00028      0.87500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00028      0.92500      0.40000     9.42745E-07     0.00000E+00     0.00000E+00     7.07255E-07     3.92745E-07     7.07255E-07    -3.92745E-07     1.06134E-01
  D        0.00028      0.97500      0.39999     5.50000E-07     0.00000E+00     0.00000E+00     1.10000E-06     2.16010E-12     1.10000E-06    -4.32019E-12     1.06134E-01
  D        0.00028      1.00000      0.38624     5.50000E-07     0.00000E+00     0.00000E+00     1.09243E-06     3.78341E-09     1.09243E-06    -7.56682E-09     1.06134E-01
  D        0.00056      0.00000      0.41358     5.50000E-07     0.00000E+00     0.00000E+00     1.10000E-06    -2.24993E-22     1.10000E-06     2.91168E-22     1.06134E-01
  D        0.00056      0.02500      0.40002     9.42622E-07     0.00000E+00     0.00000E+00     7.07378E-07     3.92622E-07     7.07378E-07    -3.92622E-07     1.06134E-01
  D        0.00056      0.07500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00056      0.12500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00056      0.17500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06133E-01
  D        0.00056      0.22500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00056      0.27500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00056      0.32500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00056      0.37500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00056      0.42500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00056      0.47500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00056      0.52500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00056      0.57500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00056      0.62500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00056      0.67500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00056      0.72500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00056      0.77500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00056      0.82500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00056      0.87500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00056      0.92500      0.40000     9.42633E-07     0.00000E+00     0.00000E+00     7.07367E-07     3.92633E-07     7.07367E-07    -3.92633E-07     1.06133E-01
  D        0.00056      0.97500      0.39998     5.50000E-07     0.00000E+00     0.00000E+00     1.10000E-06    -5.69100E-22     1.10000E-06     1.24408E-21     1.06133E-01
  D        0.00056      1.00000      0.38623     5.50000E-07     0.00000E+00     0.00000E+00     1.09244E-06     3.78131E-09     1.09244E-06    -7.56262E-09     1.06134E-01
  D        0.00083      0.00000      0.41359     5.50000E-07     0.00000E+00     0.00000E+00     1.10000E-06    -1.72054E-22     1.10000E-06     5.82335E-22     1.06133E-01
  D        0.00083      0.02500      0.40002     9.42505E-07     0.00000E+00     0.00000E+00     7.07495E-07     3.92505E-07     7.07495E-07    -3.92505E-07     1.06134E-01
  D        0.00083      0.07500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00083      0.12500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06133E-01
  D        0.00083      0.17500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06133E-01
  D        0.00083      0.22500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00083      0.27500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00083      0.32500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00083      0.37500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00083      0.42500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00083      0.47500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00083      0.52500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00083      0.57500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00083      0.62500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00083      0.67500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00083      0.72500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00083      0.77500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00083      0.82500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06133E-01
  D        0.00083      0.87500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00083      0.92500      0.40000     9.42521E-07     0.00000E+00     0.00000E+00     7.07479E-07     3.92521E-07     7.07479E-07    -3.92521E-07     1.06134E-01
  D        0.00083      0.97500      0.39998     5.50000E-07     0.00000E+00     0.00000E+00     1.10000E-06    -9.26442E-23     1.10000E-06     5.02926E-22     1.06134E-01
  D        0.00083      1.00000      0.38623     5.50000E-07     0.00000E+00     0.00000E+00     1.09244E-06     3.78134E-09     1.09244E-06    -7.56268E-09     1.06134E-01
  D        0.00111      0.00000      0.41359     5.50000E-07     0.00000E+00     0.00000E+00     1.10000E-06     9.26442E-23     1.10000E-06    -7.94093E-23     1.06133E-01
  D        0.00111      0.02500      0.40003     9.42388E-07     0.00000E+00     0.00000E+00     7.07612E-07     3.92388E-07     7.07612E-07    -3.92388E-07     1.06134E-01
  D        0.00111      0.07500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00111      0.12500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00111      0.17500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06133E-01
  D        0.00111      0.22500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00111      0.27500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00111      0.32500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00111      0.37500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00111      0.42500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00111      0.47500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00111      0.52500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00111      0.57500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00111      0.62500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00111      0.67500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00111      0.72500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00111      0.77500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00111      0.82500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06133E-01
  D        0.00111      0.87500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00111      0.92500      0.40000     9.42409E-07     0.00000E+00     0.00000E+00     7.07591E-07     3.92409E-07     7.07591E-07    -3.92409E-07     1.06133E-01
  D        0.00111      0.97500      0.39997     5.50000E-07     0.00000E+00     0.00000E+00     1.10000E-06     1.72054E-22     1.10000E-06     0.00000E+00     1.06134E-01
  D        0.00111      1.00000      0.38622     5.50000E-07     0.00000E+00     0.00000E+00     1.09244E-06     3.78137E-09     1.09244E-06    -7.56274E-09     1.06134E-01
  D        0.00139      0.00000      0.41360     5.50000E-07     0.00000E+00     0.00000E+00     1.10000E-06     5.95570E-22     1.10000E-06    -1.08526E-21     1.06133E-01
  D        0.00139      0.02500      0.40004     9.42271E-07     0.00000E+00     0.00000E+00     7.07729E-07     3.92271E-07     7.07729E-07    -3.92271E-07     1.06134E-01
  D        0.00139      0.07500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00139      0.12500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00139      0.17500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00139      0.22500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06133E-01
  D        0.00139      0.27500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00139      0.32500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00139      0.37500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00139      0.42500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00139      0.47500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00139      0.52500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00139      0.57500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00139      0.62500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00139      0.67500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00139      0.72500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06133E-01
  D        0.00139      0.77500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00139      0.82500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00139      0.87500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00139      0.92500      0.40000     9.42297E-07     0.00000E+00     0.00000E+00     7.07703E-07     3.92297E-07     7.07703E-07    -3.92297E-07     1.06134E-01
  D        0.00139      0.97500      0.39996     5.50000E-07     0.00000E+00     0.00000E+00     1.10000E-06     9.26442E-23     1.10000E-06    -5.55865E-22     1.06134E-01
  D        0.00139      1.00000      0.38621     5.50000E-07     0.00000E+00     0.00000E+00     1.09244E-06     3.78140E-09     1.09244E-06    -7.56280E-09     1.06133E-01
  D        0.00167      0.00000      0.41361     5.50000E-07     0.00000E+00     0.00000E+00     1.10000E-06    -6.74979E-22     1.10000E-06     1.66760E-21     1.06133E-01
  D        0.00167      0.02500      0.40005     9.42153E-07     0.00000E+00     0.00000E+00     7.07847E-07     3.92153E-07     7.07847E-07    -3.92153E-07     1.06134E-01
  D        0.00167      0.07500      0.40000     9.42856E-07     0.00000E+00     0.00000E+00     7.07144E-07     3.92856E-07     7.07144E-07    -3.92856E-07     1.06134E-01
  D        0.00167      0.12500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00167      0.17500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00167      0.22500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00167      0.27500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00167      0.32500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00167      0.37500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00167      0.42500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00167      0.47500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00167      0.52500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00167      0.57500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00167      0.62500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00167      0.67500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00167      0.72500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06133E-01
  D        0.00167      0.77500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00167      0.82500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06133E-01
  D        0.00167      0.87500      0.40000     9.42856E-07     0.00000E+00     0.00000E+00     7.07144E-07     3.92856E-07     7.07144E-07    -3.92856E-07     1.06133E-01
  D        0.00167      0.92500      0.40000     9.42185E-07     0.00000E+00     0.00000E+00     7.07815E-07     3.92185E-07     7.07815E-07    -3.92185E-07     1.06134E-01
  D        0.00167      0.97500      0.39995     5.50000E-07     0.00000E+00     0.00000E+00     1.10000E-06     1.36319E-21     1.10000E-06    -2.06464E-21     1.06134E-01
  D        0.00167      1.00000      0.38620     5.50000E-07     0.00000E+00     0.00000E+00     1.09244E-06     3.78143E-09     1.09244E-06    -7.56286E-09     1.06133E-01
  D        0.00194      0.00000      0.41362     5.50000E-07     0.00000E+00     0.00000E+00     1.10000E-06    -9.26442E-23     1.10000E-06     3.97047E-22     1.06133E-01
  D        0.00194      0.02500      0.40005     9.42036E-07     0.00000E+00     0.00000E+00     7.07964E-07     3.92036E-07     7.07964E-07    -3.92036E-07     1.06134E-01
  D        0.00194      0.07500      0.40000     9.42856E-07     0.00000E+00     0.00000E+00     7.07144E-07     3.92856E-07     7.07144E-07    -3.92856E-07     1.06134E-01
  D        0.00194      0.12500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00194      0.17500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06133E-01
  D        0.00194      0.22500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06134E-01
  D        0.00194      0.27500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06133E-01
  D        0.00194      0.32500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06133E-01
  D        0.00194      0.37500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06133E-01
  D        0.00194      0.42500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06133E-01
  D        0.00194      0.47500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06133E-01
  D        0.00194      0.52500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06133E-01
  D        0.00194      0.57500      0.40000     9.42857E-07     0.00000E+00     0.00000E+00     7.07143E-07     3.92857E-07     7.07143E-07    -3.92857E-07     1.06133E-01
