        Time         Position             x_Li            x_BMP           x_TFSI          Flux_Li         Flux_BMP        Flux_TFSI              Phi
       hours               ξ                                                                                                                  Volts
     0.00000   0.00000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.66666667E-02   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.33333333E-02   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   8.00000000E-02   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.06666667E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.33333333E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.60000000E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.86666667E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.13333333E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.40000000E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.66666667E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.93333333E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.20000000E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.46666667E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.73333333E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.00000000E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.26666667E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.53333333E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.80000000E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.06666667E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.33333333E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.60000000E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.86666667E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.13333333E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.40000000E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.66666667E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.93333333E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   7.20000000E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   7.46666667E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   7.73333333E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   8.00000000E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   8.26666667E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   8.53333333E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   8.80000000E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   9.06666667E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   9.33333333E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   9.60000000E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   9.86666667E-01   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.01333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.04000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.06666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.09333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.12000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.14666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.17333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.20000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.22666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.25333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.28000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.30666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.33333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.36000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.38666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.41333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.44000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.46666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.49333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.52000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.54666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.57333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.60000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.62666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.65333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.68000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.70666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.73333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.76000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.78666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.81333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.84000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.86666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.89333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.92000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.94666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.97333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.00000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.02666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
