        Time         Position             x_Li            x_BMP           x_TFSI          Flux_Li         Flux_BMP        Flux_TFSI              Phi
       hours               ξ                                                                                                                  Volts
     0.00000   2.05333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.08000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.10666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.13333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.16000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.18666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.21333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.24000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.26666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.29333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.32000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.34666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.37333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.40000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.42666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.45333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.48000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.50666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.53333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.56000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.58666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.61333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.64000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.66666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.69333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.72000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.74666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.77333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.80000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.82666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.85333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.88000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.90666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.93333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.96000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.98666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.01333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.04000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.06666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.09333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.12000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.14666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.17333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.20000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.22666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.25333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.28000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.30666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.33333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.36000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.38666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.41333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.44000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.46666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.49333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.52000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.54666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.57333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.60000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.62666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.65333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.68000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.70666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.73333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.76000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.78666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.81333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.84000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.86666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.89333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.92000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.94666667E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.97333333E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.00000000E+00   1.00000000E-01   4.00000000E-01   5.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00278   0.00000000E+00   1.00000000E-02  -3.69578153E+00  -3.68578153E+00  -4.37651240E+18   0.00000000E+00   0.00000000E+00  -9.49525947E+31
     0.00278   2.66666667E-02   8.82413824E+16   2.03775704E+17   2.60567131E+17  -2.09442770E+35  -1.01626408E+36  -1.28853689E+36  -5.61640045E+31
     0.00278   5.33333333E-02   1.85301446E+00  -1.35301446E+00   5.00000000E-01  -3.09292611E+18   1.40772471E-01   2.39066575E-01   6.02017660E+31
     0.00278   8.00000000E-02   3.13000174E+17   4.18834765E+17  -5.08906758E+17  -1.44086238E+35  -6.28267920E+35  -6.95767779E+35  -5.61640045E+31
     0.00278   1.06666667E-01  -1.32715792E-01   6.32715792E-01   5.00000000E-01  -7.52029919E+16   8.29270421E-02   2.76675490E-02  -2.21027934E+32
     0.00278   1.33333333E-01  -4.17673681E+17  -4.40789814E+17  -2.56845916E+16  -6.44574977E+34  -2.57505472E+35  -3.21111109E+35  -5.61640045E+31
     0.00278   1.60000000E-01  -1.67025172E-01   6.67025172E-01   5.00000000E-01  -1.14348420E+17   8.91289663E-02   2.80152658E-02  -2.40514262E+32
     0.00278   1.86666667E-01  -3.29132209E+17   1.22638647E+18  -4.06555419E+17   6.87827216E+34   2.73995071E+35   3.43218935E+35  -5.61640045E+31
     0.00278   2.13333333E-01   2.10948353E-01   2.89051647E-01   5.00000000E-01  -2.44258701E+17  -6.12014330E-02   2.83093137E-02  -3.14351009E+32
     0.00278   2.40000000E-01  -4.83655374E+17   5.45114775E+17  -1.10426152E+17   3.07506683E+34   1.23256203E+35   1.53852218E+35  -5.61640045E+31
     0.00278   2.66666667E-01   2.12154416E-01   2.87845584E-01   5.00000000E-01  -2.87079936E+17  -7.74304961E-02   2.84146385E-02  -3.38554014E+32
     0.00278   2.93333333E-01  -5.25285633E+17   4.65761922E+17  -4.05609839E+16   6.38198695E+33   2.55076654E+34   3.19181745E+34  -5.61640045E+31
     0.00278   3.20000000E-01   1.29960879E-01   3.70039121E-01   5.00000000E-01  -2.98758229E+17  -2.39823941E-02   2.84380241E-02  -3.45304865E+32
     0.00278   3.46666667E-01  -4.95724011E+17   5.27407497E+17   6.78697760E+16   2.70408465E+33   1.08163346E+34   1.35204258E+34  -5.61640045E+31
     0.00278   3.73333333E-01   3.69009299E-02   4.63099070E-01   5.00000000E-01  -3.00658199E+17   4.04092719E-02   2.84425770E-02  -3.46379269E+32
     0.00278   4.00000000E-01  -1.93613506E+17   1.76852547E+18   1.64314720E+18   3.81260627E+25   1.33594659E+26   2.66331103E+26  -5.61640045E+31
     0.00278   4.26666667E-01   1.09562262E+03  -1.09512262E+03   5.00000000E-01  -6.60715402E+16  -8.76402814E+02   2.78806285E-02  -2.13715318E+32
     0.00278   4.53333333E-01   1.37506282E+17   2.95876480E+18   1.81577934E+17  -8.06553837E+23  -2.16847279E+25   7.36899775E+25  -5.61640045E+31
     0.00278   4.80000000E-01   5.90112466E+11  -5.90112466E+11   2.89933715E-01   1.91290076E+17  -5.35035303E+11  -1.63195133E-01  -6.81542350E+31
     0.00278   5.06666667E-01  -2.60839923E+17   1.13981804E+18   1.34027860E+18   2.19888629E+24  -1.17269707E+25   9.38169651E+25  -5.61640045E+31
     0.00278   5.33333333E-01   6.74716401E+15  -6.74716401E+15  -6.25416374E+00   3.18158180E+17  -6.83715860E+15  -6.79692973E+00  -3.00575934E+29
     0.00278   5.60000000E-01  -1.72057274E+18   1.72057274E+18  -5.05153951E+09   3.46865715E+19   9.72409474E+19  -4.65309834E+19  -5.61640042E+31
     0.00278   5.86666667E-01   5.26204848E+18  -5.26204848E+18  -1.83439657E+02   6.20409566E+18  -5.89277463E+18  -2.05244682E+02  -3.00574452E+29
     0.00278   6.13333333E-01  -2.26085064E+18   2.26085064E+18   1.45983928E+08   3.40526455E+19   9.78748734E+19  -4.65309834E+19  -5.61640042E+31
     0.00278   6.40000000E-01   2.44116755E+18  -2.44116755E+18  -9.32852726E+01   2.74381505E+18  -2.43249403E+18  -9.46553039E+01  -3.00574446E+29
