        Time         Position             x_O2            x_H2O          Flux_O2         Flux_H2O
       hours               ξ                                                                    
     0.00000   6.40000000E-01   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   6.60000000E-01   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   6.80000000E-01   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   7.00000000E-01   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   7.20000000E-01   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   7.40000000E-01   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   7.60000000E-01   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   7.80000000E-01   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   8.00000000E-01   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   8.20000000E-01   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   8.40000000E-01   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   8.60000000E-01   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   8.80000000E-01   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   9.00000000E-01   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   9.20000000E-01   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   9.40000000E-01   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   9.60000000E-01   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   9.80000000E-01   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.00000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.02000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.04000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.06000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.08000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.10000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.12000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.14000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.16000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.18000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.20000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.22000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.24000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.26000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.28000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.30000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.32000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.34000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.36000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.38000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.40000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.42000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.44000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.46000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.48000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.50000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.52000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.54000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.56000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.58000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.60000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.62000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.64000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.66000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.68000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.70000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.72000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.74000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.76000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.78000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.80000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.82000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.84000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.86000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.88000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.90000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.92000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.94000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.96000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   1.98000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.00000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.02000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.04000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.06000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.08000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.10000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.12000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.14000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.16000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.18000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.20000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.22000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.24000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.26000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.28000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.30000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.32000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.34000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.36000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.38000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.40000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.42000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.44000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.46000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.48000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.50000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.52000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.54000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.56000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.58000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.60000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.62000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.64000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.66000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.68000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.70000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.72000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.74000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.76000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.78000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.80000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.82000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.84000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.86000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.88000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.90000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.92000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.94000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.96000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   2.98000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.00000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.02000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.04000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.06000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.08000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.10000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.12000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.14000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.16000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.18000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.20000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.22000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.24000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.26000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.28000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.30000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.32000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.34000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.36000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.38000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.40000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.42000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.44000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.46000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.48000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.50000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.52000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.54000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.56000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.58000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.60000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.62000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.64000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.66000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.68000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.70000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.72000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.74000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.76000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.78000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.80000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.82000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.84000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.86000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.88000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.90000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.92000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.94000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.96000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   3.98000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.00000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.02000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.04000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.06000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.08000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.10000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.12000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.14000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.16000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.18000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.20000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.22000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.24000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.26000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.28000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.30000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.32000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.34000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.36000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.38000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.40000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.42000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.44000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.46000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.48000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.50000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.52000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.54000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.56000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.58000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.60000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.62000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.64000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.66000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.68000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.70000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.72000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.74000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.76000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.78000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.80000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.82000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.84000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.86000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.88000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.90000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.92000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.94000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.96000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   4.98000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   5.00000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   5.02000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   5.04000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   5.06000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   5.08000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   5.10000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   5.12000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   5.14000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   5.16000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   5.18000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   5.20000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   5.22000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   5.24000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   5.26000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   5.28000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   5.30000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   5.32000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   5.34000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   5.36000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   5.38000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   5.40000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
     0.00000   5.42000000E+00   0.00000000E+00   9.99996396E-01   0.00000000E+00   0.00000000E+00
