State         Time     Position         c_LiPF6        velocity            Φ_2         Density        ω_LiPF6
  CDR        hours           um          mol/mL            cm/s               V            g/mL               -
  D        0.00000      0.00000    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.02500    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.07500    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.12500    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.17500    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.22500    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.27500    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.32500    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.37500    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.42500    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.47500    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.52500    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.57500    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.62500    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.67500    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.72500    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.77500    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.82500    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.87500    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.92500    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.97500    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      1.00000    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00028      0.00000    5.09238E-004    1.51095E-008    3.76325E-002    1.42919E+000    5.41255E-002
  D        0.00028      0.02500    5.00049E-004   -1.40565E-007    3.77072E-002    1.42835E+000    5.31800E-002
  D        0.00028      0.07500    5.00000E-004   -1.40977E-007    3.57237E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.12500    5.00000E-004   -1.40978E-007    3.37346E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.17500    5.00000E-004   -1.40978E-007    3.17455E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.22500    5.00000E-004   -1.40978E-007    2.97564E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.27500    5.00000E-004   -1.40978E-007    2.77673E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.32500    5.00000E-004   -1.40978E-007    2.57782E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.37500    5.00000E-004   -1.40978E-007    2.37890E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.42500    5.00000E-004   -1.40978E-007    2.17999E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.47500    5.00000E-004   -1.40978E-007    1.98108E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.52500    5.00000E-004   -1.40978E-007    1.78217E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.57500    5.00000E-004   -1.40978E-007    1.58326E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.62500    5.00000E-004   -1.40978E-007    1.38434E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.67500    5.00000E-004   -1.40978E-007    1.18543E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.72500    5.00000E-004   -1.40978E-007    9.86520E-003    1.42835E+000    5.31750E-002
  D        0.00028      0.77500    5.00000E-004   -1.40978E-007    7.87608E-003    1.42835E+000    5.31750E-002
  D        0.00028      0.82500    5.00000E-004   -1.40978E-007    5.88696E-003    1.42835E+000    5.31750E-002
  D        0.00028      0.87500    5.00000E-004   -1.40977E-007    3.89784E-003    1.42835E+000    5.31750E-002
  D        0.00028      0.92500    5.00000E-004   -1.40565E-007    1.90873E-003    1.42835E+000    5.31750E-002
  D        0.00028      0.97500    4.99951E-004    1.51095E-008   -7.47275E-005    1.42835E+000    5.31700E-002
  D        0.00028      1.00000    4.90762E-004    1.51095E-008    0.00000E+000    1.42751E+000    5.22233E-002
  D        0.00056      0.00000    5.09358E-004    1.51004E-008    3.76207E-002    1.42920E+000    5.41379E-002
  D        0.00056      0.02500    5.00097E-004   -1.40160E-007    3.76958E-002    1.42836E+000    5.31850E-002
  D        0.00056      0.07500    5.00000E-004   -1.40975E-007    3.57181E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.12500    5.00000E-004   -1.40978E-007    3.37290E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.17500    5.00000E-004   -1.40978E-007    3.17399E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.22500    5.00000E-004   -1.40978E-007    2.97508E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.27500    5.00000E-004   -1.40978E-007    2.77617E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.32500    5.00000E-004   -1.40978E-007    2.57726E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.37500    5.00000E-004   -1.40978E-007    2.37834E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.42500    5.00000E-004   -1.40978E-007    2.17943E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.47500    5.00000E-004   -1.40978E-007    1.98052E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.52500    5.00000E-004   -1.40978E-007    1.78161E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.57500    5.00000E-004   -1.40978E-007    1.58270E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.62500    5.00000E-004   -1.40978E-007    1.38378E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.67500    5.00000E-004   -1.40978E-007    1.18487E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.72500    5.00000E-004   -1.40978E-007    9.85960E-003    1.42835E+000    5.31750E-002
  D        0.00056      0.77500    5.00000E-004   -1.40978E-007    7.87048E-003    1.42835E+000    5.31750E-002
  D        0.00056      0.82500    5.00000E-004   -1.40978E-007    5.88136E-003    1.42835E+000    5.31750E-002
  D        0.00056      0.87500    5.00000E-004   -1.40975E-007    3.89224E-003    1.42835E+000    5.31750E-002
  D        0.00056      0.92500    5.00000E-004   -1.40154E-007    1.90316E-003    1.42835E+000    5.31750E-002
  D        0.00056      0.97500    4.99903E-004    1.51096E-008   -7.46679E-005    1.42834E+000    5.31650E-002
  D        0.00056      1.00000    4.90714E-004    1.51184E-008    0.00000E+000    1.42750E+000    5.22184E-002
  D        0.00083      0.00000    5.09407E-004    1.51004E-008    3.76094E-002    1.42921E+000    5.41429E-002
  D        0.00083      0.02500    5.00146E-004   -1.39754E-007    3.76844E-002    1.42836E+000    5.31900E-002
  D        0.00083      0.07500    5.00001E-004   -1.40972E-007    3.57124E-002    1.42835E+000    5.31751E-002
  D        0.00083      0.12500    5.00000E-004   -1.40978E-007    3.37234E-002    1.42835E+000    5.31750E-002
  D        0.00083      0.17500    5.00000E-004   -1.40978E-007    3.17343E-002    1.42835E+000    5.31750E-002
  D        0.00083      0.22500    5.00000E-004   -1.40978E-007    2.97452E-002    1.42835E+000    5.31750E-002
  D        0.00083      0.27500    5.00000E-004   -1.40978E-007    2.77560E-002    1.42835E+000    5.31750E-002
  D        0.00083      0.32500    5.00000E-004   -1.40978E-007    2.57669E-002    1.42835E+000    5.31750E-002
  D        0.00083      0.37500    5.00000E-004   -1.40978E-007    2.37778E-002    1.42835E+000    5.31750E-002
  D        0.00083      0.42500    5.00000E-004   -1.40978E-007    2.17887E-002    1.42835E+000    5.31750E-002
  D        0.00083      0.47500    5.00000E-004   -1.40978E-007    1.97996E-002    1.42835E+000    5.31750E-002
  D        0.00083      0.52500    5.00000E-004   -1.40978E-007    1.78104E-002    1.42835E+000    5.31750E-002
  D        0.00083      0.57500    5.00000E-004   -1.40978E-007    1.58213E-002    1.42835E+000    5.31750E-002
  D        0.00083      0.62500    5.00000E-004   -1.40978E-007    1.38322E-002    1.42835E+000    5.31750E-002
  D        0.00083      0.67500    5.00000E-004   -1.40978E-007    1.18431E-002    1.42835E+000    5.31750E-002
  D        0.00083      0.72500    5.00000E-004   -1.40978E-007    9.85396E-003    1.42835E+000    5.31750E-002
  D        0.00083      0.77500    5.00000E-004   -1.40978E-007    7.86484E-003    1.42835E+000    5.31750E-002
  D        0.00083      0.82500    5.00000E-004   -1.40978E-007    5.87572E-003    1.42835E+000    5.31750E-002
  D        0.00083      0.87500    5.00000E-004   -1.40972E-007    3.88660E-003    1.42835E+000    5.31750E-002
  D        0.00083      0.92500    4.99999E-004   -1.39745E-007    1.89757E-003    1.42835E+000    5.31749E-002
  D        0.00083      0.97500    4.99854E-004    1.51096E-008   -7.46665E-005    1.42834E+000    5.31600E-002
  D        0.00083      1.00000    4.90666E-004    1.51185E-008    0.00000E+000    1.42750E+000    5.22134E-002
  D        0.00111      0.00000    5.09456E-004    1.51003E-008    3.75981E-002    1.42921E+000    5.41479E-002
  D        0.00111      0.02500    5.00194E-004   -1.39351E-007    3.76731E-002    1.42837E+000    5.31950E-002
  D        0.00111      0.07500    5.00001E-004   -1.40967E-007    3.57067E-002    1.42835E+000    5.31751E-002
  D        0.00111      0.12500    5.00000E-004   -1.40978E-007    3.37178E-002    1.42835E+000    5.31750E-002
  D        0.00111      0.17500    5.00000E-004   -1.40978E-007    3.17287E-002    1.42835E+000    5.31750E-002
  D        0.00111      0.22500    5.00000E-004   -1.40978E-007    2.97395E-002    1.42835E+000    5.31750E-002
  D        0.00111      0.27500    5.00000E-004   -1.40978E-007    2.77504E-002    1.42835E+000    5.31750E-002
  D        0.00111      0.32500    5.00000E-004   -1.40978E-007    2.57613E-002    1.42835E+000    5.31750E-002
  D        0.00111      0.37500    5.00000E-004   -1.40978E-007    2.37722E-002    1.42835E+000    5.31750E-002
  D        0.00111      0.42500    5.00000E-004   -1.40978E-007    2.17831E-002    1.42835E+000    5.31750E-002
  D        0.00111      0.47500    5.00000E-004   -1.40978E-007    1.97939E-002    1.42835E+000    5.31750E-002
  D        0.00111      0.52500    5.00000E-004   -1.40978E-007    1.78048E-002    1.42835E+000    5.31750E-002
  D        0.00111      0.57500    5.00000E-004   -1.40978E-007    1.58157E-002    1.42835E+000    5.31750E-002
  D        0.00111      0.62500    5.00000E-004   -1.40978E-007    1.38266E-002    1.42835E+000    5.31750E-002
  D        0.00111      0.67500    5.00000E-004   -1.40978E-007    1.18375E-002    1.42835E+000    5.31750E-002
  D        0.00111      0.72500    5.00000E-004   -1.40978E-007    9.84833E-003    1.42835E+000    5.31750E-002
  D        0.00111      0.77500    5.00000E-004   -1.40978E-007    7.85921E-003    1.42835E+000    5.31750E-002
  D        0.00111      0.82500    5.00000E-004   -1.40978E-007    5.87009E-003    1.42835E+000    5.31750E-002
  D        0.00111      0.87500    5.00000E-004   -1.40967E-007    3.88097E-003    1.42835E+000    5.31750E-002
  D        0.00111      0.92500    4.99999E-004   -1.39339E-007    1.89200E-003    1.42835E+000    5.31749E-002
