State         Time     Position         c_LiPF6        velocity         Density        ω_LiPF6
  CDR        hours           um          mol/mL            cm/s            g/mL               -
  D        0.00000      0.00000     1.00000E-03     0.00000E+00     1.47395E+00     1.03060E-01
  D        0.00000      0.02500     1.00000E-03     0.00000E+00     1.47395E+00     1.03060E-01
  D        0.00000      0.07500     1.00000E-03     0.00000E+00     1.47395E+00     1.03060E-01
  D        0.00000      0.12500     1.00000E-03     0.00000E+00     1.47395E+00     1.03060E-01
  D        0.00000      0.17500     1.00000E-03     0.00000E+00     1.47395E+00     1.03060E-01
  D        0.00000      0.22500     1.00000E-03     0.00000E+00     1.47395E+00     1.03060E-01
  D        0.00000      0.27500     1.00000E-03     0.00000E+00     1.47395E+00     1.03060E-01
  D        0.00000      0.32500     1.00000E-03     0.00000E+00     1.47395E+00     1.03060E-01
  D        0.00000      0.37500     1.00000E-03     0.00000E+00     1.47395E+00     1.03060E-01
  D        0.00000      0.42500     1.00000E-03     0.00000E+00     1.47395E+00     1.03060E-01
  D        0.00000      0.47500     1.00000E-03     0.00000E+00     1.47395E+00     1.03060E-01
  D        0.00000      0.52500     1.00000E-03     0.00000E+00     1.47395E+00     1.03060E-01
  D        0.00000      0.57500     1.00000E-03     0.00000E+00     1.47395E+00     1.03060E-01
  D        0.00000      0.62500     1.00000E-03     0.00000E+00     1.47395E+00     1.03060E-01
  D        0.00000      0.67500     1.00000E-03     0.00000E+00     1.47395E+00     1.03060E-01
  D        0.00000      0.72500     1.00000E-03     0.00000E+00     1.47395E+00     1.03060E-01
  D        0.00000      0.77500     1.00000E-03     0.00000E+00     1.47395E+00     1.03060E-01
  D        0.00000      0.82500     1.00000E-03     0.00000E+00     1.47395E+00     1.03060E-01
  D        0.00000      0.87500     1.00000E-03     0.00000E+00     1.47395E+00     1.03060E-01
  D        0.00000      0.92500     1.00000E-03     0.00000E+00     1.47395E+00     1.03060E-01
  D        0.00000      0.97500     1.00000E-03     0.00000E+00     1.47395E+00     1.03060E-01
  D        0.00000      1.00000     1.00000E-03     0.00000E+00     1.47395E+00     1.03060E-01
  D        0.00028      0.00000     1.05459E-03     7.21419E-07     1.47893E+00     1.08320E-01
  D        0.00028      0.02500     1.00013E-03     3.07819E-07     1.47396E+00     1.03073E-01
  D        0.00028      0.07500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00028      0.12500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00028      0.17500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00028      0.22500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00028      0.27500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00028      0.32500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00028      0.37500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00028      0.42500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00028      0.47500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00028      0.52500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00028      0.57500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00028      0.62500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00028      0.67500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00028      0.72500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00028      0.77500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00028      0.82500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00028      0.87500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00028      0.92500     1.00000E-03     3.07819E-07     1.47395E+00     1.03060E-01
  D        0.00028      0.97500     9.99866E-04     7.21419E-07     1.47394E+00     1.03047E-01
  D        0.00028      1.00000     9.45408E-04     7.21419E-07     1.46897E+00     9.77638E-02
  D        0.00056      0.00000     1.05633E-03     7.18913E-07     1.47909E+00     1.08487E-01
  D        0.00056      0.02500     1.00027E-03     3.08325E-07     1.47397E+00     1.03086E-01
  D        0.00056      0.07500     1.00000E-03     3.07313E-07     1.47395E+00     1.03060E-01
  D        0.00056      0.12500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00056      0.17500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00056      0.22500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00056      0.27500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00056      0.32500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00056      0.37500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00056      0.42500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00056      0.47500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00056      0.52500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00056      0.57500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00056      0.62500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00056      0.67500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00056      0.72500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00056      0.77500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00056      0.82500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00056      0.87500     1.00000E-03     3.07313E-07     1.47395E+00     1.03060E-01
  D        0.00056      0.92500     1.00000E-03     3.08326E-07     1.47395E+00     1.03060E-01
  D        0.00056      0.97500     9.99733E-04     7.21431E-07     1.47393E+00     1.03034E-01
  D        0.00056      1.00000     9.45282E-04     7.23861E-07     1.46896E+00     9.77515E-02
  D        0.00083      0.00000     1.05647E-03     7.18907E-07     1.47910E+00     1.08501E-01
  D        0.00083      0.02500     1.00040E-03     3.08830E-07     1.47399E+00     1.03099E-01
  D        0.00083      0.07500     1.00000E-03     3.07315E-07     1.47395E+00     1.03060E-01
  D        0.00083      0.12500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00083      0.17500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00083      0.22500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00083      0.27500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00083      0.32500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00083      0.37500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00083      0.42500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00083      0.47500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00083      0.52500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00083      0.57500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00083      0.62500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00083      0.67500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00083      0.72500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00083      0.77500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00083      0.82500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00083      0.87500     1.00000E-03     3.07315E-07     1.47395E+00     1.03060E-01
  D        0.00083      0.92500     9.99999E-04     3.08831E-07     1.47395E+00     1.03060E-01
  D        0.00083      0.97500     9.99599E-04     7.21437E-07     1.47391E+00     1.03021E-01
  D        0.00083      1.00000     9.45152E-04     7.23867E-07     1.46895E+00     9.77389E-02
  D        0.00111      0.00000     1.05661E-03     7.18901E-07     1.47911E+00     1.08514E-01
  D        0.00111      0.02500     1.00053E-03     3.09334E-07     1.47400E+00     1.03111E-01
  D        0.00111      0.07500     1.00000E-03     3.07318E-07     1.47395E+00     1.03060E-01
  D        0.00111      0.12500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00111      0.17500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00111      0.22500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00111      0.27500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00111      0.32500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00111      0.37500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00111      0.42500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00111      0.47500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00111      0.52500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00111      0.57500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00111      0.62500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00111      0.67500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00111      0.72500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00111      0.77500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00111      0.82500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00111      0.87500     1.00000E-03     3.07318E-07     1.47395E+00     1.03060E-01
  D        0.00111      0.92500     9.99998E-04     3.09335E-07     1.47395E+00     1.03060E-01
  D        0.00111      0.97500     9.99466E-04     7.21442E-07     1.47390E+00     1.03008E-01
  D        0.00111      1.00000     9.45023E-04     7.23873E-07     1.46894E+00     9.77263E-02
  D        0.00139      0.00000     1.05675E-03     7.18895E-07     1.47913E+00     1.08527E-01
  D        0.00139      0.02500     1.00067E-03     3.09836E-07     1.47401E+00     1.03124E-01
  D        0.00139      0.07500     1.00000E-03     3.07321E-07     1.47395E+00     1.03060E-01
  D        0.00139      0.12500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00139      0.17500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00139      0.22500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00139      0.27500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00139      0.32500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00139      0.37500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00139      0.42500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00139      0.47500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00139      0.52500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00139      0.57500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00139      0.62500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00139      0.67500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00139      0.72500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00139      0.77500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00139      0.82500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00139      0.87500     1.00000E-03     3.07321E-07     1.47395E+00     1.03060E-01
  D        0.00139      0.92500     9.99998E-04     3.09837E-07     1.47395E+00     1.03060E-01
  D        0.00139      0.97500     9.99333E-04     7.21448E-07     1.47389E+00     1.02995E-01
  D        0.00139      1.00000     9.44893E-04     7.23879E-07     1.46892E+00     9.77137E-02
  D        0.00167      0.00000     1.05688E-03     7.18888E-07     1.47914E+00     1.08540E-01
  D        0.00167      0.02500     1.00080E-03     3.10337E-07     1.47402E+00     1.03137E-01
  D        0.00167      0.07500     1.00000E-03     3.07325E-07     1.47395E+00     1.03060E-01
  D        0.00167      0.12500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00167      0.17500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00167      0.22500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00167      0.27500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00167      0.32500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00167      0.37500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00167      0.42500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00167      0.47500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00167      0.52500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00167      0.57500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00167      0.62500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00167      0.67500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00167      0.72500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00167      0.77500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00167      0.82500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00167      0.87500     1.00000E-03     3.07324E-07     1.47395E+00     1.03060E-01
  D        0.00167      0.92500     9.99997E-04     3.10339E-07     1.47395E+00     1.03059E-01
  D        0.00167      0.97500     9.99200E-04     7.21454E-07     1.47388E+00     1.02982E-01
  D        0.00167      1.00000     9.44764E-04     7.23884E-07     1.46891E+00     9.77011E-02
  D        0.00194      0.00000     1.05702E-03     7.18882E-07     1.47915E+00     1.08553E-01
  D        0.00194      0.02500     1.00093E-03     3.10837E-07     1.47404E+00     1.03150E-01
  D        0.00194      0.07500     1.00000E-03     3.07329E-07     1.47395E+00     1.03060E-01
  D        0.00194      0.12500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00194      0.17500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00194      0.22500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00194      0.27500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00194      0.32500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00194      0.37500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00194      0.42500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00194      0.47500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00194      0.52500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00194      0.57500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00194      0.62500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00194      0.67500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00194      0.72500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00194      0.77500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00194      0.82500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00194      0.87500     1.00000E-03     3.07329E-07     1.47395E+00     1.03060E-01
  D        0.00194      0.92500     9.99995E-04     3.10839E-07     1.47395E+00     1.03059E-01
  D        0.00194      0.97500     9.99068E-04     7.21460E-07     1.47386E+00     1.02970E-01
  D        0.00194      1.00000     9.44635E-04     7.23890E-07     1.46890E+00     9.76886E-02
  D        0.00222      0.00000     1.05716E-03     7.18876E-07     1.47916E+00     1.08566E-01
  D        0.00222      0.02500     1.00106E-03     3.11335E-07     1.47405E+00     1.03163E-01
  D        0.00222      0.07500     1.00001E-03     3.07334E-07     1.47395E+00     1.03060E-01
  D        0.00222      0.12500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00222      0.17500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00222      0.22500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00222      0.27500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00222      0.32500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00222      0.37500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00222      0.42500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00222      0.47500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00222      0.52500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00222      0.57500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00222      0.62500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00222      0.67500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00222      0.72500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00222      0.77500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00222      0.82500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00222      0.87500     1.00000E-03     3.07334E-07     1.47395E+00     1.03060E-01
  D        0.00222      0.92500     9.99994E-04     3.11338E-07     1.47395E+00     1.03059E-01
  D        0.00222      0.97500     9.98935E-04     7.21466E-07     1.47385E+00     1.02957E-01
  D        0.00222      1.00000     9.44506E-04     7.23896E-07     1.46889E+00     9.76760E-02
  D        0.00250      0.00000     1.05729E-03     7.18870E-07     1.47917E+00     1.08579E-01
  D        0.00250      0.02500     1.00120E-03     3.11833E-07     1.47406E+00     1.03176E-01
  D        0.00250      0.07500     1.00001E-03     3.07339E-07     1.47395E+00     1.03061E-01
  D        0.00250      0.12500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00250      0.17500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00250      0.22500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00250      0.27500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00250      0.32500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00250      0.37500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00250      0.42500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00250      0.47500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00250      0.52500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00250      0.57500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00250      0.62500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00250      0.67500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00250      0.72500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00250      0.77500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00250      0.82500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00250      0.87500     1.00000E-03     3.07339E-07     1.47395E+00     1.03060E-01
  D        0.00250      0.92500     9.99993E-04     3.11836E-07     1.47395E+00     1.03059E-01
  D        0.00250      0.97500     9.98803E-04     7.21472E-07     1.47384E+00     1.02944E-01
  D        0.00250      1.00000     9.44378E-04     7.23902E-07     1.46888E+00     9.76635E-02
  D        0.00278      0.00000     1.05743E-03     7.18864E-07     1.47919E+00     1.08592E-01
  D        0.00278      0.02500     1.00133E-03     3.12328E-07     1.47407E+00     1.03188E-01
  D        0.00278      0.07500     1.00001E-03     3.07345E-07     1.47395E+00     1.03061E-01
  D        0.00278      0.12500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00278      0.17500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00278      0.22500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00278      0.27500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00278      0.32500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00278      0.37500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00278      0.42500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00278      0.47500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00278      0.52500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00278      0.57500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00278      0.62500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00278      0.67500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00278      0.72500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00278      0.77500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00278      0.82500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00278      0.87500     1.00000E-03     3.07345E-07     1.47395E+00     1.03060E-01
  D        0.00278      0.92500     9.99991E-04     3.12333E-07     1.47395E+00     1.03059E-01
  D        0.00278      0.97500     9.98670E-04     7.21478E-07     1.47383E+00     1.02931E-01
  D        0.00278      1.00000     9.44249E-04     7.23908E-07     1.46887E+00     9.76510E-02
  D        0.00306      0.00000     1.05756E-03     7.18858E-07     1.47920E+00     1.08605E-01
  D        0.00306      0.02500     1.00146E-03     3.12823E-07     1.47408E+00     1.03201E-01
  D        0.00306      0.07500     1.00001E-03     3.07352E-07     1.47395E+00     1.03061E-01
  D        0.00306      0.12500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00306      0.17500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00306      0.22500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00306      0.27500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00306      0.32500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00306      0.37500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00306      0.42500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00306      0.47500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00306      0.52500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00306      0.57500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00306      0.62500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00306      0.67500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00306      0.72500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00306      0.77500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00306      0.82500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00306      0.87500     1.00000E-03     3.07352E-07     1.47395E+00     1.03060E-01
  D        0.00306      0.92500     9.99989E-04     3.12828E-07     1.47395E+00     1.03059E-01
  D        0.00306      0.97500     9.98538E-04     7.21484E-07     1.47382E+00     1.02918E-01
  D        0.00306      1.00000     9.44121E-04     7.23913E-07     1.46885E+00     9.76385E-02
  D        0.00333      0.00000     1.05770E-03     7.18852E-07     1.47921E+00     1.08619E-01
  D        0.00333      0.02500     1.00159E-03     3.13316E-07     1.47410E+00     1.03214E-01
  D        0.00333      0.07500     1.00001E-03     3.07359E-07     1.47395E+00     1.03061E-01
  D        0.00333      0.12500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00333      0.17500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00333      0.22500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00333      0.27500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00333      0.32500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00333      0.37500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00333      0.42500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00333      0.47500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00333      0.52500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00333      0.57500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00333      0.62500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00333      0.67500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00333      0.72500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00333      0.77500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00333      0.82500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00333      0.87500     1.00000E-03     3.07359E-07     1.47395E+00     1.03060E-01
  D        0.00333      0.92500     9.99987E-04     3.13322E-07     1.47395E+00     1.03059E-01
  D        0.00333      0.97500     9.98406E-04     7.21490E-07     1.47380E+00     1.02906E-01
  D        0.00333      1.00000     9.43993E-04     7.23919E-07     1.46884E+00     9.76260E-02
  D        0.00361      0.00000     1.05784E-03     7.18846E-07     1.47922E+00     1.08632E-01
  D        0.00361      0.02500     1.00173E-03     3.13808E-07     1.47411E+00     1.03227E-01
  D        0.00361      0.07500     1.00001E-03     3.07367E-07     1.47395E+00     1.03061E-01
  D        0.00361      0.12500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00361      0.17500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00361      0.22500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00361      0.27500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00361      0.32500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00361      0.37500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00361      0.42500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00361      0.47500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00361      0.52500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00361      0.57500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00361      0.62500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00361      0.67500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00361      0.72500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00361      0.77500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00361      0.82500     1.00000E-03     3.07312E-07     1.47395E+00     1.03060E-01
  D        0.00361      0.87500     1.00000E-03     3.07367E-07     1.47395E+00     1.03060E-01
  D        0.00361      0.92500     9.99985E-04     3.13815E-07     1.47395E+00     1.03058E-01
  D        0.00361      0.97500     9.98275E-04     7.21496E-07     1.47379E+00     1.02893E-01
  D        0.00361      1.00000     9.43865E-04     7.23925E-07     1.46883E+00     9.76135E-02
  D        0.00389      0.00000     1.05797E-03     7.18840E-07     1.47924E+00     1.08645E-01
