State         Time     Position            u
  CDR        hours           um            -
  D        0.00000      0.00000      0.00000
  D        0.00000      0.50000      0.00000
  D        0.00000      1.50000      0.00000
  D        0.00000      2.50000      0.00000
  D        0.00000      3.50000      0.00000
  D        0.00000      4.50000      0.00000
  D        0.00000      5.50000      0.00000
  D        0.00000      6.50000      0.00000
  D        0.00000      7.50000      0.00000
  D        0.00000      8.50000      0.00000
  D        0.00000      9.50000      0.00000
  D        0.00000     10.50000      0.00000
  D        0.00000     11.50000      0.00000
  D        0.00000     12.50000      0.00000
  D        0.00000     13.50000      0.00000
  D        0.00000     14.50000      0.00000
  D        0.00000     15.50000      0.00000
  D        0.00000     16.50000      0.00000
  D        0.00000     17.50000      0.00193
  D        0.00000     18.50000      0.10540
  D        0.00000     19.50000      0.77880
  D        0.00000     20.50000      0.77880
  D        0.00000     21.50000      0.10540
  D        0.00000     22.50000      0.00193
  D        0.00000     23.50000      0.00000
  D        0.00000     24.50000      0.00000
  D        0.00000     25.50000      0.00000
  D        0.00000     26.50000      0.00000
  D        0.00000     27.50000      0.00000
  D        0.00000     28.50000      0.00000
  D        0.00000     29.50000      0.00000
  D        0.00000     30.50000      0.00000
  D        0.00000     31.50000      0.00000
  D        0.00000     32.50000      0.00000
  D        0.00000     33.50000      0.00000
  D        0.00000     34.50000      0.00000
  D        0.00000     35.50000      0.00000
  D        0.00000     36.50000      0.00000
  D        0.00000     37.50000      0.00000
  D        0.00000     38.50000      0.00000
  D        0.00000     39.50000      0.00000
  D        0.00000     40.50000      0.00000
  D        0.00000     41.50000      0.00000
  D        0.00000     42.50000      0.00000
  D        0.00000     43.50000      0.00000
  D        0.00000     44.50000      0.00000
  D        0.00000     45.50000      0.00000
  D        0.00000     46.50000      0.00000
  D        0.00000     47.50000      0.00000
  D        0.00000     48.50000      0.00000
  D        0.00000     49.50000      0.00000
  D        0.00000     50.50000      0.00000
  D        0.00000     51.50000      0.00000
  D        0.00000     52.50000      0.00000
  D        0.00000     53.50000      0.00000
  D        0.00000     54.50000      0.00000
  D        0.00000     55.50000      0.00000
  D        0.00000     56.50000      0.00000
  D        0.00000     57.50000      0.00000
  D        0.00000     58.50000      0.00000
  D        0.00000     59.50000      0.00000
  D        0.00000     60.50000      0.00000
  D        0.00000     61.50000      0.00000
  D        0.00000     62.50000      0.00000
  D        0.00000     63.50000      0.00000
  D        0.00000     64.50000      0.00000
  D        0.00000     65.50000      0.00000
  D        0.00000     66.50000      0.00000
  D        0.00000     67.50000      0.00000
  D        0.00000     68.50000      0.00000
  D        0.00000     69.50000      0.00000
  D        0.00000     70.50000      0.00000
  D        0.00000     71.50000      0.00000
  D        0.00000     72.50000      0.00000
  D        0.00000     73.50000      0.00000
  D        0.00000     74.50000      0.00000
  D        0.00000     75.50000      0.00000
  D        0.00000     76.50000      0.00000
  D        0.00000     77.50000      0.00000
  D        0.00000     78.50000      0.00000
  D        0.00000     79.50000      0.00000
  D        0.00000     80.50000      0.00000
  D        0.00000     81.50000      0.00000
  D        0.00000     82.50000      0.00000
  D        0.00000     83.50000      0.00000
  D        0.00000     84.50000      0.00000
  D        0.00000     85.50000      0.00000
  D        0.00000     86.50000      0.00000
  D        0.00000     87.50000      0.00000
  D        0.00000     88.50000      0.00000
  D        0.00000     89.50000      0.00000
  D        0.00000     90.50000      0.00000
  D        0.00000     91.50000      0.00000
  D        0.00000     92.50000      0.00000
  D        0.00000     93.50000      0.00000
  D        0.00000     94.50000      0.00000
  D        0.00000     95.50000      0.00000
  D        0.00000     96.50000      0.00000
  D        0.00000     97.50000      0.00000
  D        0.00000     98.50000      0.00000
  D        0.00000     99.50000      0.00000
  D        0.00000    100.00000      0.00000
  D        0.00003      0.00000      0.00000
  D        0.00003      0.50000      0.00000
  D        0.00003      1.50000      0.00000
  D        0.00003      2.50000      0.00000
  D        0.00003      3.50000      0.00000
  D        0.00003      4.50000      0.00000
  D        0.00003      5.50000      0.00000
  D        0.00003      6.50000      0.00000
  D        0.00003      7.50000      0.00000
  D        0.00003      8.50000      0.00000
  D        0.00003      9.50000      0.00000
  D        0.00003     10.50000      0.00000
  D        0.00003     11.50000      0.00000
  D        0.00003     12.50000      0.00000
  D        0.00003     13.50000      0.00000
  D        0.00003     14.50000      0.00000
  D        0.00003     15.50000      0.00000
  D        0.00003     16.50000      0.00000
  D        0.00003     17.50000      0.00176
  D        0.00003     18.50000      0.09598
  D        0.00003     19.50000      0.71673
  D        0.00003     20.50000      0.77316
  D        0.00003     21.50000      0.16610
  D        0.00003     22.50000      0.01686
  D        0.00003     23.50000      0.00154
  D        0.00003     24.50000      0.00014
  D        0.00003     25.50000      0.00001
  D        0.00003     26.50000      0.00000
  D        0.00003     27.50000      0.00000
  D        0.00003     28.50000      0.00000
  D        0.00003     29.50000      0.00000
  D        0.00003     30.50000      0.00000
  D        0.00003     31.50000      0.00000
  D        0.00003     32.50000      0.00000
  D        0.00003     33.50000      0.00000
  D        0.00003     34.50000      0.00000
  D        0.00003     35.50000      0.00000
  D        0.00003     36.50000      0.00000
  D        0.00003     37.50000      0.00000
  D        0.00003     38.50000      0.00000
  D        0.00003     39.50000      0.00000
  D        0.00003     40.50000      0.00000
  D        0.00003     41.50000      0.00000
  D        0.00003     42.50000      0.00000
  D        0.00003     43.50000      0.00000
  D        0.00003     44.50000      0.00000
  D        0.00003     45.50000      0.00000
  D        0.00003     46.50000      0.00000
  D        0.00003     47.50000      0.00000
  D        0.00003     48.50000      0.00000
  D        0.00003     49.50000      0.00000
  D        0.00003     50.50000      0.00000
  D        0.00003     51.50000      0.00000
  D        0.00003     52.50000      0.00000
  D        0.00003     53.50000      0.00000
  D        0.00003     54.50000      0.00000
  D        0.00003     55.50000      0.00000
  D        0.00003     56.50000      0.00000
  D        0.00003     57.50000      0.00000
  D        0.00003     58.50000      0.00000
  D        0.00003     59.50000      0.00000
  D        0.00003     60.50000      0.00000
  D        0.00003     61.50000      0.00000
  D        0.00003     62.50000      0.00000
  D        0.00003     63.50000      0.00000
  D        0.00003     64.50000      0.00000
  D        0.00003     65.50000      0.00000
  D        0.00003     66.50000      0.00000
  D        0.00003     67.50000      0.00000
  D        0.00003     68.50000      0.00000
  D        0.00003     69.50000      0.00000
  D        0.00003     70.50000      0.00000
  D        0.00003     71.50000      0.00000
  D        0.00003     72.50000      0.00000
  D        0.00003     73.50000      0.00000
  D        0.00003     74.50000      0.00000
  D        0.00003     75.50000      0.00000
  D        0.00003     76.50000      0.00000
  D        0.00003     77.50000      0.00000
  D        0.00003     78.50000      0.00000
  D        0.00003     79.50000      0.00000
  D        0.00003     80.50000      0.00000
  D        0.00003     81.50000      0.00000
  D        0.00003     82.50000      0.00000
  D        0.00003     83.50000      0.00000
  D        0.00003     84.50000      0.00000
  D        0.00003     85.50000      0.00000
  D        0.00003     86.50000      0.00000
  D        0.00003     87.50000      0.00000
  D        0.00003     88.50000      0.00000
  D        0.00003     89.50000      0.00000
  D        0.00003     90.50000      0.00000
  D        0.00003     91.50000      0.00000
  D        0.00003     92.50000      0.00000
  D        0.00003     93.50000      0.00000
  D        0.00003     94.50000      0.00000
  D        0.00003     95.50000      0.00000
  D        0.00003     96.50000      0.00000
  D        0.00003     97.50000      0.00000
  D        0.00003     98.50000      0.00000
  D        0.00003     99.50000      0.00000
  D        0.00003    100.00000      0.00000
  D        0.00006      0.00000      0.00000
  D        0.00006      0.50000      0.00000
  D        0.00006      1.50000      0.00000
  D        0.00006      2.50000      0.00000
  D        0.00006      3.50000      0.00000
  D        0.00006      4.50000      0.00000
  D        0.00006      5.50000      0.00000
  D        0.00006      6.50000      0.00000
  D        0.00006      7.50000      0.00000
  D        0.00006      8.50000      0.00000
  D        0.00006      9.50000      0.00000
  D        0.00006     10.50000      0.00000
  D        0.00006     11.50000      0.00000
  D        0.00006     12.50000      0.00000
  D        0.00006     13.50000      0.00000
  D        0.00006     14.50000      0.00000
  D        0.00006     15.50000      0.00000
  D        0.00006     16.50000      0.00000
  D        0.00006     17.50000      0.00160
  D        0.00006     18.50000      0.08740
  D        0.00006     19.50000      0.65951
  D        0.00006     20.50000      0.76283
  D        0.00006     21.50000      0.22035
  D        0.00006     22.50000      0.03536
  D        0.00006     23.50000      0.00461
  D        0.00006     24.50000      0.00055
  D        0.00006     25.50000      0.00006
  D        0.00006     26.50000      0.00001
  D        0.00006     27.50000      0.00000
  D        0.00006     28.50000      0.00000
  D        0.00006     29.50000      0.00000
  D        0.00006     30.50000      0.00000
  D        0.00006     31.50000      0.00000
  D        0.00006     32.50000      0.00000
  D        0.00006     33.50000      0.00000
  D        0.00006     34.50000      0.00000
  D        0.00006     35.50000      0.00000
  D        0.00006     36.50000      0.00000
  D        0.00006     37.50000      0.00000
  D        0.00006     38.50000      0.00000
  D        0.00006     39.50000      0.00000
  D        0.00006     40.50000      0.00000
  D        0.00006     41.50000      0.00000
  D        0.00006     42.50000      0.00000
  D        0.00006     43.50000      0.00000
  D        0.00006     44.50000      0.00000
  D        0.00006     45.50000      0.00000
  D        0.00006     46.50000      0.00000
  D        0.00006     47.50000      0.00000
  D        0.00006     48.50000      0.00000
  D        0.00006     49.50000      0.00000
  D        0.00006     50.50000      0.00000
  D        0.00006     51.50000      0.00000
  D        0.00006     52.50000      0.00000
  D        0.00006     53.50000      0.00000
  D        0.00006     54.50000      0.00000
  D        0.00006     55.50000      0.00000
  D        0.00006     56.50000      0.00000
  D        0.00006     57.50000      0.00000
  D        0.00006     58.50000      0.00000
  D        0.00006     59.50000      0.00000
  D        0.00006     60.50000      0.00000
  D        0.00006     61.50000      0.00000
  D        0.00006     62.50000      0.00000
  D        0.00006     63.50000      0.00000
  D        0.00006     64.50000      0.00000
  D        0.00006     65.50000      0.00000
  D        0.00006     66.50000      0.00000
  D        0.00006     67.50000      0.00000
  D        0.00006     68.50000      0.00000
  D        0.00006     69.50000      0.00000
  D        0.00006     70.50000      0.00000
  D        0.00006     71.50000      0.00000
  D        0.00006     72.50000      0.00000
  D        0.00006     73.50000      0.00000
  D        0.00006     74.50000      0.00000
  D        0.00006     75.50000      0.00000
  D        0.00006     76.50000      0.00000
  D        0.00006     77.50000      0.00000
  D        0.00006     78.50000      0.00000
  D        0.00006     79.50000      0.00000
  D        0.00006     80.50000      0.00000
  D        0.00006     81.50000      0.00000
  D        0.00006     82.50000      0.00000
  D        0.00006     83.50000      0.00000
  D        0.00006     84.50000      0.00000
  D        0.00006     85.50000      0.00000
  D        0.00006     86.50000      0.00000
  D        0.00006     87.50000      0.00000
  D        0.00006     88.50000      0.00000
  D        0.00006     89.50000      0.00000
  D        0.00006     90.50000      0.00000
  D        0.00006     91.50000      0.00000
  D        0.00006     92.50000      0.00000
  D        0.00006     93.50000      0.00000
  D        0.00006     94.50000      0.00000
  D        0.00006     95.50000      0.00000
  D        0.00006     96.50000      0.00000
  D        0.00006     97.50000      0.00000
  D        0.00006     98.50000      0.00000
  D        0.00006     99.50000      0.00000
  D        0.00006    100.00000      0.00000
  D        0.00008      0.00000      0.00000
  D        0.00008      0.50000      0.00000
  D        0.00008      1.50000      0.00000
  D        0.00008      2.50000      0.00000
  D        0.00008      3.50000      0.00000
  D        0.00008      4.50000      0.00000
  D        0.00008      5.50000      0.00000
  D        0.00008      6.50000      0.00000
  D        0.00008      7.50000      0.00000
  D        0.00008      8.50000      0.00000
  D        0.00008      9.50000      0.00000
  D        0.00008     10.50000      0.00000
  D        0.00008     11.50000      0.00000
  D        0.00008     12.50000      0.00000
  D        0.00008     13.50000      0.00000
  D        0.00008     14.50000      0.00000
  D        0.00008     15.50000      0.00000
  D        0.00008     16.50000      0.00000
  D        0.00008     17.50000      0.00145
  D        0.00008     18.50000      0.07958
  D        0.00008     19.50000      0.60679
  D        0.00008     20.50000      0.74864
  D        0.00008     21.50000      0.26838
  D        0.00008     22.50000      0.05654
  D        0.00008     23.50000      0.00933
  D        0.00008     24.50000      0.00134
  D        0.00008     25.50000      0.00018
  D        0.00008     26.50000      0.00002
  D        0.00008     27.50000      0.00000
  D        0.00008     28.50000      0.00000
  D        0.00008     29.50000      0.00000
  D        0.00008     30.50000      0.00000
  D        0.00008     31.50000      0.00000
  D        0.00008     32.50000      0.00000
  D        0.00008     33.50000      0.00000
  D        0.00008     34.50000      0.00000
  D        0.00008     35.50000      0.00000
  D        0.00008     36.50000      0.00000
  D        0.00008     37.50000      0.00000
  D        0.00008     38.50000      0.00000
  D        0.00008     39.50000      0.00000
  D        0.00008     40.50000      0.00000
  D        0.00008     41.50000      0.00000
  D        0.00008     42.50000      0.00000
  D        0.00008     43.50000      0.00000
  D        0.00008     44.50000      0.00000
  D        0.00008     45.50000      0.00000
  D        0.00008     46.50000      0.00000
  D        0.00008     47.50000      0.00000
  D        0.00008     48.50000      0.00000
  D        0.00008     49.50000      0.00000
  D        0.00008     50.50000      0.00000
  D        0.00008     51.50000      0.00000
  D        0.00008     52.50000      0.00000
  D        0.00008     53.50000      0.00000
  D        0.00008     54.50000      0.00000
  D        0.00008     55.50000      0.00000
  D        0.00008     56.50000      0.00000
  D        0.00008     57.50000      0.00000
  D        0.00008     58.50000      0.00000
  D        0.00008     59.50000      0.00000
  D        0.00008     60.50000      0.00000
  D        0.00008     61.50000      0.00000
  D        0.00008     62.50000      0.00000
  D        0.00008     63.50000      0.00000
  D        0.00008     64.50000      0.00000
  D        0.00008     65.50000      0.00000
  D        0.00008     66.50000      0.00000
  D        0.00008     67.50000      0.00000
  D        0.00008     68.50000      0.00000
  D        0.00008     69.50000      0.00000
  D        0.00008     70.50000      0.00000
  D        0.00008     71.50000      0.00000
  D        0.00008     72.50000      0.00000
  D        0.00008     73.50000      0.00000
  D        0.00008     74.50000      0.00000
  D        0.00008     75.50000      0.00000
  D        0.00008     76.50000      0.00000
  D        0.00008     77.50000      0.00000
  D        0.00008     78.50000      0.00000
  D        0.00008     79.50000      0.00000
  D        0.00008     80.50000      0.00000
  D        0.00008     81.50000      0.00000
  D        0.00008     82.50000      0.00000
  D        0.00008     83.50000      0.00000
  D        0.00008     84.50000      0.00000
  D        0.00008     85.50000      0.00000
  D        0.00008     86.50000      0.00000
  D        0.00008     87.50000      0.00000
  D        0.00008     88.50000      0.00000
  D        0.00008     89.50000      0.00000
  D        0.00008     90.50000      0.00000
  D        0.00008     91.50000      0.00000
  D        0.00008     92.50000      0.00000
  D        0.00008     93.50000      0.00000
  D        0.00008     94.50000      0.00000
  D        0.00008     95.50000      0.00000
  D        0.00008     96.50000      0.00000
  D        0.00008     97.50000      0.00000
  D        0.00008     98.50000      0.00000
  D        0.00008     99.50000      0.00000
  D        0.00008    100.00000      0.00000
  D        0.00011      0.00000      0.00000
  D        0.00011      0.50000      0.00000
  D        0.00011      1.50000      0.00000
  D        0.00011      2.50000      0.00000
  D        0.00011      3.50000      0.00000
  D        0.00011      4.50000      0.00000
  D        0.00011      5.50000      0.00000
  D        0.00011      6.50000      0.00000
  D        0.00011      7.50000      0.00000
  D        0.00011      8.50000      0.00000
  D        0.00011      9.50000      0.00000
  D        0.00011     10.50000      0.00000
  D        0.00011     11.50000      0.00000
  D        0.00011     12.50000      0.00000
  D        0.00011     13.50000      0.00000
  D        0.00011     14.50000      0.00000
  D        0.00011     15.50000      0.00000
  D        0.00011     16.50000      0.00000
  D        0.00011     17.50000      0.00132
  D        0.00011     18.50000      0.07247
  D        0.00011     19.50000      0.55822
  D        0.00011     20.50000      0.73133
  D        0.00011     21.50000      0.31046
  D        0.00011     22.50000      0.07962
  D        0.00011     23.50000      0.01572
  D        0.00011     24.50000      0.00265
  D        0.00011     25.50000      0.00040
  D        0.00011     26.50000      0.00006
  D        0.00011     27.50000      0.00001
  D        0.00011     28.50000      0.00000
  D        0.00011     29.50000      0.00000
  D        0.00011     30.50000      0.00000
  D        0.00011     31.50000      0.00000
  D        0.00011     32.50000      0.00000
  D        0.00011     33.50000      0.00000
  D        0.00011     34.50000      0.00000
  D        0.00011     35.50000      0.00000
  D        0.00011     36.50000      0.00000
  D        0.00011     37.50000      0.00000
  D        0.00011     38.50000      0.00000
  D        0.00011     39.50000      0.00000
  D        0.00011     40.50000      0.00000
  D        0.00011     41.50000      0.00000
  D        0.00011     42.50000      0.00000
  D        0.00011     43.50000      0.00000
  D        0.00011     44.50000      0.00000
  D        0.00011     45.50000      0.00000
  D        0.00011     46.50000      0.00000
  D        0.00011     47.50000      0.00000
  D        0.00011     48.50000      0.00000
  D        0.00011     49.50000      0.00000
  D        0.00011     50.50000      0.00000
  D        0.00011     51.50000      0.00000
  D        0.00011     52.50000      0.00000
  D        0.00011     53.50000      0.00000
  D        0.00011     54.50000      0.00000
  D        0.00011     55.50000      0.00000
  D        0.00011     56.50000      0.00000
  D        0.00011     57.50000      0.00000
  D        0.00011     58.50000      0.00000
  D        0.00011     59.50000      0.00000
  D        0.00011     60.50000      0.00000
  D        0.00011     61.50000      0.00000
  D        0.00011     62.50000      0.00000
  D        0.00011     63.50000      0.00000
  D        0.00011     64.50000      0.00000
  D        0.00011     65.50000      0.00000
  D        0.00011     66.50000      0.00000
  D        0.00011     67.50000      0.00000
  D        0.00011     68.50000      0.00000
  D        0.00011     69.50000      0.00000
  D        0.00011     70.50000      0.00000
  D        0.00011     71.50000      0.00000
  D        0.00011     72.50000      0.00000
  D        0.00011     73.50000      0.00000
  D        0.00011     74.50000      0.00000
  D        0.00011     75.50000      0.00000
  D        0.00011     76.50000      0.00000
  D        0.00011     77.50000      0.00000
  D        0.00011     78.50000      0.00000
  D        0.00011     79.50000      0.00000
  D        0.00011     80.50000      0.00000
  D        0.00011     81.50000      0.00000
  D        0.00011     82.50000      0.00000
  D        0.00011     83.50000      0.00000
  D        0.00011     84.50000      0.00000
  D        0.00011     85.50000      0.00000
  D        0.00011     86.50000      0.00000
  D        0.00011     87.50000      0.00000
  D        0.00011     88.50000      0.00000
  D        0.00011     89.50000      0.00000
  D        0.00011     90.50000      0.00000
  D        0.00011     91.50000      0.00000
  D        0.00011     92.50000      0.00000
  D        0.00011     93.50000      0.00000
  D        0.00011     94.50000      0.00000
  D        0.00011     95.50000      0.00000
  D        0.00011     96.50000      0.00000
  D        0.00011     97.50000      0.00000
  D        0.00011     98.50000      0.00000
  D        0.00011     99.50000      0.00000
  D        0.00011    100.00000      0.00000
  D        0.00014      0.00000      0.00000
  D        0.00014      0.50000      0.00000
  D        0.00014      1.50000      0.00000
  D        0.00014      2.50000      0.00000
  D        0.00014      3.50000      0.00000
  D        0.00014      4.50000      0.00000
  D        0.00014      5.50000      0.00000
  D        0.00014      6.50000      0.00000
  D        0.00014      7.50000      0.00000
  D        0.00014      8.50000      0.00000
  D        0.00014      9.50000      0.00000
  D        0.00014     10.50000      0.00000
  D        0.00014     11.50000      0.00000
  D        0.00014     12.50000      0.00000
  D        0.00014     13.50000      0.00000
  D        0.00014     14.50000      0.00000
  D        0.00014     15.50000      0.00000
  D        0.00014     16.50000      0.00000
  D        0.00014     17.50000      0.00120
  D        0.00014     18.50000      0.06599
  D        0.00014     19.50000      0.51347
  D        0.00014     20.50000      0.71152
  D        0.00014     21.50000      0.34692
  D        0.00014     22.50000      0.10392
  D        0.00014     23.50000      0.02374
  D        0.00014     24.50000      0.00457
  D        0.00014     25.50000      0.00078
  D        0.00014     26.50000      0.00012
  D        0.00014     27.50000      0.00002
  D        0.00014     28.50000      0.00000
  D        0.00014     29.50000      0.00000
  D        0.00014     30.50000      0.00000
  D        0.00014     31.50000      0.00000
  D        0.00014     32.50000      0.00000
  D        0.00014     33.50000      0.00000
  D        0.00014     34.50000      0.00000
  D        0.00014     35.50000      0.00000
  D        0.00014     36.50000      0.00000
  D        0.00014     37.50000      0.00000
  D        0.00014     38.50000      0.00000
  D        0.00014     39.50000      0.00000
  D        0.00014     40.50000      0.00000
  D        0.00014     41.50000      0.00000
  D        0.00014     42.50000      0.00000
  D        0.00014     43.50000      0.00000
  D        0.00014     44.50000      0.00000
  D        0.00014     45.50000      0.00000
  D        0.00014     46.50000      0.00000
  D        0.00014     47.50000      0.00000
  D        0.00014     48.50000      0.00000
  D        0.00014     49.50000      0.00000
  D        0.00014     50.50000      0.00000
  D        0.00014     51.50000      0.00000
  D        0.00014     52.50000      0.00000
  D        0.00014     53.50000      0.00000
  D        0.00014     54.50000      0.00000
  D        0.00014     55.50000      0.00000
  D        0.00014     56.50000      0.00000
  D        0.00014     57.50000      0.00000
  D        0.00014     58.50000      0.00000
  D        0.00014     59.50000      0.00000
  D        0.00014     60.50000      0.00000
  D        0.00014     61.50000      0.00000
  D        0.00014     62.50000      0.00000
  D        0.00014     63.50000      0.00000
  D        0.00014     64.50000      0.00000
  D        0.00014     65.50000      0.00000
  D        0.00014     66.50000      0.00000
  D        0.00014     67.50000      0.00000
  D        0.00014     68.50000      0.00000
  D        0.00014     69.50000      0.00000
  D        0.00014     70.50000      0.00000
  D        0.00014     71.50000      0.00000
  D        0.00014     72.50000      0.00000
  D        0.00014     73.50000      0.00000
  D        0.00014     74.50000      0.00000
  D        0.00014     75.50000      0.00000
  D        0.00014     76.50000      0.00000
  D        0.00014     77.50000      0.00000
  D        0.00014     78.50000      0.00000
  D        0.00014     79.50000      0.00000
  D        0.00014     80.50000      0.00000
  D        0.00014     81.50000      0.00000
  D        0.00014     82.50000      0.00000
  D        0.00014     83.50000      0.00000
  D        0.00014     84.50000      0.00000
  D        0.00014     85.50000      0.00000
  D        0.00014     86.50000      0.00000
  D        0.00014     87.50000      0.00000
  D        0.00014     88.50000      0.00000
  D        0.00014     89.50000      0.00000
  D        0.00014     90.50000      0.00000
  D        0.00014     91.50000      0.00000
  D        0.00014     92.50000      0.00000
  D        0.00014     93.50000      0.00000
  D        0.00014     94.50000      0.00000
  D        0.00014     95.50000      0.00000
  D        0.00014     96.50000      0.00000
  D        0.00014     97.50000      0.00000
  D        0.00014     98.50000      0.00000
  D        0.00014     99.50000      0.00000
  D        0.00014    100.00000      0.00000
  D        0.00017      0.00000      0.00000
  D        0.00017      0.50000      0.00000
  D        0.00017      1.50000      0.00000
  D        0.00017      2.50000      0.00000
  D        0.00017      3.50000      0.00000
  D        0.00017      4.50000      0.00000
  D        0.00017      5.50000      0.00000
  D        0.00017      6.50000      0.00000
  D        0.00017      7.50000      0.00000
  D        0.00017      8.50000      0.00000
  D        0.00017      9.50000      0.00000
  D        0.00017     10.50000      0.00000
  D        0.00017     11.50000      0.00000
  D        0.00017     12.50000      0.00000
  D        0.00017     13.50000      0.00000
  D        0.00017     14.50000      0.00000
  D        0.00017     15.50000      0.00000
  D        0.00017     16.50000      0.00000
  D        0.00017     17.50000      0.00109
  D        0.00017     18.50000      0.06009
  D        0.00017     19.50000      0.47225
  D        0.00017     20.50000      0.68977
  D        0.00017     21.50000      0.37809
  D        0.00017     22.50000      0.12885
  D        0.00017     23.50000      0.03330
  D        0.00017     24.50000      0.00718
  D        0.00017     25.50000      0.00136
  D        0.00017     26.50000      0.00024
  D        0.00017     27.50000      0.00004
  D        0.00017     28.50000      0.00001
  D        0.00017     29.50000      0.00000
  D        0.00017     30.50000      0.00000
  D        0.00017     31.50000      0.00000
  D        0.00017     32.50000      0.00000
  D        0.00017     33.50000      0.00000
  D        0.00017     34.50000      0.00000
  D        0.00017     35.50000      0.00000
  D        0.00017     36.50000      0.00000
  D        0.00017     37.50000      0.00000
  D        0.00017     38.50000      0.00000
  D        0.00017     39.50000      0.00000
  D        0.00017     40.50000      0.00000
  D        0.00017     41.50000      0.00000
  D        0.00017     42.50000      0.00000
  D        0.00017     43.50000      0.00000
  D        0.00017     44.50000      0.00000
  D        0.00017     45.50000      0.00000
  D        0.00017     46.50000      0.00000
  D        0.00017     47.50000      0.00000
  D        0.00017     48.50000      0.00000
  D        0.00017     49.50000      0.00000
  D        0.00017     50.50000      0.00000
  D        0.00017     51.50000      0.00000
  D        0.00017     52.50000      0.00000
  D        0.00017     53.50000      0.00000
  D        0.00017     54.50000      0.00000
  D        0.00017     55.50000      0.00000
  D        0.00017     56.50000      0.00000
  D        0.00017     57.50000      0.00000
  D        0.00017     58.50000      0.00000
  D        0.00017     59.50000      0.00000
  D        0.00017     60.50000      0.00000
  D        0.00017     61.50000      0.00000
  D        0.00017     62.50000      0.00000
  D        0.00017     63.50000      0.00000
  D        0.00017     64.50000      0.00000
  D        0.00017     65.50000      0.00000
  D        0.00017     66.50000      0.00000
  D        0.00017     67.50000      0.00000
  D        0.00017     68.50000      0.00000
  D        0.00017     69.50000      0.00000
  D        0.00017     70.50000      0.00000
  D        0.00017     71.50000      0.00000
  D        0.00017     72.50000      0.00000
  D        0.00017     73.50000      0.00000
  D        0.00017     74.50000      0.00000
  D        0.00017     75.50000      0.00000
  D        0.00017     76.50000      0.00000
  D        0.00017     77.50000      0.00000
  D        0.00017     78.50000      0.00000
  D        0.00017     79.50000      0.00000
  D        0.00017     80.50000      0.00000
  D        0.00017     81.50000      0.00000
  D        0.00017     82.50000      0.00000
  D        0.00017     83.50000      0.00000
  D        0.00017     84.50000      0.00000
  D        0.00017     85.50000      0.00000
  D        0.00017     86.50000      0.00000
  D        0.00017     87.50000      0.00000
  D        0.00017     88.50000      0.00000
  D        0.00017     89.50000      0.00000
  D        0.00017     90.50000      0.00000
  D        0.00017     91.50000      0.00000
  D        0.00017     92.50000      0.00000
  D        0.00017     93.50000      0.00000
  D        0.00017     94.50000      0.00000
  D        0.00017     95.50000      0.00000
  D        0.00017     96.50000      0.00000
  D        0.00017     97.50000      0.00000
  D        0.00017     98.50000      0.00000
  D        0.00017     99.50000      0.00000
  D        0.00017    100.00000      0.00000
  D        0.00019      0.00000      0.00000
  D        0.00019      0.50000      0.00000
  D        0.00019      1.50000      0.00000
  D        0.00019      2.50000      0.00000
  D        0.00019      3.50000      0.00000
  D        0.00019      4.50000      0.00000
  D        0.00019      5.50000      0.00000
  D        0.00019      6.50000      0.00000
  D        0.00019      7.50000      0.00000
  D        0.00019      8.50000      0.00000
  D        0.00019      9.50000      0.00000
  D        0.00019     10.50000      0.00000
  D        0.00019     11.50000      0.00000
  D        0.00019     12.50000      0.00000
  D        0.00019     13.50000      0.00000
  D        0.00019     14.50000      0.00000
  D        0.00019     15.50000      0.00000
  D        0.00019     16.50000      0.00000
  D        0.00019     17.50000      0.00099
  D        0.00019     18.50000      0.05472
  D        0.00019     19.50000      0.43430
  D        0.00019     20.50000      0.66655
  D        0.00019     21.50000      0.40432
  D        0.00019     22.50000      0.15389
  D        0.00019     23.50000      0.04426
  D        0.00019     24.50000      0.01055
  D        0.00019     25.50000      0.00220
  D        0.00019     26.50000      0.00041
  D        0.00019     27.50000      0.00007
  D        0.00019     28.50000      0.00001
  D        0.00019     29.50000      0.00000
  D        0.00019     30.50000      0.00000
  D        0.00019     31.50000      0.00000
  D        0.00019     32.50000      0.00000
  D        0.00019     33.50000      0.00000
  D        0.00019     34.50000      0.00000
  D        0.00019     35.50000      0.00000
  D        0.00019     36.50000      0.00000
  D        0.00019     37.50000      0.00000
  D        0.00019     38.50000      0.00000
  D        0.00019     39.50000      0.00000
  D        0.00019     40.50000      0.00000
  D        0.00019     41.50000      0.00000
  D        0.00019     42.50000      0.00000
  D        0.00019     43.50000      0.00000
  D        0.00019     44.50000      0.00000
  D        0.00019     45.50000      0.00000
  D        0.00019     46.50000      0.00000
  D        0.00019     47.50000      0.00000
  D        0.00019     48.50000      0.00000
  D        0.00019     49.50000      0.00000
  D        0.00019     50.50000      0.00000
  D        0.00019     51.50000      0.00000
  D        0.00019     52.50000      0.00000
  D        0.00019     53.50000      0.00000
  D        0.00019     54.50000      0.00000
  D        0.00019     55.50000      0.00000
  D        0.00019     56.50000      0.00000
  D        0.00019     57.50000      0.00000
  D        0.00019     58.50000      0.00000
  D        0.00019     59.50000      0.00000
  D        0.00019     60.50000      0.00000
