        Time        Position      Delta_Conc
       hours              cm         mol/cm3
     0.00000     0.00000E+00    -1.00000E-03
     0.00000     5.00000E-03    -9.95000E-04
     0.00000     1.50000E-02    -9.85000E-04
     0.00000     2.50000E-02    -9.75000E-04
     0.00000     3.50000E-02    -9.65000E-04
     0.00000     4.50000E-02    -9.55000E-04
     0.00000     5.50000E-02    -9.45000E-04
     0.00000     6.50000E-02    -9.35000E-04
     0.00000     7.50000E-02    -9.25000E-04
     0.00000     8.50000E-02    -9.15000E-04
     0.00000     9.50000E-02    -9.05000E-04
     0.00000     1.05000E-01    -8.95000E-04
     0.00000     1.15000E-01    -8.85000E-04
     0.00000     1.25000E-01    -8.75000E-04
     0.00000     1.35000E-01    -8.65000E-04
     0.00000     1.45000E-01    -8.55000E-04
     0.00000     1.55000E-01    -8.45000E-04
     0.00000     1.65000E-01    -8.35000E-04
     0.00000     1.75000E-01    -8.25000E-04
     0.00000     1.85000E-01    -8.15000E-04
     0.00000     1.95000E-01    -8.05000E-04
     0.00000     2.05000E-01    -7.95000E-04
     0.00000     2.15000E-01    -7.85000E-04
     0.00000     2.25000E-01    -7.75000E-04
     0.00000     2.35000E-01    -7.65000E-04
     0.00000     2.45000E-01    -7.55000E-04
     0.00000     2.55000E-01    -7.45000E-04
     0.00000     2.65000E-01    -7.35000E-04
     0.00000     2.75000E-01    -7.25000E-04
     0.00000     2.85000E-01    -7.15000E-04
     0.00000     2.95000E-01    -7.05000E-04
     0.00000     3.05000E-01    -6.95000E-04
     0.00000     3.15000E-01    -6.85000E-04
     0.00000     3.25000E-01    -6.75000E-04
     0.00000     3.35000E-01    -6.65000E-04
     0.00000     3.45000E-01    -6.55000E-04
     0.00000     3.55000E-01    -6.45000E-04
     0.00000     3.65000E-01    -6.35000E-04
     0.00000     3.75000E-01    -6.25000E-04
     0.00000     3.85000E-01    -6.15000E-04
     0.00000     3.95000E-01    -6.05000E-04
     0.00000     4.05000E-01    -5.95000E-04
     0.00000     4.15000E-01    -5.85000E-04
     0.00000     4.25000E-01    -5.75000E-04
     0.00000     4.35000E-01    -5.65000E-04
     0.00000     4.45000E-01    -5.55000E-04
     0.00000     4.55000E-01    -5.45000E-04
     0.00000     4.65000E-01    -5.35000E-04
     0.00000     4.75000E-01    -5.25000E-04
     0.00000     4.85000E-01    -5.15000E-04
     0.00000     4.95000E-01    -5.05000E-04
     0.00000     5.05000E-01    -4.95000E-04
     0.00000     5.15000E-01    -4.85000E-04
     0.00000     5.25000E-01    -4.75000E-04
     0.00000     5.35000E-01    -4.65000E-04
     0.00000     5.45000E-01    -4.55000E-04
     0.00000     5.55000E-01    -4.45000E-04
     0.00000     5.65000E-01    -4.35000E-04
     0.00000     5.75000E-01    -4.25000E-04
     0.00000     5.85000E-01    -4.15000E-04
     0.00000     5.95000E-01    -4.05000E-04
     0.00000     6.05000E-01    -3.95000E-04
     0.00000     6.15000E-01    -3.85000E-04
     0.00000     6.25000E-01    -3.75000E-04
     0.00000     6.35000E-01    -3.65000E-04
     0.00000     6.45000E-01    -3.55000E-04
     0.00000     6.55000E-01    -3.45000E-04
     0.00000     6.65000E-01    -3.35000E-04
     0.00000     6.75000E-01    -3.25000E-04
     0.00000     6.85000E-01    -3.15000E-04
     0.00000     6.95000E-01    -3.05000E-04
     0.00000     7.05000E-01    -2.95000E-04
     0.00000     7.15000E-01    -2.85000E-04
     0.00000     7.25000E-01    -2.75000E-04
     0.00000     7.35000E-01    -2.65000E-04
     0.00000     7.45000E-01    -2.55000E-04
     0.00000     7.55000E-01    -2.45000E-04
     0.00000     7.65000E-01    -2.35000E-04
     0.00000     7.75000E-01    -2.25000E-04
     0.00000     7.85000E-01    -2.15000E-04
     0.00000     7.95000E-01    -2.05000E-04
     0.00000     8.05000E-01    -1.95000E-04
     0.00000     8.15000E-01    -1.85000E-04
     0.00000     8.25000E-01    -1.75000E-04
     0.00000     8.35000E-01    -1.65000E-04
     0.00000     8.45000E-01    -1.55000E-04
     0.00000     8.55000E-01    -1.45000E-04
     0.00000     8.65000E-01    -1.35000E-04
     0.00000     8.75000E-01    -1.25000E-04
     0.00000     8.85000E-01    -1.15000E-04
     0.00000     8.95000E-01    -1.05000E-04
     0.00000     9.05000E-01    -9.50000E-05
     0.00000     9.15000E-01    -8.50000E-05
     0.00000     9.25000E-01    -7.50000E-05
     0.00000     9.35000E-01    -6.50000E-05
     0.00000     9.45000E-01    -5.50000E-05
     0.00000     9.55000E-01    -4.50000E-05
     0.00000     9.65000E-01    -3.50000E-05
     0.00000     9.75000E-01    -2.50000E-05
     0.00000     9.85000E-01    -1.50000E-05
     0.00000     9.95000E-01    -5.00000E-06
     0.00000     1.00000E+00     0.00000E+00
     0.01667     0.00000E+00    -9.72127E-04
     0.01667     5.00000E-03    -9.72127E-04
     0.01667     1.50000E-02    -9.69834E-04
     0.01667     2.50000E-02    -9.65440E-04
     0.01667     3.50000E-02    -9.59279E-04
     0.01667     4.50000E-02    -9.51752E-04
     0.01667     5.50000E-02    -9.43250E-04
     0.01667     6.50000E-02    -9.34105E-04
     0.01667     7.50000E-02    -9.24565E-04
     0.01667     8.50000E-02    -9.14798E-04
     0.01667     9.50000E-02    -9.04911E-04
     0.01667     1.05000E-01    -8.94962E-04
     0.01667     1.15000E-01    -8.84985E-04
     0.01667     1.25000E-01    -8.74994E-04
     0.01667     1.35000E-01    -8.64998E-04
     0.01667     1.45000E-01    -8.54999E-04
     0.01667     1.55000E-01    -8.45000E-04
     0.01667     1.65000E-01    -8.35000E-04
     0.01667     1.75000E-01    -8.25000E-04
     0.01667     1.85000E-01    -8.15000E-04
     0.01667     1.95000E-01    -8.05000E-04
     0.01667     2.05000E-01    -7.95000E-04
     0.01667     2.15000E-01    -7.85000E-04
     0.01667     2.25000E-01    -7.75000E-04
     0.01667     2.35000E-01    -7.65000E-04
     0.01667     2.45000E-01    -7.55000E-04
     0.01667     2.55000E-01    -7.45000E-04
     0.01667     2.65000E-01    -7.35000E-04
     0.01667     2.75000E-01    -7.25000E-04
     0.01667     2.85000E-01    -7.15000E-04
     0.01667     2.95000E-01    -7.05000E-04
     0.01667     3.05000E-01    -6.95000E-04
     0.01667     3.15000E-01    -6.85000E-04
     0.01667     3.25000E-01    -6.75000E-04
     0.01667     3.35000E-01    -6.65000E-04
     0.01667     3.45000E-01    -6.55000E-04
     0.01667     3.55000E-01    -6.45000E-04
     0.01667     3.65000E-01    -6.35000E-04
     0.01667     3.75000E-01    -6.25000E-04
     0.01667     3.85000E-01    -6.15000E-04
     0.01667     3.95000E-01    -6.05000E-04
     0.01667     4.05000E-01    -5.95000E-04
     0.01667     4.15000E-01    -5.85000E-04
     0.01667     4.25000E-01    -5.75000E-04
     0.01667     4.35000E-01    -5.65000E-04
     0.01667     4.45000E-01    -5.55000E-04
     0.01667     4.55000E-01    -5.45000E-04
     0.01667     4.65000E-01    -5.35000E-04
     0.01667     4.75000E-01    -5.25000E-04
     0.01667     4.85000E-01    -5.15000E-04
     0.01667     4.95000E-01    -5.05000E-04
     0.01667     5.05000E-01    -4.95000E-04
     0.01667     5.15000E-01    -4.85000E-04
     0.01667     5.25000E-01    -4.75000E-04
     0.01667     5.35000E-01    -4.65000E-04
     0.01667     5.45000E-01    -4.55000E-04
     0.01667     5.55000E-01    -4.45000E-04
     0.01667     5.65000E-01    -4.35000E-04
     0.01667     5.75000E-01    -4.25000E-04
     0.01667     5.85000E-01    -4.15000E-04
     0.01667     5.95000E-01    -4.05000E-04
     0.01667     6.05000E-01    -3.95000E-04
     0.01667     6.15000E-01    -3.85000E-04
     0.01667     6.25000E-01    -3.75000E-04
     0.01667     6.35000E-01    -3.65000E-04
     0.01667     6.45000E-01    -3.55000E-04
     0.01667     6.55000E-01    -3.45000E-04
     0.01667     6.65000E-01    -3.35000E-04
     0.01667     6.75000E-01    -3.25000E-04
     0.01667     6.85000E-01    -3.15000E-04
     0.01667     6.95000E-01    -3.05000E-04
     0.01667     7.05000E-01    -2.95000E-04
     0.01667     7.15000E-01    -2.85000E-04
     0.01667     7.25000E-01    -2.75000E-04
     0.01667     7.35000E-01    -2.65000E-04
     0.01667     7.45000E-01    -2.55000E-04
     0.01667     7.55000E-01    -2.45000E-04
     0.01667     7.65000E-01    -2.35000E-04
     0.01667     7.75000E-01    -2.25000E-04
     0.01667     7.85000E-01    -2.15000E-04
     0.01667     7.95000E-01    -2.05000E-04
     0.01667     8.05000E-01    -1.95000E-04
     0.01667     8.15000E-01    -1.85000E-04
     0.01667     8.25000E-01    -1.75000E-04
     0.01667     8.35000E-01    -1.65000E-04
     0.01667     8.45000E-01    -1.55000E-04
     0.01667     8.55000E-01    -1.45001E-04
     0.01667     8.65000E-01    -1.35002E-04
     0.01667     8.75000E-01    -1.25006E-04
     0.01667     8.85000E-01    -1.15015E-04
     0.01667     8.95000E-01    -1.05038E-04
     0.01667     9.05000E-01    -9.50890E-05
     0.01667     9.15000E-01    -8.52016E-05
     0.01667     9.25000E-01    -7.54353E-05
     0.01667     9.35000E-01    -6.58951E-05
     0.01667     9.45000E-01    -5.67496E-05
     0.01667     9.55000E-01    -4.82478E-05
     0.01667     9.65000E-01    -4.07205E-05
     0.01667     9.75000E-01    -3.45598E-05
     0.01667     9.85000E-01    -3.01660E-05
     0.01667     9.95000E-01    -2.78733E-05
     0.01667     1.00000E+00    -2.78733E-05
     0.03333     0.00000E+00    -9.60748E-04
     0.03333     5.00000E-03    -9.60748E-04
     0.03333     1.50000E-02    -9.59123E-04
     0.03333     2.50000E-02    -9.55940E-04
     0.03333     3.50000E-02    -9.51328E-04
     0.03333     4.50000E-02    -9.45456E-04
     0.03333     5.50000E-02    -9.38521E-04
     0.03333     6.50000E-02    -9.30725E-04
     0.03333     7.50000E-02    -9.22259E-04
     0.03333     8.50000E-02    -9.13293E-04
     0.03333     9.50000E-02    -9.03967E-04
     0.03333     1.05000E-01    -8.94393E-04
     0.03333     1.15000E-01    -8.84653E-04
     0.03333     1.25000E-01    -8.74807E-04
     0.03333     1.35000E-01    -8.64896E-04
     0.03333     1.45000E-01    -8.54945E-04
     0.03333     1.55000E-01    -8.44972E-04
     0.03333     1.65000E-01    -8.34986E-04
     0.03333     1.75000E-01    -8.24993E-04
     0.03333     1.85000E-01    -8.14997E-04
     0.03333     1.95000E-01    -8.04999E-04
     0.03333     2.05000E-01    -7.94999E-04
     0.03333     2.15000E-01    -7.85000E-04
     0.03333     2.25000E-01    -7.75000E-04
     0.03333     2.35000E-01    -7.65000E-04
     0.03333     2.45000E-01    -7.55000E-04
     0.03333     2.55000E-01    -7.45000E-04
     0.03333     2.65000E-01    -7.35000E-04
     0.03333     2.75000E-01    -7.25000E-04
     0.03333     2.85000E-01    -7.15000E-04
     0.03333     2.95000E-01    -7.05000E-04
     0.03333     3.05000E-01    -6.95000E-04
     0.03333     3.15000E-01    -6.85000E-04
     0.03333     3.25000E-01    -6.75000E-04
     0.03333     3.35000E-01    -6.65000E-04
     0.03333     3.45000E-01    -6.55000E-04
     0.03333     3.55000E-01    -6.45000E-04
     0.03333     3.65000E-01    -6.35000E-04
     0.03333     3.75000E-01    -6.25000E-04
     0.03333     3.85000E-01    -6.15000E-04
     0.03333     3.95000E-01    -6.05000E-04
     0.03333     4.05000E-01    -5.95000E-04
     0.03333     4.15000E-01    -5.85000E-04
     0.03333     4.25000E-01    -5.75000E-04
     0.03333     4.35000E-01    -5.65000E-04
     0.03333     4.45000E-01    -5.55000E-04
     0.03333     4.55000E-01    -5.45000E-04
     0.03333     4.65000E-01    -5.35000E-04
     0.03333     4.75000E-01    -5.25000E-04
     0.03333     4.85000E-01    -5.15000E-04
     0.03333     4.95000E-01    -5.05000E-04
     0.03333     5.05000E-01    -4.95000E-04
     0.03333     5.15000E-01    -4.85000E-04
     0.03333     5.25000E-01    -4.75000E-04
     0.03333     5.35000E-01    -4.65000E-04
     0.03333     5.45000E-01    -4.55000E-04
     0.03333     5.55000E-01    -4.45000E-04
     0.03333     5.65000E-01    -4.35000E-04
     0.03333     5.75000E-01    -4.25000E-04
     0.03333     5.85000E-01    -4.15000E-04
     0.03333     5.95000E-01    -4.05000E-04
     0.03333     6.05000E-01    -3.95000E-04
     0.03333     6.15000E-01    -3.85000E-04
     0.03333     6.25000E-01    -3.75000E-04
     0.03333     6.35000E-01    -3.65000E-04
     0.03333     6.45000E-01    -3.55000E-04
     0.03333     6.55000E-01    -3.45000E-04
     0.03333     6.65000E-01    -3.35000E-04
     0.03333     6.75000E-01    -3.25000E-04
     0.03333     6.85000E-01    -3.15000E-04
     0.03333     6.95000E-01    -3.05000E-04
     0.03333     7.05000E-01    -2.95000E-04
     0.03333     7.15000E-01    -2.85000E-04
     0.03333     7.25000E-01    -2.75000E-04
     0.03333     7.35000E-01    -2.65000E-04
     0.03333     7.45000E-01    -2.55000E-04
     0.03333     7.55000E-01    -2.45000E-04
     0.03333     7.65000E-01    -2.35000E-04
     0.03333     7.75000E-01    -2.25000E-04
     0.03333     7.85000E-01    -2.15000E-04
     0.03333     7.95000E-01    -2.05001E-04
     0.03333     8.05000E-01    -1.95001E-04
     0.03333     8.15000E-01    -1.85003E-04
     0.03333     8.25000E-01    -1.75007E-04
     0.03333     8.35000E-01    -1.65014E-04
     0.03333     8.45000E-01    -1.55028E-04
     0.03333     8.55000E-01    -1.45055E-04
     0.03333     8.65000E-01    -1.35104E-04
     0.03333     8.75000E-01    -1.25193E-04
     0.03333     8.85000E-01    -1.15347E-04
     0.03333     8.95000E-01    -1.05607E-04
     0.03333     9.05000E-01    -9.60330E-05
     0.03333     9.15000E-01    -8.67072E-05
     0.03333     9.25000E-01    -7.77409E-05
     0.03333     9.35000E-01    -6.92750E-05
     0.03333     9.45000E-01    -6.14789E-05
     0.03333     9.55000E-01    -5.45441E-05
     0.03333     9.65000E-01    -4.86723E-05
     0.03333     9.75000E-01    -4.40598E-05
     0.03333     9.85000E-01    -4.08774E-05
     0.03333     9.95000E-01    -3.92523E-05
     0.03333     1.00000E+00    -3.92523E-05
     0.05000     0.00000E+00    -9.51993E-04
     0.05000     5.00000E-03    -9.51993E-04
     0.05000     1.50000E-02    -9.50665E-04
     0.05000     2.50000E-02    -9.48047E-04
     0.05000     3.50000E-02    -9.44207E-04
     0.05000     4.50000E-02    -9.39247E-04
     0.05000     5.50000E-02    -9.33284E-04
     0.05000     6.50000E-02    -9.26451E-04
     0.05000     7.50000E-02    -9.18881E-04
     0.05000     8.50000E-02    -9.10706E-04
     0.05000     9.50000E-02    -9.02046E-04
     0.05000     1.05000E-01    -8.93008E-04
     0.05000     1.15000E-01    -8.83684E-04
     0.05000     1.25000E-01    -8.74148E-04
     0.05000     1.35000E-01    -8.64459E-04
     0.05000     1.45000E-01    -8.54664E-04
     0.05000     1.55000E-01    -8.44795E-04
     0.05000     1.65000E-01    -8.34878E-04
     0.05000     1.75000E-01    -8.24928E-04
     0.05000     1.85000E-01    -8.14959E-04
     0.05000     1.95000E-01    -8.04977E-04
     0.05000     2.05000E-01    -7.94987E-04
     0.05000     2.15000E-01    -7.84993E-04
     0.05000     2.25000E-01    -7.74996E-04
     0.05000     2.35000E-01    -7.64998E-04
     0.05000     2.45000E-01    -7.54999E-04
     0.05000     2.55000E-01    -7.45000E-04
     0.05000     2.65000E-01    -7.35000E-04
     0.05000     2.75000E-01    -7.25000E-04
     0.05000     2.85000E-01    -7.15000E-04
     0.05000     2.95000E-01    -7.05000E-04
     0.05000     3.05000E-01    -6.95000E-04
     0.05000     3.15000E-01    -6.85000E-04
     0.05000     3.25000E-01    -6.75000E-04
     0.05000     3.35000E-01    -6.65000E-04
     0.05000     3.45000E-01    -6.55000E-04
     0.05000     3.55000E-01    -6.45000E-04
     0.05000     3.65000E-01    -6.35000E-04
     0.05000     3.75000E-01    -6.25000E-04
     0.05000     3.85000E-01    -6.15000E-04
     0.05000     3.95000E-01    -6.05000E-04
     0.05000     4.05000E-01    -5.95000E-04
     0.05000     4.15000E-01    -5.85000E-04
     0.05000     4.25000E-01    -5.75000E-04
     0.05000     4.35000E-01    -5.65000E-04
     0.05000     4.45000E-01    -5.55000E-04
     0.05000     4.55000E-01    -5.45000E-04
     0.05000     4.65000E-01    -5.35000E-04
     0.05000     4.75000E-01    -5.25000E-04
     0.05000     4.85000E-01    -5.15000E-04
     0.05000     4.95000E-01    -5.05000E-04
     0.05000     5.05000E-01    -4.95000E-04
     0.05000     5.15000E-01    -4.85000E-04
     0.05000     5.25000E-01    -4.75000E-04
     0.05000     5.35000E-01    -4.65000E-04
     0.05000     5.45000E-01    -4.55000E-04
     0.05000     5.55000E-01    -4.45000E-04
     0.05000     5.65000E-01    -4.35000E-04
     0.05000     5.75000E-01    -4.25000E-04
     0.05000     5.85000E-01    -4.15000E-04
     0.05000     5.95000E-01    -4.05000E-04
     0.05000     6.05000E-01    -3.95000E-04
     0.05000     6.15000E-01    -3.85000E-04
     0.05000     6.25000E-01    -3.75000E-04
     0.05000     6.35000E-01    -3.65000E-04
     0.05000     6.45000E-01    -3.55000E-04
     0.05000     6.55000E-01    -3.45000E-04
     0.05000     6.65000E-01    -3.35000E-04
     0.05000     6.75000E-01    -3.25000E-04
     0.05000     6.85000E-01    -3.15000E-04
     0.05000     6.95000E-01    -3.05000E-04
     0.05000     7.05000E-01    -2.95000E-04
     0.05000     7.15000E-01    -2.85000E-04
     0.05000     7.25000E-01    -2.75000E-04
     0.05000     7.35000E-01    -2.65000E-04
     0.05000     7.45000E-01    -2.55000E-04
     0.05000     7.55000E-01    -2.45001E-04
     0.05000     7.65000E-01    -2.35002E-04
     0.05000     7.75000E-01    -2.25004E-04
     0.05000     7.85000E-01    -2.15007E-04
     0.05000     7.95000E-01    -2.05013E-04
     0.05000     8.05000E-01    -1.95023E-04
     0.05000     8.15000E-01    -1.85041E-04
     0.05000     8.25000E-01    -1.75072E-04
     0.05000     8.35000E-01    -1.65122E-04
     0.05000     8.45000E-01    -1.55205E-04
     0.05000     8.55000E-01    -1.45336E-04
     0.05000     8.65000E-01    -1.35541E-04
     0.05000     8.75000E-01    -1.25852E-04
     0.05000     8.85000E-01    -1.16316E-04
     0.05000     8.95000E-01    -1.06992E-04
     0.05000     9.05000E-01    -9.79542E-05
     0.05000     9.15000E-01    -8.92941E-05
     0.05000     9.25000E-01    -8.11188E-05
     0.05000     9.35000E-01    -7.35490E-05
     0.05000     9.45000E-01    -6.67155E-05
     0.05000     9.55000E-01    -6.07530E-05
     0.05000     9.65000E-01    -5.57925E-05
     0.05000     9.75000E-01    -5.19535E-05
     0.05000     9.85000E-01    -4.93346E-05
     0.05000     9.95000E-01    -4.80067E-05
     0.05000     1.00000E+00    -4.80067E-05
     0.06667     0.00000E+00    -9.44605E-04
     0.06667     5.00000E-03    -9.44605E-04
     0.06667     1.50000E-02    -9.43455E-04
     0.06667     2.50000E-02    -9.41178E-04
     0.06667     3.50000E-02    -9.37821E-04
     0.06667     4.50000E-02    -9.33451E-04
     0.06667     5.50000E-02    -9.28148E-04
     0.06667     6.50000E-02    -9.22006E-04
     0.06667     7.50000E-02    -9.15125E-04
     0.06667     8.50000E-02    -9.07604E-04
     0.06667     9.50000E-02    -8.99543E-04
     0.06667     1.05000E-01    -8.91034E-04
     0.06667     1.15000E-01    -8.82162E-04
     0.06667     1.25000E-01    -8.73000E-04
     0.06667     1.35000E-01    -8.63612E-04
     0.06667     1.45000E-01    -8.54052E-04
     0.06667     1.55000E-01    -8.44362E-04
     0.06667     1.65000E-01    -8.34578E-04
     0.06667     1.75000E-01    -8.24725E-04
     0.06667     1.85000E-01    -8.14824E-04
     0.06667     1.95000E-01    -8.04889E-04
     0.06667     2.05000E-01    -7.94931E-04
     0.06667     2.15000E-01    -7.84958E-04
     0.06667     2.25000E-01    -7.74974E-04
     0.06667     2.35000E-01    -7.64985E-04
     0.06667     2.45000E-01    -7.54991E-04
     0.06667     2.55000E-01    -7.44995E-04
     0.06667     2.65000E-01    -7.34997E-04
     0.06667     2.75000E-01    -7.24998E-04
     0.06667     2.85000E-01    -7.14999E-04
     0.06667     2.95000E-01    -7.05000E-04
     0.06667     3.05000E-01    -6.95000E-04
     0.06667     3.15000E-01    -6.85000E-04
     0.06667     3.25000E-01    -6.75000E-04
     0.06667     3.35000E-01    -6.65000E-04
     0.06667     3.45000E-01    -6.55000E-04
     0.06667     3.55000E-01    -6.45000E-04
     0.06667     3.65000E-01    -6.35000E-04
     0.06667     3.75000E-01    -6.25000E-04
     0.06667     3.85000E-01    -6.15000E-04
     0.06667     3.95000E-01    -6.05000E-04
     0.06667     4.05000E-01    -5.95000E-04
     0.06667     4.15000E-01    -5.85000E-04
     0.06667     4.25000E-01    -5.75000E-04
     0.06667     4.35000E-01    -5.65000E-04
     0.06667     4.45000E-01    -5.55000E-04
     0.06667     4.55000E-01    -5.45000E-04
     0.06667     4.65000E-01    -5.35000E-04
     0.06667     4.75000E-01    -5.25000E-04
     0.06667     4.85000E-01    -5.15000E-04
     0.06667     4.95000E-01    -5.05000E-04
     0.06667     5.05000E-01    -4.95000E-04
     0.06667     5.15000E-01    -4.85000E-04
     0.06667     5.25000E-01    -4.75000E-04
     0.06667     5.35000E-01    -4.65000E-04
     0.06667     5.45000E-01    -4.55000E-04
     0.06667     5.55000E-01    -4.45000E-04
     0.06667     5.65000E-01    -4.35000E-04
     0.06667     5.75000E-01    -4.25000E-04
     0.06667     5.85000E-01    -4.15000E-04
     0.06667     5.95000E-01    -4.05000E-04
     0.06667     6.05000E-01    -3.95000E-04
     0.06667     6.15000E-01    -3.85000E-04
     0.06667     6.25000E-01    -3.75000E-04
     0.06667     6.35000E-01    -3.65000E-04
     0.06667     6.45000E-01    -3.55000E-04
     0.06667     6.55000E-01    -3.45000E-04
     0.06667     6.65000E-01    -3.35000E-04
     0.06667     6.75000E-01    -3.25000E-04
     0.06667     6.85000E-01    -3.15000E-04
     0.06667     6.95000E-01    -3.05000E-04
     0.06667     7.05000E-01    -2.95000E-04
     0.06667     7.15000E-01    -2.85001E-04
     0.06667     7.25000E-01    -2.75002E-04
     0.06667     7.35000E-01    -2.65003E-04
     0.06667     7.45000E-01    -2.55005E-04
     0.06667     7.55000E-01    -2.45009E-04
     0.06667     7.65000E-01    -2.35015E-04
     0.06667     7.75000E-01    -2.25026E-04
     0.06667     7.85000E-01    -2.15042E-04
     0.06667     7.95000E-01    -2.05069E-04
     0.06667     8.05000E-01    -1.95111E-04
     0.06667     8.15000E-01    -1.85176E-04
     0.06667     8.25000E-01    -1.75275E-04
     0.06667     8.35000E-01    -1.65422E-04
     0.06667     8.45000E-01    -1.55638E-04
     0.06667     8.55000E-01    -1.45948E-04
     0.06667     8.65000E-01    -1.36388E-04
     0.06667     8.75000E-01    -1.27000E-04
     0.06667     8.85000E-01    -1.17838E-04
     0.06667     8.95000E-01    -1.08966E-04
     0.06667     9.05000E-01    -1.00457E-04
     0.06667     9.15000E-01    -9.23960E-05
     0.06667     9.25000E-01    -8.48755E-05
     0.06667     9.35000E-01    -7.79938E-05
     0.06667     9.45000E-01    -7.18521E-05
     0.06667     9.55000E-01    -6.65494E-05
     0.06667     9.65000E-01    -6.21787E-05
     0.06667     9.75000E-01    -5.88219E-05
     0.06667     9.85000E-01    -5.65451E-05
     0.06667     9.95000E-01    -5.53947E-05
     0.06667     1.00000E+00    -5.53947E-05
     0.08333     0.00000E+00    -9.38093E-04
     0.08333     5.00000E-03    -9.38093E-04
     0.08333     1.50000E-02    -9.37064E-04
     0.08333     2.50000E-02    -9.35022E-04
     0.08333     3.50000E-02    -9.32003E-04
     0.08333     4.50000E-02    -9.28052E-04
     0.08333     5.50000E-02    -9.23232E-04
     0.08333     6.50000E-02    -9.17612E-04
     0.08333     7.50000E-02    -9.11269E-04
     0.08333     8.50000E-02    -9.04282E-04
     0.08333     9.50000E-02    -8.96733E-04
     0.08333     1.05000E-01    -8.88700E-04
     0.08333     1.15000E-01    -8.80257E-04
     0.08333     1.25000E-01    -8.71473E-04
     0.08333     1.35000E-01    -8.62410E-04
     0.08333     1.45000E-01    -8.53121E-04
     0.08333     1.55000E-01    -8.43655E-04
     0.08333     1.65000E-01    -8.34049E-04
     0.08333     1.75000E-01    -8.24336E-04
     0.08333     1.85000E-01    -8.14543E-04
     0.08333     1.95000E-01    -8.04689E-04
     0.08333     2.05000E-01    -7.94791E-04
     0.08333     2.15000E-01    -7.84861E-04
     0.08333     2.25000E-01    -7.74909E-04
     0.08333     2.35000E-01    -7.64941E-04
     0.08333     2.45000E-01    -7.54963E-04
     0.08333     2.55000E-01    -7.44976E-04
     0.08333     2.65000E-01    -7.34985E-04
     0.08333     2.75000E-01    -7.24991E-04
     0.08333     2.85000E-01    -7.14995E-04
     0.08333     2.95000E-01    -7.04997E-04
     0.08333     3.05000E-01    -6.94998E-04
     0.08333     3.15000E-01    -6.84999E-04
     0.08333     3.25000E-01    -6.74999E-04
     0.08333     3.35000E-01    -6.65000E-04
     0.08333     3.45000E-01    -6.55000E-04
     0.08333     3.55000E-01    -6.45000E-04
     0.08333     3.65000E-01    -6.35000E-04
     0.08333     3.75000E-01    -6.25000E-04
     0.08333     3.85000E-01    -6.15000E-04
     0.08333     3.95000E-01    -6.05000E-04
     0.08333     4.05000E-01    -5.95000E-04
     0.08333     4.15000E-01    -5.85000E-04
     0.08333     4.25000E-01    -5.75000E-04
     0.08333     4.35000E-01    -5.65000E-04
     0.08333     4.45000E-01    -5.55000E-04
     0.08333     4.55000E-01    -5.45000E-04
     0.08333     4.65000E-01    -5.35000E-04
     0.08333     4.75000E-01    -5.25000E-04
     0.08333     4.85000E-01    -5.15000E-04
     0.08333     4.95000E-01    -5.05000E-04
     0.08333     5.05000E-01    -4.95000E-04
     0.08333     5.15000E-01    -4.85000E-04
     0.08333     5.25000E-01    -4.75000E-04
     0.08333     5.35000E-01    -4.65000E-04
     0.08333     5.45000E-01    -4.55000E-04
     0.08333     5.55000E-01    -4.45000E-04
     0.08333     5.65000E-01    -4.35000E-04
     0.08333     5.75000E-01    -4.25000E-04
     0.08333     5.85000E-01    -4.15000E-04
     0.08333     5.95000E-01    -4.05000E-04
     0.08333     6.05000E-01    -3.95000E-04
     0.08333     6.15000E-01    -3.85000E-04
     0.08333     6.25000E-01    -3.75000E-04
     0.08333     6.35000E-01    -3.65000E-04
     0.08333     6.45000E-01    -3.55000E-04
     0.08333     6.55000E-01    -3.45000E-04
     0.08333     6.65000E-01    -3.35000E-04
     0.08333     6.75000E-01    -3.25001E-04
     0.08333     6.85000E-01    -3.15001E-04
     0.08333     6.95000E-01    -3.05002E-04
     0.08333     7.05000E-01    -2.95003E-04
     0.08333     7.15000E-01    -2.85005E-04
     0.08333     7.25000E-01    -2.75009E-04
     0.08333     7.35000E-01    -2.65015E-04
     0.08333     7.45000E-01    -2.55024E-04
     0.08333     7.55000E-01    -2.45037E-04
     0.08333     7.65000E-01    -2.35059E-04
     0.08333     7.75000E-01    -2.25091E-04
     0.08333     7.85000E-01    -2.15139E-04
     0.08333     7.95000E-01    -2.05209E-04
     0.08333     8.05000E-01    -1.95311E-04
     0.08333     8.15000E-01    -1.85457E-04
     0.08333     8.25000E-01    -1.75664E-04
     0.08333     8.35000E-01    -1.65951E-04
     0.08333     8.45000E-01    -1.56345E-04
     0.08333     8.55000E-01    -1.46879E-04
     0.08333     8.65000E-01    -1.37590E-04
     0.08333     8.75000E-01    -1.28527E-04
     0.08333     8.85000E-01    -1.19743E-04
     0.08333     8.95000E-01    -1.11300E-04
     0.08333     9.05000E-01    -1.03267E-04
     0.08333     9.15000E-01    -9.57177E-05
     0.08333     9.25000E-01    -8.87311E-05
     0.08333     9.35000E-01    -8.23877E-05
     0.08333     9.45000E-01    -7.67677E-05
     0.08333     9.55000E-01    -7.19475E-05
