State         Time     Position         c_LiPF6            Φ_2
  CDR        hours           um          mol/mL               V
  D        0.00250      0.62500    1.00000E-003    1.14083E-002
  D        0.00250      0.67500    1.00000E-003    9.85703E-003
  D        0.00250      0.72500    1.00000E-003    8.30578E-003
  D        0.00250      0.77500    1.00000E-003    6.75453E-003
  D        0.00250      0.82500    1.00000E-003    5.20328E-003
  D        0.00250      0.87500    1.00000E-003    3.65204E-003
  D        0.00250      0.92500    9.99997E-004    2.10081E-003
  D        0.00250      0.97500    9.99555E-004    5.54110E-004
  D        0.00250      1.00000    9.77986E-004    0.00000E+000
  D        0.00278      0.00000    1.02237E-003    3.05669E-002
  D        0.00278      0.02500    1.00049E-003    3.00174E-002
  D        0.00278      0.07500    1.00000E-003    2.84715E-002
  D        0.00278      0.12500    1.00000E-003    2.69203E-002
  D        0.00278      0.17500    1.00000E-003    2.53690E-002
  D        0.00278      0.22500    1.00000E-003    2.38178E-002
  D        0.00278      0.27500    1.00000E-003    2.22665E-002
  D        0.00278      0.32500    1.00000E-003    2.07153E-002
  D        0.00278      0.37500    1.00000E-003    1.91640E-002
  D        0.00278      0.42500    1.00000E-003    1.76128E-002
  D        0.00278      0.47500    1.00000E-003    1.60615E-002
  D        0.00278      0.52500    1.00000E-003    1.45103E-002
  D        0.00278      0.57500    1.00000E-003    1.29590E-002
  D        0.00278      0.62500    1.00000E-003    1.14078E-002
  D        0.00278      0.67500    1.00000E-003    9.85653E-003
  D        0.00278      0.72500    1.00000E-003    8.30529E-003
  D        0.00278      0.77500    1.00000E-003    6.75404E-003
  D        0.00278      0.82500    1.00000E-003    5.20279E-003
  D        0.00278      0.87500    1.00000E-003    3.65154E-003
  D        0.00278      0.92500    9.99997E-004    2.10032E-003
  D        0.00278      0.97500    9.99506E-004    5.54120E-004
  D        0.00278      1.00000    9.77937E-004    0.00000E+000
  D        0.00306      0.00000    1.02242E-003    3.05659E-002
  D        0.00306      0.02500    1.00054E-003    3.00164E-002
  D        0.00306      0.07500    1.00000E-003    2.84710E-002
  D        0.00306      0.12500    1.00000E-003    2.69198E-002
  D        0.00306      0.17500    1.00000E-003    2.53685E-002
  D        0.00306      0.22500    1.00000E-003    2.38173E-002
  D        0.00306      0.27500    1.00000E-003    2.22660E-002
  D        0.00306      0.32500    1.00000E-003    2.07148E-002
