State         Time     Position         ω_e        velocity            Φ_2          Peclet          flux_e          flux_0
  CDR        hours           um            -            cm/s            Φ_2               -       mol/cm2/s       mol/cm2/s
  D        0.00000      0.00000      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-08     1.10000E-08
  D        0.00000      0.02500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-08     1.10000E-08
  D        0.00000      0.07500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-08     1.10000E-08
  D        0.00000      0.12500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-08     1.10000E-08
  D        0.00000      0.17500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-08     1.10000E-08
  D        0.00000      0.22500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-08     1.10000E-08
  D        0.00000      0.27500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-08     1.10000E-08
  D        0.00000      0.32500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-08     1.10000E-08
  D        0.00000      0.37500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-08     1.10000E-08
  D        0.00000      0.42500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-08     1.10000E-08
  D        0.00000      0.47500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-08     1.10000E-08
  D        0.00000      0.52500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-08     1.10000E-08
  D        0.00000      0.57500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-08     1.10000E-08
  D        0.00000      0.62500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-08     1.10000E-08
  D        0.00000      0.67500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-08     1.10000E-08
  D        0.00000      0.72500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-08     1.10000E-08
  D        0.00000      0.77500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-08     1.10000E-08
  D        0.00000      0.82500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-08     1.10000E-08
  D        0.00000      0.87500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-08     1.10000E-08
  D        0.00000      0.92500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-08     1.10000E-08
  D        0.00000      0.97500      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-08     1.10000E-08
  D        0.00000      1.00000      0.40000     0.00000E+00     0.00000E+00     0.00000E+00     3.30000E-08     1.10000E-08
  D        0.00028      0.00000      0.40165     1.09781E-07     0.00000E+00     0.00000E+00     1.43050E-07     1.08655E-08
  D        0.00028      0.02500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70265E-08     4.39867E-08
  D        0.00028      0.07500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00028      0.12500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00028      0.17500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00028      0.22500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00028      0.27500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00028      0.32500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00028      0.37500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00028      0.42500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00028      0.47500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00028      0.52500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00028      0.57500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00028      0.62500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00028      0.67500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00028      0.72500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00028      0.77500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00028      0.82500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00028      0.87500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00028      0.92500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70263E-08     4.39868E-08
  D        0.00028      0.97500      0.40000    -8.65860E-07     0.00000E+00     0.00000E+00    -4.42515E-07    -1.84172E-07
  D        0.00028      1.00000      0.40323    -8.65860E-07    -4.70986E-01     0.00000E+00    -4.45311E-07    -1.82774E-07
  D        0.00056      0.00000      0.40165     1.09781E-07     0.00000E+00     0.00000E+00     1.42869E-07     1.09563E-08
  D        0.00056      0.02500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70530E-08     4.39734E-08
  D        0.00056      0.07500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00056      0.12500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00056      0.17500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00056      0.22500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00056      0.27500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00056      0.32500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00056      0.37500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00056      0.42500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00056      0.47500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00056      0.52500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00056      0.57500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00056      0.62500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00056      0.67500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00056      0.72500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00056      0.77500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00056      0.82500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00056      0.87500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00056      0.92500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70527E-08     4.39736E-08
  D        0.00056      0.97500      0.40000    -7.86831E-07     0.00000E+00     0.00000E+00    -3.95099E-07    -1.68366E-07
  D        0.00056      1.00000      0.40283    -7.86831E-07    -4.32836E-01     0.00000E+00    -3.97329E-07    -1.67251E-07
  D        0.00083      0.00000      0.40165     1.09781E-07     0.00000E+00     0.00000E+00     1.42869E-07     1.09563E-08
  D        0.00083      0.02500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70794E-08     4.39602E-08
  D        0.00083      0.07500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70001E-08     4.40000E-08
  D        0.00083      0.12500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00083      0.17500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00083      0.22500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00083      0.27500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00083      0.32500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00083      0.37500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00083      0.42500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00083      0.47500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00083      0.52500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00083      0.57500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00083      0.62500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00083      0.67500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00083      0.72500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00083      0.77500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00083      0.82500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00083      0.87500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70001E-08     4.40000E-08
  D        0.00083      0.92500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70790E-08     4.39604E-08
  D        0.00083      0.97500      0.40000    -7.51706E-07     0.00000E+00     0.00000E+00    -3.74024E-07    -1.61341E-07
  D        0.00083      1.00000      0.40265    -7.51706E-07    -4.15879E-01     0.00000E+00    -3.76022E-07    -1.60342E-07
  D        0.00111      0.00000      0.40165     1.09781E-07     0.00000E+00     0.00000E+00     1.42869E-07     1.09563E-08
  D        0.00111      0.02500      0.40001     1.10000E-07     0.00000E+00     0.00000E+00     7.71058E-08     4.39469E-08
  D        0.00111      0.07500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70001E-08     4.39999E-08
  D        0.00111      0.12500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00111      0.17500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00111      0.22500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00111      0.27500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00111      0.32500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00111      0.37500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00111      0.42500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00111      0.47500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00111      0.52500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00111      0.57500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00111      0.62500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00111      0.67500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00111      0.72500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00111      0.77500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00111      0.82500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00111      0.87500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70001E-08     4.39999E-08
  D        0.00111      0.92500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.71052E-08     4.39472E-08
  D        0.00111      0.97500      0.39999    -7.37711E-07     0.00000E+00     0.00000E+00    -3.65627E-07    -1.58542E-07
  D        0.00111      1.00000      0.40258    -7.37711E-07    -4.09123E-01     0.00000E+00    -3.67536E-07    -1.57587E-07
  D        0.00139      0.00000      0.40165     1.09781E-07     0.00000E+00     0.00000E+00     1.42869E-07     1.09563E-08
  D        0.00139      0.02500      0.40001     1.10000E-07     0.00000E+00     0.00000E+00     7.71322E-08     4.39337E-08
  D        0.00139      0.07500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70002E-08     4.39999E-08
  D        0.00139      0.12500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00139      0.17500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00139      0.22500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00139      0.27500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00139      0.32500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00139      0.37500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00139      0.42500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00139      0.47500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00139      0.52500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00139      0.57500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00139      0.62500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00139      0.67500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00139      0.72500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00139      0.77500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00139      0.82500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00139      0.87500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70002E-08     4.39999E-08
  D        0.00139      0.92500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.71315E-08     4.39340E-08
  D        0.00139      0.97500      0.39999     2.84648E-06     0.00000E+00     0.00000E+00     1.78488E-06     5.58299E-07
  D        0.00139      1.00000      0.38466     2.84648E-06     1.32113E+00     0.00000E+00     1.74124E-06     5.80121E-07
  D        0.00167      0.00000      0.40165     1.09781E-07     0.00000E+00     0.00000E+00     1.42869E-07     1.09563E-08
  D        0.00167      0.02500      0.40001     1.09999E-07     0.00000E+00     0.00000E+00     7.71586E-08     4.39204E-08
  D        0.00167      0.07500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70002E-08     4.39999E-08
  D        0.00167      0.12500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00167      0.17500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00167      0.22500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00167      0.27500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00167      0.32500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00167      0.37500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00167      0.42500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00167      0.47500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00167      0.52500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00167      0.57500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00167      0.62500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00167      0.67500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00167      0.72500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00167      0.77500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00167      0.82500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00167      0.87500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70002E-08     4.39999E-08
  D        0.00167      0.92500      0.40000     1.09999E-07     0.00000E+00     0.00000E+00     7.71577E-08     4.39209E-08
  D        0.00167      0.97500      0.39999     2.79734E-06     0.00000E+00     0.00000E+00     1.75540E-06     5.48467E-07
  D        0.00167      1.00000      0.38490     2.79734E-06     1.29741E+00     0.00000E+00     1.71320E-06     5.69569E-07
  D        0.00194      0.00000      0.40165     1.09781E-07     0.00000E+00     0.00000E+00     1.42869E-07     1.09563E-08
  D        0.00194      0.02500      0.40001     1.09999E-07     0.00000E+00     0.00000E+00     7.71850E-08     4.39072E-08
  D        0.00194      0.07500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70003E-08     4.39999E-08
  D        0.00194      0.12500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00194      0.17500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00194      0.22500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00194      0.27500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00194      0.32500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00194      0.37500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00194      0.42500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00194      0.47500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00194      0.52500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00194      0.57500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00194      0.62500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00194      0.67500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00194      0.72500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00194      0.77500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00194      0.82500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00194      0.87500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70003E-08     4.39999E-08
  D        0.00194      0.92500      0.40000     1.09999E-07     0.00000E+00     0.00000E+00     7.71840E-08     4.39077E-08
  D        0.00194      0.97500      0.39999     2.48787E-06     0.00000E+00     0.00000E+00     1.56972E-06     4.86574E-07
  D        0.00194      1.00000      0.38645     2.48787E-06     1.14801E+00     0.00000E+00     1.53604E-06     5.03417E-07
  D        0.00222      0.00000      0.40165     1.09781E-07     0.00000E+00     0.00000E+00     1.42869E-07     1.09563E-08
  D        0.00222      0.02500      0.40001     1.09999E-07     0.00000E+00     0.00000E+00     7.72113E-08     4.38940E-08
  D        0.00222      0.07500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70004E-08     4.39998E-08
  D        0.00222      0.12500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00222      0.17500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00222      0.22500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00222      0.27500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00222      0.32500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00222      0.37500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00222      0.42500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00222      0.47500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00222      0.52500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00222      0.57500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00222      0.62500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00222      0.67500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00222      0.72500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00222      0.77500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00222      0.82500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00222      0.87500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70004E-08     4.39998E-08
  D        0.00222      0.92500      0.40000     1.09999E-07     0.00000E+00     0.00000E+00     7.72102E-08     4.38946E-08
  D        0.00222      0.97500      0.39999     2.57020E-06     0.00000E+00     0.00000E+00     1.61912E-06     5.03041E-07
  D        0.00222      1.00000      0.38604     2.57020E-06     1.18776E+00     0.00000E+00     1.58326E-06     5.20970E-07
  D        0.00250      0.00000      0.40166     1.09781E-07     0.00000E+00     0.00000E+00     1.42869E-07     1.09563E-08
  D        0.00250      0.02500      0.40001     1.09999E-07     0.00000E+00     0.00000E+00     7.72376E-08     4.38808E-08
  D        0.00250      0.07500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70005E-08     4.39998E-08
  D        0.00250      0.12500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00250      0.17500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00250      0.22500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00250      0.27500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00250      0.32500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00250      0.37500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00250      0.42500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00250      0.47500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00250      0.52500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00250      0.57500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00250      0.62500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00250      0.67500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00250      0.72500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00250      0.77500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00250      0.82500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00250      0.87500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70005E-08     4.39998E-08
  D        0.00250      0.92500      0.40000     1.09999E-07     0.00000E+00     0.00000E+00     7.72363E-08     4.38814E-08
  D        0.00250      0.97500      0.39999     2.38189E-06     0.00000E+00     0.00000E+00     1.50614E-06     4.65378E-07
  D        0.00250      1.00000      0.38698     2.38189E-06     1.09685E+00     0.00000E+00     1.47515E-06     4.80873E-07
  D        0.00278      0.00000      0.40166     1.09781E-07     0.00000E+00     0.00000E+00     1.42869E-07     1.09563E-08
  D        0.00278      0.02500      0.40001     1.09999E-07     0.00000E+00     0.00000E+00     7.72639E-08     4.38676E-08
  D        0.00278      0.07500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70006E-08     4.39997E-08
  D        0.00278      0.12500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00278      0.17500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00278      0.22500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00278      0.27500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00278      0.32500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00278      0.37500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00278      0.42500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00278      0.47500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00278      0.52500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00278      0.57500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00278      0.62500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00278      0.67500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00278      0.72500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00278      0.77500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00278      0.82500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  D        0.00278      0.87500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70006E-08     4.39997E-08
