        Time     Position            Conc
       hours           um           mol/L
     0.30000      0.87500     2.12559E-01
     0.30000      0.92500     1.28521E-01
     0.30000      0.97500     4.30062E-02
     0.30000      1.00000     0.00000E+00
     0.40000      0.00000     1.00000E+00
     0.40000      0.02500     9.86935E-01
     0.40000      0.07500     9.60524E-01
     0.40000      0.12500     9.33277E-01
     0.40000      0.17500     9.04654E-01
     0.40000      0.22500     8.74144E-01
     0.40000      0.27500     8.41277E-01
     0.40000      0.32500     8.05629E-01
     0.40000      0.37500     7.66840E-01
     0.40000      0.42500     7.24619E-01
     0.40000      0.47500     6.78751E-01
     0.40000      0.52500     6.29111E-01
     0.40000      0.57500     5.75663E-01
     0.40000      0.62500     5.18467E-01
     0.40000      0.67500     4.57679E-01
     0.40000      0.72500     3.93549E-01
     0.40000      0.77500     3.26416E-01
     0.40000      0.82500     2.56703E-01
     0.40000      0.87500     1.84903E-01
     0.40000      0.92500     1.11568E-01
     0.40000      0.97500     3.72948E-02
     0.40000      1.00000     0.00000E+00
     0.50000      0.00000     1.00000E+00
     0.50000      0.02500     9.83456E-01
     0.50000      0.07500     9.50162E-01
     0.50000      0.12500     9.16257E-01
     0.50000      0.17500     8.81352E-01
     0.50000      0.22500     8.45077E-01
     0.50000      0.27500     8.07098E-01
     0.50000      0.32500     7.67117E-01
     0.50000      0.37500     7.24886E-01
     0.50000      0.42500     6.80210E-01
     0.50000      0.47500     6.32953E-01
     0.50000      0.52500     5.83041E-01
     0.50000      0.57500     5.30466E-01
     0.50000      0.62500     4.75284E-01
     0.50000      0.67500     4.17619E-01
     0.50000      0.72500     3.57654E-01
     0.50000      0.77500     2.95634E-01
     0.50000      0.82500     2.31854E-01
     0.50000      0.87500     1.66656E-01
     0.50000      0.92500     1.00417E-01
     0.50000      0.97500     3.35437E-02
     0.50000      1.00000     0.00000E+00
     0.60000      0.00000     1.00000E+00
     0.60000      0.02500     9.80952E-01
     0.60000      0.07500     9.42712E-01
     0.60000      0.12500     9.04037E-01
     0.60000      0.17500     8.64651E-01
     0.60000      0.22500     8.24293E-01
     0.60000      0.27500     7.82726E-01
     0.60000      0.32500     7.39743E-01
     0.60000      0.37500     6.95170E-01
     0.60000      0.42500     6.48873E-01
     0.60000      0.47500     6.00759E-01
     0.60000      0.52500     5.50781E-01
     0.60000      0.57500     4.98936E-01
     0.60000      0.62500     4.45268E-01
     0.60000      0.67500     3.89866E-01
     0.60000      0.72500     3.32862E-01
     0.60000      0.77500     2.74429E-01
     0.60000      0.82500     2.14774E-01
     0.60000      0.87500     1.54134E-01
     0.60000      0.92500     9.27742E-02
     0.60000      0.97500     3.09740E-02
     0.60000      1.00000     0.00000E+00
     0.70000      0.00000     1.00000E+00
     0.70000      0.02500     9.79181E-01
     0.70000      0.07500     9.37441E-01
     0.70000      0.12500     8.95394E-01
     0.70000      0.17500     8.52847E-01
     0.70000      0.22500     8.09615E-01
     0.70000      0.27500     7.65531E-01
     0.70000      0.32500     7.20451E-01
     0.70000      0.37500     6.74253E-01
     0.70000      0.42500     6.26843E-01
     0.70000      0.47500     5.78157E-01
     0.70000      0.52500     5.28163E-01
     0.70000      0.57500     4.76859E-01
     0.70000      0.62500     4.24277E-01
     0.70000      0.67500     3.70481E-01
     0.70000      0.72500     3.15565E-01
     0.70000      0.77500     2.59648E-01
     0.70000      0.82500     2.02877E-01
     0.70000      0.87500     1.45418E-01
     0.70000      0.92500     8.74560E-02
     0.70000      0.97500     2.91864E-02
     0.70000      1.00000     0.00000E+00
     0.80000      0.00000     1.00000E+00
     0.80000      0.02500     9.77935E-01
     0.80000      0.07500     9.33732E-01
     0.80000      0.12500     8.89314E-01
     0.80000      0.17500     8.44544E-01
     0.80000      0.22500     7.99293E-01
     0.80000      0.27500     7.53444E-01
     0.80000      0.32500     7.06895E-01
     0.80000      0.37500     6.59561E-01
     0.80000      0.42500     6.11376E-01
     0.80000      0.47500     5.62296E-01
     0.80000      0.52500     5.12297E-01
     0.80000      0.57500     4.61380E-01
     0.80000      0.62500     4.09567E-01
     0.80000      0.67500     3.56903E-01
     0.80000      0.72500     3.03452E-01
     0.80000      0.77500     2.49301E-01
     0.80000      0.82500     1.94551E-01
     0.80000      0.87500     1.39320E-01
     0.80000      0.92500     8.37355E-02
     0.80000      0.97500     2.79360E-02
     0.80000      1.00000     0.00000E+00
     0.90000      0.00000     1.00000E+00
     0.90000      0.02500     9.77059E-01
     0.90000      0.07500     9.31127E-01
     0.90000      0.12500     8.85044E-01
     0.90000      0.17500     8.38714E-01
     0.90000      0.22500     7.92046E-01
     0.90000      0.27500     7.44958E-01
     0.90000      0.32500     6.97379E-01
     0.90000      0.37500     6.49249E-01
     0.90000      0.42500     6.00522E-01
     0.90000      0.47500     5.51167E-01
     0.90000      0.52500     5.01167E-01
     0.90000      0.57500     4.50523E-01
     0.90000      0.62500     3.99251E-01
     0.90000      0.67500     3.47381E-01
     0.90000      0.72500     2.94960E-01
     0.90000      0.77500     2.42048E-01
     0.90000      0.82500     1.88715E-01
     0.90000      0.87500     1.35045E-01
     0.90000      0.92500     8.11279E-02
     0.90000      0.97500     2.70596E-02
     0.90000      1.00000     0.00000E+00
     1.00000      0.00000     1.00000E+00
     1.00000      0.02500     9.76445E-01
     1.00000      0.07500     9.29299E-01
     1.00000      0.12500     8.82047E-01
     1.00000      0.17500     8.34622E-01
     1.00000      0.22500     7.86960E-01
     1.00000      0.27500     7.39003E-01
     1.00000      0.32500     6.90701E-01
     1.00000      0.37500     6.42013E-01
     1.00000      0.42500     5.92906E-01
     1.00000      0.47500     5.43359E-01
     1.00000      0.52500     4.93359E-01
     1.00000      0.57500     4.42907E-01
     1.00000      0.62500     3.92014E-01
     1.00000      0.67500     3.40702E-01
     1.00000      0.72500     2.89003E-01
     1.00000      0.77500     2.36960E-01
     1.00000      0.82500     1.84622E-01
     1.00000      0.87500     1.32047E-01
     1.00000      0.92500     7.92991E-02
     1.00000      0.97500     2.64449E-02
     1.00000      1.00000     0.00000E+00
     1.10000      0.00000     1.00000E+00
     1.10000      0.02500     9.76014E-01
     1.10000      0.07500     9.28016E-01
     1.10000      0.12500     8.79944E-01
     1.10000      0.17500     8.31751E-01
     1.10000      0.22500     7.83391E-01
     1.10000      0.27500     7.34824E-01
     1.10000      0.32500     6.86016E-01
     1.10000      0.37500     6.36937E-01
     1.10000      0.42500     5.87563E-01
     1.10000      0.47500     5.37880E-01
     1.10000      0.52500     4.87880E-01
     1.10000      0.57500     4.37563E-01
     1.10000      0.62500     3.86937E-01
     1.10000      0.67500     3.36016E-01
     1.10000      0.72500     2.84825E-01
     1.10000      0.77500     2.33391E-01
     1.10000      0.82500     1.81751E-01
     1.10000      0.87500     1.29944E-01
     1.10000      0.92500     7.80162E-02
     1.10000      0.97500     2.60137E-02
     1.10000      1.00000     0.00000E+00
     1.20000      0.00000     1.00000E+00
     1.20000      0.02500     9.75711E-01
     1.20000      0.07500     9.27116E-01
     1.20000      0.12500     8.78469E-01
     1.20000      0.17500     8.29736E-01
     1.20000      0.22500     7.80887E-01
     1.20000      0.27500     7.31893E-01
     1.20000      0.32500     6.82729E-01
     1.20000      0.37500     6.33375E-01
     1.20000      0.42500     5.83814E-01
     1.20000      0.47500     5.34037E-01
     1.20000      0.52500     4.84037E-01
     1.20000      0.57500     4.33814E-01
     1.20000      0.62500     3.83375E-01
     1.20000      0.67500     3.32729E-01
     1.20000      0.72500     2.81893E-01
     1.20000      0.77500     2.30887E-01
     1.20000      0.82500     1.79736E-01
     1.20000      0.87500     1.28469E-01
     1.20000      0.92500     7.71161E-02
     1.20000      0.97500     2.57112E-02
     1.20000      1.00000     0.00000E+00
     1.30000      0.00000     1.00000E+00
     1.30000      0.02500     9.75499E-01
     1.30000      0.07500     9.26485E-01
     1.30000      0.12500     8.77434E-01
     1.30000      0.17500     8.28323E-01
     1.30000      0.22500     7.79130E-01
     1.30000      0.27500     7.29836E-01
     1.30000      0.32500     6.80423E-01
     1.30000      0.37500     6.30876E-01
     1.30000      0.42500     5.81184E-01
     1.30000      0.47500     5.31340E-01
     1.30000      0.52500     4.81340E-01
     1.30000      0.57500     4.31184E-01
     1.30000      0.62500     3.80876E-01
     1.30000      0.67500     3.30423E-01
     1.30000      0.72500     2.79836E-01
     1.30000      0.77500     2.29130E-01
     1.30000      0.82500     1.78323E-01
     1.30000      0.87500     1.27434E-01
     1.30000      0.92500     7.64846E-02
     1.30000      0.97500     2.54990E-02
     1.30000      1.00000     0.00000E+00
     1.40000      0.00000     1.00000E+00
     1.40000      0.02500     9.75350E-01
     1.40000      0.07500     9.26042E-01
     1.40000      0.12500     8.76708E-01
     1.40000      0.17500     8.27331E-01
     1.40000      0.22500     7.77898E-01
     1.40000      0.27500     7.28393E-01
     1.40000      0.32500     6.78804E-01
     1.40000      0.37500     6.29122E-01
     1.40000      0.42500     5.79339E-01
     1.40000      0.47500     5.29448E-01
     1.40000      0.52500     4.79448E-01
     1.40000      0.57500     4.29339E-01
     1.40000      0.62500     3.79122E-01
     1.40000      0.67500     3.28804E-01
     1.40000      0.72500     2.78393E-01
     1.40000      0.77500     2.27898E-01
     1.40000      0.82500     1.77331E-01
     1.40000      0.87500     1.26708E-01
     1.40000      0.92500     7.60416E-02
     1.40000      0.97500     2.53501E-02
     1.40000      1.00000     0.00000E+00
     1.50000      0.00000     1.00000E+00
     1.50000      0.02500     9.75246E-01
     1.50000      0.07500     9.25731E-01
     1.50000      0.12500     8.76198E-01
     1.50000      0.17500     8.26636E-01
     1.50000      0.22500     7.77033E-01
     1.50000      0.27500     7.27380E-01
     1.50000      0.32500     6.77669E-01
     1.50000      0.37500     6.27892E-01
     1.50000      0.42500     5.78044E-01
     1.50000      0.47500     5.28121E-01
     1.50000      0.52500     4.78121E-01
     1.50000      0.57500     4.28044E-01
     1.50000      0.62500     3.77892E-01
     1.50000      0.67500     3.27669E-01
     1.50000      0.72500     2.77380E-01
     1.50000      0.77500     2.27033E-01
     1.50000      0.82500     1.76636E-01
     1.50000      0.87500     1.26198E-01
     1.50000      0.92500     7.57308E-02
     1.50000      0.97500     2.52456E-02
     1.50000      1.00000     0.00000E+00
     1.60000      0.00000     1.00000E+00
     1.60000      0.02500     9.75172E-01
     1.60000      0.07500     9.25513E-01
     1.60000      0.12500     8.75840E-01
     1.60000      0.17500     8.26148E-01
     1.60000      0.22500     7.76426E-01
     1.60000      0.27500     7.26670E-01
     1.60000      0.32500     6.76873E-01
     1.60000      0.37500     6.27029E-01
     1.60000      0.42500     5.77136E-01
