State         Time     Position         c_LiPF6        velocity            Φ_2         Density        ω_LiPF6
  CDR        hours           um          mol/mL            cm/s               V            g/mL               -
  D        0.00000      0.00000    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.01250    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.03750    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.06250    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.08750    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.11250    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.13750    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.16250    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.18750    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.21250    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.23750    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.26250    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.28750    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.31250    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.33750    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.36250    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.38750    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.41250    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.43750    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.46250    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.48750    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.51250    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.53750    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.56250    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.58750    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.61250    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.63750    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.66250    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.68750    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.71250    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.73750    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.76250    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.78750    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.81250    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.83750    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.86250    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.88750    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.91250    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.93750    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.96250    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      0.98750    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00000      1.00000    5.00000E-004    0.00000E+000    0.00000E+000    1.42835E+000    5.31750E-002
  D        0.00028      0.00000    5.07609E-004    1.51095E-008    3.80116E-002    1.42904E+000    5.39580E-002
  D        0.00028      0.01250    5.00097E-004   -1.39975E-007    3.83884E-002    1.42836E+000    5.31850E-002
  D        0.00028      0.03750    5.00001E-004   -1.40972E-007    3.74051E-002    1.42835E+000    5.31751E-002
  D        0.00028      0.06250    5.00000E-004   -1.40978E-007    3.64106E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.08750    5.00000E-004   -1.40978E-007    3.54160E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.11250    5.00000E-004   -1.40978E-007    3.44215E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.13750    5.00000E-004   -1.40978E-007    3.34269E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.16250    5.00000E-004   -1.40978E-007    3.24324E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.18750    5.00000E-004   -1.40978E-007    3.14378E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.21250    5.00000E-004   -1.40978E-007    3.04432E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.23750    5.00000E-004   -1.40978E-007    2.94487E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.26250    5.00000E-004   -1.40978E-007    2.84541E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.28750    5.00000E-004   -1.40978E-007    2.74596E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.31250    5.00000E-004   -1.40978E-007    2.64650E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.33750    5.00000E-004   -1.40978E-007    2.54704E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.36250    5.00000E-004   -1.40978E-007    2.44759E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.38750    5.00000E-004   -1.40978E-007    2.34813E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.41250    5.00000E-004   -1.40978E-007    2.24868E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.43750    5.00000E-004   -1.40978E-007    2.14922E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.46250    5.00000E-004   -1.40978E-007    2.04976E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.48750    5.00000E-004   -1.40978E-007    1.95031E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.51250    5.00000E-004   -1.40978E-007    1.85085E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.53750    5.00000E-004   -1.40978E-007    1.75140E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.56250    5.00000E-004   -1.40978E-007    1.65194E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.58750    5.00000E-004   -1.40978E-007    1.55248E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.61250    5.00000E-004   -1.40978E-007    1.45303E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.63750    5.00000E-004   -1.40978E-007    1.35357E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.66250    5.00000E-004   -1.40978E-007    1.25412E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.68750    5.00000E-004   -1.40978E-007    1.15466E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.71250    5.00000E-004   -1.40978E-007    1.05520E-002    1.42835E+000    5.31750E-002
  D        0.00028      0.73750    5.00000E-004   -1.40978E-007    9.55748E-003    1.42835E+000    5.31750E-002
  D        0.00028      0.76250    5.00000E-004   -1.40978E-007    8.56292E-003    1.42835E+000    5.31750E-002
  D        0.00028      0.78750    5.00000E-004   -1.40978E-007    7.56836E-003    1.42835E+000    5.31750E-002
  D        0.00028      0.81250    5.00000E-004   -1.40978E-007    6.57380E-003    1.42835E+000    5.31750E-002
  D        0.00028      0.83750    5.00000E-004   -1.40978E-007    5.57924E-003    1.42835E+000    5.31750E-002
  D        0.00028      0.86250    5.00000E-004   -1.40978E-007    4.58468E-003    1.42835E+000    5.31750E-002
  D        0.00028      0.88750    5.00000E-004   -1.40978E-007    3.59012E-003    1.42835E+000    5.31750E-002
  D        0.00028      0.91250    5.00000E-004   -1.40978E-007    2.59556E-003    1.42835E+000    5.31750E-002
  D        0.00028      0.93750    5.00000E-004   -1.40972E-007    1.60100E-003    1.42835E+000    5.31750E-002
  D        0.00028      0.96250    4.99999E-004   -1.39975E-007    6.06514E-004    1.42835E+000    5.31749E-002
  D        0.00028      0.98750    4.99903E-004    1.51095E-008   -3.76814E-004    1.42834E+000    5.31650E-002
  D        0.00028      1.00000    4.92391E-004    1.51095E-008    0.00000E+000    1.42766E+000    5.23912E-002
  D        0.00056      0.00000    5.07764E-004    1.51020E-008    3.79898E-002    1.42906E+000    5.39740E-002
  D        0.00056      0.01250    5.00194E-004   -1.38997E-007    3.83658E-002    1.42837E+000    5.31949E-002
  D        0.00056      0.03750    5.00002E-004   -1.40959E-007    3.73938E-002    1.42835E+000    5.31752E-002
  D        0.00056      0.06250    5.00000E-004   -1.40978E-007    3.63994E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.08750    5.00000E-004   -1.40978E-007    3.54049E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.11250    5.00000E-004   -1.40978E-007    3.44103E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.13750    5.00000E-004   -1.40978E-007    3.34158E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.16250    5.00000E-004   -1.40978E-007    3.24212E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.18750    5.00000E-004   -1.40978E-007    3.14266E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.21250    5.00000E-004   -1.40978E-007    3.04321E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.23750    5.00000E-004   -1.40978E-007    2.94375E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.26250    5.00000E-004   -1.40978E-007    2.84430E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.28750    5.00000E-004   -1.40978E-007    2.74484E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.31250    5.00000E-004   -1.40978E-007    2.64538E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.33750    5.00000E-004   -1.40978E-007    2.54593E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.36250    5.00000E-004   -1.40978E-007    2.44647E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.38750    5.00000E-004   -1.40978E-007    2.34702E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.41250    5.00000E-004   -1.40978E-007    2.24756E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.43750    5.00000E-004   -1.40978E-007    2.14810E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.46250    5.00000E-004   -1.40978E-007    2.04865E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.48750    5.00000E-004   -1.40978E-007    1.94919E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.51250    5.00000E-004   -1.40978E-007    1.84974E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.53750    5.00000E-004   -1.40978E-007    1.75028E-002    1.42835E+000    5.31750E-002
  D        0.00056      0.56250    5.00000E-004   -1.40978E-007    1.65082E-002    1.42835E+000    5.31750E-002
