        Time         Position             x_O2             x_OH             x_Na             x_Cl            x_H2O          Flux_O2          Flux_OH          Flux_Na          Flux_Cl         Flux_H2O
       hours               ξ                                                                                                                                                                          
     0.00000   3.12000000E-01   2.81081081E-07   3.32252252E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.16000000E-01   2.84684685E-07   3.31891892E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.20000000E-01   2.88288288E-07   3.31531532E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.24000000E-01   2.91891892E-07   3.31171171E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.28000000E-01   2.95495495E-07   3.30810811E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.32000000E-01   2.99099099E-07   3.30450450E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.36000000E-01   3.02702703E-07   3.30090090E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.40000000E-01   3.06306306E-07   3.29729730E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.44000000E-01   3.09909910E-07   3.29369369E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.48000000E-01   3.13513514E-07   3.29009009E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.52000000E-01   3.17117117E-07   3.28648649E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.56000000E-01   3.20720721E-07   3.28288288E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.60000000E-01   3.24324324E-07   3.27927928E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.64000000E-01   3.27927928E-07   3.27567568E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.68000000E-01   3.31531532E-07   3.27207207E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.72000000E-01   3.35135135E-07   3.26846847E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.76000000E-01   3.38738739E-07   3.26486486E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.80000000E-01   3.42342342E-07   3.26126126E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.84000000E-01   3.45945946E-07   3.25765766E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.88000000E-01   3.49549550E-07   3.25405405E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.92000000E-01   3.53153153E-07   3.25045045E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.96000000E-01   3.56756757E-07   3.24684685E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.00000000E-01   3.60360360E-07   3.24324324E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.04000000E-01   3.63963964E-07   3.23963964E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.08000000E-01   3.67567568E-07   3.23603604E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.12000000E-01   3.71171171E-07   3.23243243E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.16000000E-01   3.74774775E-07   3.22882883E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.20000000E-01   3.78378378E-07   3.22522523E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.24000000E-01   3.81981982E-07   3.22162162E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.28000000E-01   3.85585586E-07   3.21801802E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.32000000E-01   3.89189189E-07   3.21441441E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.36000000E-01   3.92792793E-07   3.21081081E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.40000000E-01   3.96396396E-07   3.20720721E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.44000000E-01   4.00000000E-07   3.20360360E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.48000000E-01   4.03603604E-07   3.20000000E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.52000000E-01   4.07207207E-07   3.19639640E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.56000000E-01   4.10810811E-07   3.19279279E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.60000000E-01   4.14414414E-07   3.18918919E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.64000000E-01   4.18018018E-07   3.18558559E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.68000000E-01   4.21621622E-07   3.18198198E-06   1.80180180E-02   1.80180180E-02   9.63960360E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
