        Time        Position            Conc
       hours              ξ              Θ
     0.83333     3.06000E+00     1.00000E+00
     0.83333     3.10000E+00     1.00000E+00
     0.83333     3.14000E+00     1.00000E+00
     0.83333     3.18000E+00     1.00000E+00
     0.83333     3.22000E+00     1.00000E+00
     0.83333     3.26000E+00     1.00000E+00
     0.83333     3.30000E+00     1.00000E+00
     0.83333     3.34000E+00     1.00000E+00
     0.83333     3.38000E+00     1.00000E+00
     0.83333     3.42000E+00     1.00000E+00
     0.83333     3.46000E+00     1.00000E+00
     0.83333     3.50000E+00     1.00000E+00
     0.83333     3.54000E+00     1.00000E+00
     0.83333     3.58000E+00     1.00000E+00
     0.83333     3.62000E+00     1.00000E+00
     0.83333     3.66000E+00     1.00000E+00
     0.83333     3.70000E+00     1.00000E+00
     0.83333     3.74000E+00     1.00000E+00
     0.83333     3.78000E+00     1.00000E+00
     0.83333     3.82000E+00     1.00000E+00
     0.83333     3.86000E+00     1.00000E+00
     0.83333     3.90000E+00     1.00000E+00
     0.83333     3.94000E+00     1.00000E+00
     0.83333     3.98000E+00     1.00000E+00
     0.83333     4.00000E+00     1.00000E+00
